ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,content,unk,directed,hashtag,geocode,source,,,,
,,,,,,,,,,,,pic.twitter.com/jfdksfoned
,0.1539052639,00825,10NewsWTSP,,9/22/17,9/22/2017 0:00,7:00:00 AM,0,0,,,Five things you need to know Friday http:// on.wtsp.com/2jPX3W7,,,,9.11E+17,https://twitter.com/10NewsWTSP/status/911183301779398656,,,,
,0.302832165,47906,PsltorchJames,,9/9/17,9/9/2017 0:00,12:50:00 PM,1,1,,,I am still ready 4 at least Category 1 Hurricane winds @ChrisFarrellcbs . #OutOfThrConeNotInTheClear,,@ChrisFarrellcbs,#OutOfThrConeNotInTheClear,9.07E+17,https://twitter.com/PsltorchJames/status/906560564180262913,,,,
,0.7789495393,59015,Txgal5725,,9/8/17,9/8/2017 0:00,4:17:00 PM,0,0,,,Sad news. God be with the family and friends,,,,9.06E+17,https://twitter.com/Txgal5725/status/906250148199759872,,,,
,0.7253181335,08668,bmontvin,,9/9/17,9/9/2017 0:00,6:55:00 AM,0,0,,,Can someone tell me what Irma will bring to the FSU/UF area? #helpaworriedmomout @WPLGLocal10 @FSU_Family,,@WPLGLocal10 @FSU_Family,#helpaworriedmomout,9.06E+17,https://twitter.com/bmontvin/status/906471056944369664,,,,
,0.9782442708,28534,jamiegrantmusic,,9/10/17,9/10/2017 0:00,3:10:00 AM,0,2,,,@cbs12 Great job everyone. Please stay safe! Appreciate the hard work and long hours you're all putting in!,,@cbs12,,9.07E+17,https://twitter.com/jamiegrantmusic/status/906776916945862656,,,,
,0.6763446686,25564,Haikatrine,,9/9/17,9/9/2017 0:00,4:07:00 PM,0,1,,,"I go hog hunting occasionally, and my family's always trapping so that'll help if he gets loose. She should put the number on him too.",,,,9.07E+17,https://twitter.com/Haikatrine/status/906610136055205889,,,,
,0.7856252667,67469,yoyicardelle,,9/10/17,9/10/2017 0:00,7:23:00 AM,0,0,,,#HuracaineIrma,,,#HuracaineIrma,9.07E+17,https://twitter.com/yoyicardelle/status/906840439944294400,,,,
,0.7906078432,43393,New_Narrative,,9/9/17,9/9/2017 0:00,7:35:00 AM,0,0,,,"â€œ @7Weather : While the threat of winds has decreased, there is now an increased risk of flooding #Irma @wsvn pic.twitter.com/ut0X6hJllc â€",,@7Weather @wsvn,#Irma,9.06E+17,https://twitter.com/New_Narrative/status/906481132702760960,,,,
,0.3337638929,35458,LilLadey27,,9/8/17,9/8/2017 0:00,10:57:00 PM,0,0,,,Bringing a bunch of blankets down in about 30 minute.,,,,9.06E+17,https://twitter.com/LilLadey27/status/906350753438150656,,,,
,0.9178458191,58279,TraciLN1164,,9/10/17,9/10/2017 0:00,4:14:00 PM,0,0,,,,,,,9.07E+17,https://twitter.com/TraciLN1164/status/906974072533393408,,,,
,0.6993924584,01576,10NewsWTSP,,9/10/17,9/10/2017 0:00,8:05:00 PM,0,2,,,No water on Bayshore http:// on.wtsp.com/2fcQ1G5,,,,9.07E+17,https://twitter.com/10NewsWTSP/status/907032223509041152,,,,
,0.6663809381,04202,AllDayMelyA,,9/6/17,9/6/2017 0:00,9:41:00 AM,0,0,,,Ok thank you for your help. Do you know of any stores? I'm out here in homestead on the road currently. From mom to mom help me out.,,,,9.05E+17,https://twitter.com/AllDayMelyA/status/905425652102422530,,,,
,0.6972173363,51123,SammieSammiehub,,9/10/17,9/10/2017 0:00,5:55:00 AM,0,0,,,Be careful out there!!,,,,9.07E+17,https://twitter.com/SammieSammiehub/status/906818334968119296,,,,
,0.2423117726,63159,WPTV,,9/29/17,9/29/2017 0:00,8:30:00 AM,0,0,,,High school scientist from Oxbridge Academy studies algae http:// bit.ly/2xOLdAF pic.twitter.com/URurJXQ9u1,,,,9.14E+17,https://twitter.com/WPTV/status/913742805020893184,,,,
,0.5372637258,00098,_djg414,,9/25/17,9/25/2017 0:00,5:53:00 PM,1,0,,,"I live on the line of Brandon, Valrico & Bloomingdale. Yes all three. And the piles are so high you can't see around some corners. .",,,,9.12E+17,https://twitter.com/_djg414/status/912434908622131200,,,,
,0.6056976254,26575,hockey1269,,9/10/17,9/10/2017 0:00,12:30:00 PM,0,0,,,Clean water clean air less regulation smaller govt,,,,9.07E+17,https://twitter.com/hockey1269/status/906917721790730240,,,,
,0.3532615599,49795,Rob10News,,9/7/17,9/7/2017 0:00,3:59:00 AM,9,6,,,4:00am UPDATE: #Irma being called a once in a generation event," as path stays east, toward Miami. @grant_gilmore @10NewsWTSP @TB_Times pic.twitter.com/ElgLMtHzmL",,@grant_gilmore @10NewsWTSP @TB_Times,#Irma,9.06E+17,https://twitter.com/Rob10News/status/905702005573898240,,,
,0.4102820136,03487,adrianrmitchell,,9/10/17,9/10/2017 0:00,1:45:00 PM,0,2,,,"I have a lot of black friends""""",,,,9.07E+17,https://twitter.com/adrianrmitchell/status/906936629746696192,,,,
,0.9848224226,64502,WPTV,,9/20/17,9/20/2017 0:00,4:39:00 AM,1,2,,,4-year-old girl still recovering after shark bite at Bathtub Beach last month http:// bit.ly/2jKBdD4 pic.twitter.com/FKWQ383UPJ,,,,9.10E+17,https://twitter.com/WPTV/status/910423081793081344,,,,
,0.6124463114,00902,10NewsWTSP,,9/21/17,9/21/2017 0:00,1:35:00 AM,6,3,,,Verify: Can you get reimbursed for spoiled food? http:// on.wtsp.com/2fkIpEA pic.twitter.com/b43jgJc1yi,,,,9.11E+17,https://twitter.com/10NewsWTSP/status/910739150025969664,,,,
,0.027168024,33166,KennyT83,,9/10/17,9/10/2017 0:00,8:15:00 PM,0,0,,,Hey @news6wkmg how is my family supposed to watch Big Brother if the hurricane coverage is still going on,,@news6wkmg,,9.07E+17,https://twitter.com/KennyT83/status/907034827232292865,,,,
,0.4711502627,20962,ExceIlion,,9/10/17,9/10/2017 0:00,11:57:00 AM,0,0,,,winds,,,,9.07E+17,https://twitter.com/ExceIlion/status/906909582584197120,,,,
,0.1707705992,10276,CampuzanoDan,,9/7/17,9/7/2017 0:00,8:28:00 AM,0,1,,,@wsvn @CBSMiami @WPLGLocal10 @nbc6 #hurricaneirma2017 Lennar NOT doing their part to keep Homestead Community safe!!!! pic.twitter.com/aC21a4DC53,,@wsvn @CBSMiami @WPLGLocal10 @nbc6,#hurricaneirma2017,9.06E+17,https://twitter.com/CampuzanoDan/status/905769732757999617,,,,
,0.6680937116,03195,AbrahamsonTina,,9/10/17,9/10/2017 0:00,12:25:00 AM,0,0,,,Wow! How horrible can you be to do this? I cannot fathom doing that to my buddy! pic.twitter.com/8IHwHNCb2C,,,,9.07E+17,https://twitter.com/AbrahamsonTina/status/906735304937263105,,,,
,0.6248248044,08363,BishopTchandler,,9/1/17,9/1/2017 0:00,6:22:00 PM,0,3,,,"Bishop Ranch.....Backyard view Okeechobee, FL. @WPTV @wpbf_mike @TODAYshow pic.twitter.com/M48SYTMl4z",,@WPTV @wpbf_mike @TODAYshow,,9.04E+17,https://twitter.com/BishopTchandler/status/903744962759675905,,,,
,0.5085193085,12576,CBS12,,9/8/17,9/8/2017 0:00,11:52:00 AM,2,1,,,#Breaking @insideFPL We canâ€™t run a #powerplant that has been impacted with that kind of structural damage until it has been fixed.,,@insideFPL,#Breaking #powerplant,9.06E+17,https://twitter.com/CBS12/status/906183395348275204,,,,
,0.9884304752,45578,OlewisON7,,9/10/17,9/10/2017 0:00,4:11:00 AM,6,6,,,HAPPENING NOW: wind gusts and rain coming in off Biscayne Bay and cranes are whipping in Midtown Miami. #hurricaneirma @wsvn pic.twitter.com/uGtBfwOpNl,,@wsvn,#hurricaneirma,9.07E+17,https://twitter.com/OlewisON7/status/906792312134610945,,,,
,0.8822923216,02454,2017asfuck,,9/10/17,9/10/2017 0:00,4:18:00 PM,0,0,,,You're fucking pathetic.,,,,9.07E+17,https://twitter.com/2017asfuck/status/906975105787453440,,,,
,0.7290001411,02907,7Weather,,9/7/17,9/7/2017 0:00,5:52:00 PM,0,0,,,Couldn't hurt. The safer the better.,,,,9.06E+17,https://twitter.com/7Weather/status/905911749358051328,,,,
,0.1881104129,39930,miamimama305,,9/15/17,9/15/2017 0:00,7:07:00 AM,0,0,,,@CityofMiami @MiamiHerald @CBSMiami @nbc6 @wsvn https:// twitter.com/miamimama305/s tatus/908647820952993792 â€¦,,@CityofMiami @MiamiHerald @CBSMiami @nbc6 @wsvn,,9.09E+17,https://twitter.com/miamimama305/status/908648525432541184,,,,
,0.2065137702,39638,MerrisBadcock,,9/19/17,9/19/2017 0:00,3:56:00 PM,1,0,,,"BREAKING: Jury spares suspect Rodney Clark's life in 1987 murder of Lake Worth mother of 3, Dana Fader. @WPTV http:// bit.ly/2fzxUdN",,@WPTV,,9.10E+17,https://twitter.com/MerrisBadcock/status/910231060503547909,,,,
,0.7520461355,35637,linkstraveler,,9/9/17,9/9/2017 0:00,12:46:00 PM,0,0,,,"Mayor of Sweetwater just now on 560am, at the scene of a fallen branch, said to expect winds of 150mph & damages surpassing Andrew. Reckless",,,,9.07E+17,https://twitter.com/linkstraveler/status/906559370800005121,,,,
,0.7391631338,20584,ErinCBS12,,9/8/17,9/8/2017 0:00,9:08:00 AM,0,1,,,The shipment of generators at Lowe's this morning in Jensen Beach was the last. @CBS12 pic.twitter.com/MRYfiPaIEv,,@CBS12,,9.06E+17,https://twitter.com/ErinCBS12/status/906142263386001408,,,,
,0.8553190113,11665,CBS12,,9/17/17,9/17/2017 0:00,9:26:00 PM,0,3,,,Outstanding Supporting Actress: Ann Dowd in The Handmaid's Tale #Emmys pic.twitter.com/R0gUWLgX0v,,,#Emmys,9.10E+17,https://twitter.com/CBS12/status/909589388199374848,,,,
,0.6633484748,21445,FL_BFRO,,9/28/17,9/28/2017 0:00,6:22:00 PM,3,4,,,BFRO Bigfoot Town Hall for Tampa on Saturday. Locals will talk about hometown sightings. http:// Bfro.net @10NewsWTSP,,@10NewsWTSP,,9.14E+17,https://twitter.com/FL_BFRO/status/913529392244183042,,,,
,0.6410537093,18551,DouglasShrugged,,9/9/17,9/9/2017 0:00,9:19:00 AM,0,1,,,https:// youtu.be/aXDKzccIOa0,,,,9.07E+17,https://twitter.com/DouglasShrugged/status/906507247970381826,,,,
,0.7987103582,67575,ZakWillis8701,,9/7/17,9/7/2017 0:00,11:59:00 AM,0,1,,,Get out!!,,,,9.06E+17,https://twitter.com/ZakWillis8701/status/905822957213188096,,,,
,0.4092999771,30077,JHackettWPTV,,9/4/17,9/4/2017 0:00,10:40:00 PM,1,1,,,The run on Hurricane supplies is underway in Martin county. But not everyone is feeling the same urgency. Watch tonight at 11 @WPTV pic.twitter.com/9wa75aZ5Vp,,@WPTV,,9.05E+17,https://twitter.com/JHackettWPTV/status/904897039150010368,,,,
,0.988436323,39398,MelHill_RAWTALK,,9/11/17,9/11/2017 0:00,6:19:00 AM,0,0,,,@CNN HELP!! Police in #TAMPA are encouraging people to get on the road! @FOX13News @CityofTampa @TampaBayTraffic https://www. facebook.com/bfgfth/posts/1 17444988962237/ â€¦,,@CNN @FOX13News @CityofTampa @TampaBayTraffic,#TAMPA,9.07E+17,https://twitter.com/MelHill_RAWTALK/status/907186744910536705,,,,
,0.4976547674,29817,JewellMediaMGMT,,9/11/17,9/11/2017 0:00,7:28:00 PM,0,0,,,Do you have power?,,,,9.07E+17,https://twitter.com/JewellMediaMGMT/status/907385376226136064,,,,
,0.8582124465,17020,DCohenNEWS,,9/9/17,9/9/2017 0:00,2:30:00 AM,1,1,,,"Amazing images, 1st hand account from @JoeRoetz of vital work by @NOAA_HurrHunter crew flying back and forth through #Irma eyewall @wsvn https:// twitter.com/joeroetz/statu s/906358152542777344 â€¦",,@JoeRoetz @NOAA_HurrHunter @wsvn,#Irma,9.06E+17,https://twitter.com/DCohenNEWS/status/906404481809698816,,,,
,0.583717946,22977,FOX13News,,9/1/17,9/1/2017 0:00,11:32:00 AM,3,6,,,"#BREAKING : 2 rescued, 2 swim to shore after plane crashes into water in St. Pete: http:// facebook.com/FOX13TampaBay/ videos/10155094717678525/ â€¦ MORE: http://www. fox13news.com/news/local-new s/278010891-story â€¦ pic.twitter.com/l9U2cf6TvC",,,#BREAKING,9.04E+17,https://twitter.com/FOX13News/status/903641723754217472,,,,
,0.8327162454,37933,marie_cavanagh,,9/10/17,9/10/2017 0:00,4:01:00 PM,0,1,,,@kkuizon @FOX13News same spot but looks a bit different than when we were last there #HurricaneIrma pic.twitter.com/iKM4qwaFsH,,@kkuizon @FOX13News,#HurricaneIrma,9.07E+17,https://twitter.com/marie_cavanagh/status/906970892042895360,,,,
,0.1426381748,01653,10NewsWTSP,,9/9/17,9/9/2017 0:00,10:05:00 PM,0,0,,,Bobby Deskins 8pm forecast http:// on.wtsp.com/2wP8CSC pic.twitter.com/imtQuiLTh9,,,,9.07E+17,https://twitter.com/10NewsWTSP/status/906700035638865920,,,,
,0.1382557866,41995,MWFerrer,,9/4/17,9/4/2017 0:00,7:18:00 PM,0,0,,,pic.twitter.com/oD0YRCkixH,,,,9.05E+17,https://twitter.com/MWFerrer/status/904846036291735552,,,,
,0.7197230462,27943,itsyesenia,,9/16/17,9/16/2017 0:00,1:03:00 PM,0,0,,,"@nbc6 @WPLGLocal10 @miaminewsnow @wsvn BridgePrep Academy Charter Schools will be open beginning Monday, September 18th. #shareonair please!",,@nbc6 @WPLGLocal10 @miaminewsnow @wsvn,#shareonair,9.09E+17,https://twitter.com/itsyesenia/status/909100467195609088,,,,
,0.7581421766,18505,Dougarony,,9/10/17,9/10/2017 0:00,9:36:00 AM,0,0,,,Sure they do...,,,,9.07E+17,https://twitter.com/Dougarony/status/906874119207231489,,,,
,0.2933906028,06042,Arapahoman15,,9/11/17,9/11/2017 0:00,12:07:00 PM,0,0,,,"Please!! When these people are busted wide open, DON'T LISTEN TO CRIES OF RACISM!",,,,9.07E+17,https://twitter.com/Arapahoman15/status/907274311567777792,,,,
,0.3245494188,20373,ErikaNewsGal,,9/8/17,9/8/2017 0:00,7:09:00 PM,0,1,,,Please be careful and come home safe!,,,,9.06E+17,https://twitter.com/ErikaNewsGal/status/906293558226948096,,,,
,0.60586894,44273,news6wkmg,,9/5/17,9/5/2017 0:00,3:40:00 PM,3,1,,,"Brevard County hurricane evacuations, shelters and sandbag locations http:// dlvr.it/Pl0sWl pic.twitter.com/b9xmqtVf2U",,,,9.05E+17,https://twitter.com/news6wkmg/status/905153593694494720,,,,
,0.7882674183,12176,CBS12,,9/11/17,9/11/2017 0:00,7:34:00 AM,0,0,,,Thanks!,,,,9.07E+17,https://twitter.com/CBS12/status/907205591390711808,,,,
,0.0399584337,03225,AbroadwithLeyla,,9/7/17,9/7/2017 0:00,11:55:00 PM,0,0,,,@MDCollege @ShopDadeland open your parking garage for car refuge!! @wsvn @WPLGLocal10 @Univision23 @JohnMoralesNBC6 @nbc6,,@MDCollege @ShopDadeland @wsvn @WPLGLocal10 @Univision23 @JohnMoralesNBC6 @nbc6,,9.06E+17,https://twitter.com/AbroadwithLeyla/status/906003049172176896,,,,
,0.1766771621,19063,DylanLions,,9/6/17,9/6/2017 0:00,10:39:00 AM,0,0,,,,,,,9.05E+17,https://twitter.com/DylanLions/status/905440329125462016,,,,
,0.8137687349,29598,jerrythompsonjr,,9/17/17,9/17/2017 0:00,11:02:00 AM,0,0,,,Chickpea burgers? What are you talking about? Sounds disgusting,,,,9.09E+17,https://twitter.com/jerrythompsonjr/status/909432332700004353,,,,
,0.908453444,25738,hasnfe4,,9/27/17,9/27/2017 0:00,12:40:00 PM,1,2,,,Congrats @LeancuCornel ! Very happy and excited for you!!,,@LeancuCornel,,9.13E+17,https://twitter.com/hasnfe4/status/913080857581244416,,,,
,0.8671687786,33945,Korkibucek09,,9/10/17,9/10/2017 0:00,4:17:00 PM,0,1,,,Shocker.....,,,,9.07E+17,https://twitter.com/Korkibucek09/status/906975026968227841,,,,
,0.7025063917,41969,mustanglinds14,,9/6/17,9/6/2017 0:00,12:12:00 PM,0,0,,,,,,,9.05E+17,https://twitter.com/mustanglinds14/status/905463833027850240,,,,
,0.6442809494,31767,judyblue51,,9/10/17,9/10/2017 0:00,10:31:00 AM,0,18,,,Wow dont understand why they didnt take it down,,,,9.07E+17,https://twitter.com/judyblue51/status/906887831452299265,,,,
,0.0055134634,24005,GaryDetmanNews,,9/26/17,9/26/2017 0:00,6:51:00 PM,0,0,,,Killer clown murder arrest. Mistress of husband of woman slain by mysterious clown 27 years ago arrested. Sheila Keen Warren in Va. @CBS12 pic.twitter.com/3WF95FjlK7,,@CBS12,,9.13E+17,https://twitter.com/GaryDetmanNews/status/912811970553896961,,,,
,0.7114699108,31829,JulieDurda,,9/26/17,9/26/2017 0:00,7:06:00 AM,0,2,,,my two favorite lovies :) XOXOXO,,,,9.13E+17,https://twitter.com/JulieDurda/status/912634585611194368,,,,
,0.640987062,17392,denajeanx,,9/10/17,9/10/2017 0:00,6:51:00 PM,0,0,,,@CBS12 East PSL. Neighbor's trampoline flying through the air pic.twitter.com/XjGpWStY0v,,@CBS12,,9.07E+17,https://twitter.com/denajeanx/status/907013750980579328,,,,
,0.7646293778,06022,aprisondiary,,9/10/17,9/10/2017 0:00,9:29:00 PM,0,1,,,You run a business for PR and you're on Twitter saying people should be shot? Do you not like customers?,,,,9.07E+17,https://twitter.com/aprisondiary/status/907053363174486016,,,,
,0.4242031852,21887,FOX10News,,9/29/17,9/29/2017 0:00,3:07:00 PM,0,0,,,"Traveling from Detroit to Mobile to see Cage the Elephant"" http://www. fox10tv.com/story/36485783 /traveling-from-detroit-to-mobile-to-see-cage-the-elephant â€¦""",,,,9.14E+17,https://twitter.com/FOX10News/status/913842569636966403,,,,
,0.621547891,62001,wolfsongpmvs,,9/15/17,9/15/2017 0:00,2:51:00 PM,0,0,,,Downed trees everywhere on my sisters road 1 mi away...she has seco. No apparent trees on my street and not a duke truck in sight!,,,,9.09E+17,https://twitter.com/wolfsongpmvs/status/908765304548937728,,,,
,0.9774252867,11848,CBS12,,9/14/17,9/14/2017 0:00,7:00:00 AM,2,2,,,Look: Government offices and local businesses that are open. Comment below if you know more locations. http:// bit.ly/2xn31Tt pic.twitter.com/FI0mcKNUY6,,,,9.08E+17,https://twitter.com/CBS12/status/908284204898594816,,,,
,0.4759057313,34098,KristenSwilley,,9/10/17,9/10/2017 0:00,12:04:00 PM,0,0,,,Official rain totals for St. Lucie County: 14 inches. 10 % of county without power according to FPL. @WPTV #Irma,,@WPTV,#Irma,9.07E+17,https://twitter.com/KristenSwilley/status/906911304648192002,,,,
,0.4623820022,07647,BeccaBearForeva,,9/10/17,9/10/2017 0:00,11:31:00 AM,0,0,,,Yikesssss,,,,9.07E+17,https://twitter.com/BeccaBearForeva/status/906902987959914496,,,,
,0.1079129088,42673,N1CSM,,9/8/17,9/8/2017 0:00,9:38:00 PM,0,0,,,@WPTV thank you stormteam5 for the outstanding coverage you guys break it down and I'm proud to call u my local news,,@WPTV,,9.06E+17,https://twitter.com/N1CSM/status/906330829290438658,,,,
,0.4892519045,14364,CityofTampa,,9/11/17,9/11/2017 0:00,8:51:00 AM,0,0,,,"Hello, you can report damages to our hotline number: 844-852-8889",,,,9.07E+17,https://twitter.com/CityofTampa/status/907225028898549760,,,,
,0.5316937322,59479,vabule,,9/20/17,9/20/2017 0:00,8:34:00 AM,0,0,,,@insideFPL @wsvn @WPLGLocal10 @MiamiHerald @latimes @NoMiNews HELP!!! pic.twitter.com/pkG7foHfec,,@insideFPL @wsvn @WPLGLocal10 @MiamiHerald @latimes @NoMiNews,,9.10E+17,https://twitter.com/vabule/status/910482288043020289,,,,
,0.1614555347,53755,Soflabeachbum,,9/10/17,9/10/2017 0:00,6:11:00 PM,0,0,,,@wsvn worry more about Miami Dade instead of Naples/N. Fla. We have no power and streaming to update ourselves about what is going on here.,,@wsvn,,9.07E+17,https://twitter.com/Soflabeachbum/status/907003711490326528,,,,
,0.0701549722,02690,4PCNana,,9/27/17,9/27/2017 0:00,8:09:00 PM,0,1,,,LOL - Right??,,,,9.13E+17,https://twitter.com/4PCNana/status/913193921559302144,,,,
,0.7985602782,49041,Region7AHIMT,,9/13/17,9/13/2017 0:00,1:57:00 PM,0,1,,,@SunSentinel @PBCFR @cnnbrk @MiamiHerald @WPBF25News @WPLGLocal10 @CBS12 @WPTV,,@SunSentinel @PBCFR @cnnbrk @MiamiHerald @WPBF25News @WPLGLocal10 @CBS12 @WPTV,,9.08E+17,https://twitter.com/Region7AHIMT/status/908026968809058310,,,,
,0.2111452338,34132,kristin_curl,,9/10/17,9/10/2017 0:00,11:46:00 AM,0,0,,,@WPTV West Fort Pierce by the Turnpike pic.twitter.com/J1g3fNTNm5,,@WPTV,,9.07E+17,https://twitter.com/kristin_curl/status/906906617320538113,,,,
,0.4429621531,01208,10NewsWTSP,,9/15/17,9/15/2017 0:00,9:05:00 PM,1,1,,,Foul gasoline complaints increase statewide following Hurricane Irma http:// on.wtsp.com/2fajZxC pic.twitter.com/wJkIYC6J0h,,,,9.09E+17,https://twitter.com/10NewsWTSP/status/908859258258771969,,,,
,0.2804762514,36187,Lolitas4929,,9/7/17,9/7/2017 0:00,10:13:00 PM,0,0,,,"I'm confused, we are waiting in WPB for a Cat 4, but you are reporting winds up to 72 miles an hour which is a Cat 1?? pic.twitter.com/5kNWc9I53p",,,,9.06E+17,https://twitter.com/Lolitas4929/status/905977378236747776,,,,
,0.6811851842,25053,gracelking,,9/9/17,9/9/2017 0:00,11:26:00 AM,0,1,,,UF now closed through Tuesday. @WUFTNews https:// twitter.com/uf/status/9065 39215894310913 â€¦,,@WUFTNews,,9.07E+17,https://twitter.com/gracelking/status/906539423222915073,,,,
,0.1234389268,58934,TwilightGroan3,,9/9/17,9/9/2017 0:00,1:00:00 AM,0,1,,,I love how you pay an HOA but they ask for volunteers to do heavy lifting they should pay maintenance people to do.,,,,9.06E+17,https://twitter.com/TwilightGroan3/status/906381854093266944,,,,
,0.0408972199,15283,cpmicheli,,9/8/17,9/8/2017 0:00,6:12:00 PM,3,14,,,So grateful for @abcactionnews @Fox4Now @WPTV teams for running in to cover Irma when everyone else is running away @EWScrippsCo #givelight,,@abcactionnews @Fox4Now @WPTV @EWScrippsCo,#givelight,9.06E+17,https://twitter.com/cpmicheli/status/906279156731797504,,,,
,0.9237752027,36158,LoleskyWX,,9/7/17,9/7/2017 0:00,10:55:00 AM,17,15,,,#BREAKING : A hurricane watch is now in effect for Palm Beach County @CBS12 #tropics #Irma pic.twitter.com/7RbV0VEfNa,,@CBS12,#BREAKING #tropics #Irma,9.06E+17,https://twitter.com/LoleskyWX/status/905806708794171393,,,,
,0.7155724211,47167,PhotogEricP,,9/12/17,9/12/2017 0:00,12:18:00 PM,23,85,,,Power trucks all over #PalmBeachGardens #LakePark #NorthPalmBeach area. #RestorePower #Irma @insideFPL @WPTV pic.twitter.com/00CpudyH5M,,@insideFPL @WPTV,#PalmBeachGardens #LakePark #NorthPalmBeach #RestorePower #Irma,9.08E+17,https://twitter.com/PhotogEricP/status/907639496354811905,,,,
,0.460231351,37305,MacKat9,,9/9/17,9/9/2017 0:00,10:32:00 AM,0,0,,,I want to know what the storm surge looks like in city of Miami zip code 33142 @MayorGimenez @RyanNBC6 @wsvn @CBSMiami @WPLGLocal10,,@MayorGimenez @RyanNBC6 @wsvn @CBSMiami @WPLGLocal10,,9.07E+17,https://twitter.com/MacKat9/status/906525704262746112,,,,
,0.0854524288,67292,yarita305,,9/10/17,9/10/2017 0:00,11:54:00 AM,0,0,,,Family in Boca?,,,,9.07E+17,https://twitter.com/yarita305/status/906908741794242560,,,,
,0.1071881738,06430,AshleighWalters,,9/8/17,9/8/2017 0:00,4:55:00 AM,1,4,,,"NEW #HURRICANEIRMA update: @glennglazer says Cat 4, 155 mph (2 mph below Cat 5). Possible Cat 4 landfall @WPTV pic.twitter.com/f7Y0CqXsCe",,@glennglazer @WPTV,#HURRICANEIRMA,9.06E+17,https://twitter.com/AshleighWalters/status/906078466369605632,,,,
,0.6691471419,04892,amandatcheney,,9/27/17,9/27/2017 0:00,10:42:00 AM,1,1,,,"75 people have already signed in this morning to go through the application, interview and hiring process.",,,,9.13E+17,https://twitter.com/amandatcheney/status/913051246252130307,,,,
,0.4002198564,60685,WCTV,,9/30/17,9/30/2017 0:00,6:48:00 PM,0,0,,,Broward statue may be moved over racist speech. http://www. wctv.tv/content/news/B roward-statue-may-be-moved-over-racist-speech-448824613.html â€¦,,,,9.14E+17,https://twitter.com/WCTV/status/914260629179035649,,,,
,0.4586102589,49149,RepPatWilliams,,9/14/17,9/14/2017 0:00,9:03:00 AM,0,0,,,@wsvn no line no wait https:// twitter.com/reppatwilliams /status/908307945502461952 â€¦,,@wsvn,,9.08E+17,https://twitter.com/RepPatWilliams/status/908315167506739207,,,,
,0.7209783543,05971,APGearhart,,9/11/17,9/11/2017 0:00,3:49:00 PM,0,1,,,The real black culture in America!,,,,9.07E+17,https://twitter.com/APGearhart/status/907330210688794625,,,,
,0.0954142805,64887,WPTV,,9/10/17,9/10/2017 0:00,12:04:00 AM,10,10,,,12 a.m. update: Category 3 #HurricaneIrma slams Florida Keys with life-threatening storm http:// bit.ly/2eWfiHL pic.twitter.com/ZLzi8KVTBO,,,#HurricaneIrma,9.07E+17,https://twitter.com/WPTV/status/906729994499620864,,,,
,0.3884286756,50354,roxi_love13,,9/11/17,9/11/2017 0:00,3:28:00 PM,0,0,,,pic.twitter.com/WBg6IKbenJ,,,,9.07E+17,https://twitter.com/roxi_love13/status/907324998003466240,,,,
,0.8984148344,60598,WCJB20,,9/10/17,9/10/2017 0:00,7:44:00 PM,2,3,,,TV20s Bill Quinlan will be answering some questions about Hurricane Irma tonight on the 11 p.m. show. Comment with some of your questions.,,,,9.07E+17,https://twitter.com/WCJB20/status/907027095255216128,,,,
,0.8367318844,65211,WPTV,,9/1/17,9/1/2017 0:00,7:02:00 AM,2,0,,,#BREAKING : Vehicle crashes into Walmart in Palm Beach County http:// bit.ly/2eKrDeM pic.twitter.com/5hY5AcgO79,,,#BREAKING,9.04E+17,https://twitter.com/WPTV/status/903573788301897728,,,,
,0.3809863532,28227,jackcallahan5,,9/8/17,9/8/2017 0:00,6:07:00 AM,0,1,,,Oh hello,,,,9.06E+17,https://twitter.com/jackcallahan5/status/906096568985681920,,,,
,0.8089815269,29041,Jcoccia0184,,9/8/17,9/8/2017 0:00,8:21:00 PM,0,0,,,OK. I HAVE 2 SAY IT.. WTH?!? NOW C U SAYING.. ONLY TROPICAL STORM WINDS. NO #HurricaneIrma WINDS Y THE HELL GO THRU ALL THIS CRAP 4 NOTHING,,,#HurricaneIrma,9.06E+17,https://twitter.com/Jcoccia0184/status/906311673711136768,,,,
,0.3049501838,05104,anairbp,,9/10/17,9/10/2017 0:00,11:35:00 AM,0,0,,,LET THEM INSIDE,,,,9.07E+17,https://twitter.com/anairbp/status/906903907699392512,,,,
,0.9396720463,54677,stephensmithsrq,,9/27/17,9/27/2017 0:00,8:11:00 PM,1,1,,,These ships are awesome. Mercy ships providing healthcare for the needy in the event of catastrophe. God bless them,,,,9.13E+17,https://twitter.com/stephensmithsrq/status/913194429707685888,,,,
,0.9198142263,66372,wsvn,,9/5/17,9/5/2017 0:00,8:44:00 AM,8,14,,,"#TRAFFIC : multi-vehicle crash along I-95 NB at Sheridan Street shuts down express lanes, only 2 right lanes open pic.twitter.com/4pM8VwIKpK",,,#TRAFFIC,9.05E+17,https://twitter.com/wsvn/status/905048923756167168,,,,
,0.5416569303,21956,FOX10News,,9/24/17,9/24/2017 0:00,11:24:00 PM,0,1,,,"1 killed, at least 6 injured in church shooting, shooter to be charged with murder http://www. fox10tv.com/story/36439589 /1-killed-at-least-6-injured-in-church-shooting-shooter-to-be-charged-with-murder â€¦",,,,9.12E+17,https://twitter.com/FOX10News/status/912155703279747072,,,,
