Topic,Tweets,Date,Number,Permalink
storm hit just fpl tropical cat days lost went did
,The power has been out for hours storm has passed and still not one FPL truck on the road thanks a lot,2017-09-11,1,https://twitter.com/QualityProdsFL/status/907159956826324992
,you guys really even haven't started? Are you kidding me? The storm is gone losers.,2017-09-11,1,https://twitter.com/smokeeeeey/status/907281957075243009
,"As if all of your customers had the money to buy generators. Some of us aren't working because of the storm but sure, go spend 800$",2017-09-14,1,https://twitter.com/thamandashoww/status/908435471340113921
, 6:00AM Pinellas restored...12:00pm 8000 people no power. When did the storm blow through in the last 6 hours.,2017-09-18,1,https://twitter.com/Matt_Hickman_/status/909814039362011136
,Our power went out almost 4 hours after the storm. We didnt show signs of loss during Irma! Less than a mile down is above ground and its ok,2017-09-11,1,https://twitter.com/Ltandmr07/status/907402498725617665
,.  fleet amassing at old city Civic Center grounds for storm response.  ,2017-09-11,1,https://twitter.com/ABensonIJ/status/907294987993468933
,Also how is it that we had power through the worst of the storm and lose it at 5:30? It was significantly better by then.,2017-09-11,1,https://twitter.com/LisaR_97/status/907401211946643457
, hey not for nothing we get the storm no power thing. The lack of communication is a giant failure.,2017-09-12,1,https://twitter.com/volpatorj/status/907729578889805824
,Yet no one has seen a Duke energy truck in Florida since the storm... where are you Duke???,2017-09-11,1,https://twitter.com/H_BrownIII/status/907420416091803648
,"No doubt. It could kill him. And there was huge electrical storm today and even I said, ok I'm fine with them stopping. But it's still 96deg",2017-09-15,1,https://twitter.com/blakesteck/status/908545119539806210
,"I follow the tropics as a hobby and I thought between the storm and having Duke for energy we'd lose everything. Lost power 1pm Sunday,Ocala",2017-09-14,1,https://twitter.com/durpx5/status/908238918184824832
," had power also week, only out 6 hrs during storm... praised fpl.... now we go out... and it's come on and off 3 times... cool fpl",2017-09-16,1,https://twitter.com/Dahlstrand10/status/909107837997125633
,50% without power after three days. Their product hasn't changed in 100 years. No competitors. Inevitable storm. Unprepared. Negligible.,2017-09-12,1,https://twitter.com/TomKita87/status/907734591838068737
, has been the real MVP since this storm hit! Finally starting to get power back a lot of places,2017-09-14,1,https://twitter.com/taraalynneee/status/908352869325254657
," what does ""Customers Affected: 510"" mean on online storm tkt from Sunday?",2017-09-11,1,https://twitter.com/PaulaSplashy/status/907423475471732736
,"Completely w/o power in 33428 hours since before the storm even started, no sign of even a truck yet. Customers all elderly looks bad on u",2017-09-11,1,https://twitter.com/j1mont/status/907393810791092224
,"Completely w/o power in 33428 hours since before the storm even started, no sign of even a truck yet. Customers all elderly looks bad on u",2017-09-11,1,https://twitter.com/j1mont/status/907390028464181250
,Well if you guys would have prepared appropriately for such storm the power wouldn't have gone out this long and he wouldnt have missed it.,2017-09-14,1,https://twitter.com/thebest237/status/908372217662144513
,They have been giving the exact BS response since during the storm.  doesn't have any proper plan to communicate effectively???,2017-09-12,1,https://twitter.com/sassygill/status/907573690946256896
,It's been over 10 days the storm hit!! Still no power in North Miami? The last time I checked we do not live in a third world country!,2017-09-20,1,https://twitter.com/johnsmokefl420/status/910622952244350976
, our power went out at 645pm.In our safe zone until the storm passes. Worst is coming our way. #staysafe #irma #ManateeCounty ,2017-09-10,1,https://twitter.com/mygolfinggirls/status/907031452520460289
,It is incredible that in the 21 century the greatest country in earth still loses power by wind and rain. Imagine if the storm wld hv direct,2017-09-11,1,https://twitter.com/mjonesk14/status/907211516180660224
,"Yeah, Duke has a storm brewing in this house to deal with!",2017-09-16,1,https://twitter.com/StephanieSarkis/status/909094961735487488
,Jay Cee is working lines in Largo with  Raleigh and Chatham crews. He explains the challenges of post storm repairs. ,2017-09-13,1,https://twitter.com/DE_JeffB/status/908057338556420096
,But you ARE responsible for investing in infrastructure that wont take a beating from tropical storm conditions. Especially with what we pay,2017-09-15,1,https://twitter.com/exclusivejimmyc/status/908765301583630342
,Blue skies after the storm. Missouri crews helping JEA restore power.    ,2017-09-12,1,https://twitter.com/MarisaCarbone1/status/907679988362686465
, Why is my neighborhood not showing an outage on your map? We lost power during the storm and reported it.,2017-09-12,1,https://twitter.com/kdwilkes/status/907645122917085184
,"But the people 1/4th of a mile down the road never even lost power. Gotta love how they prepared for the storm, thanks duke.",2017-09-14,1,https://twitter.com/GetDiabetes/status/908479618277093376
,This is what we needed... a storm to cause a complete power outage to the whole block!!  #Apopka #FL #piedmontwekiva #436,2017-09-14,1,https://twitter.com/Mags_888/status/908477287036747776
,... the proper equipment. Restoration begun 3 days ago for our storm ticket. They leave the job halfway done to then leave me for last?!,2017-09-16,1,https://twitter.com/Its_LidiBaybayy/status/909183632677449728
,Utility crews rode out the storm too. Their lodgings also lost power. Must assess to get materials & linemen in. Have patience.,2017-09-11,1,https://twitter.com/MNHockeymama/status/907285313831231489
,Today was the first day since the storm that my parents saw a power truck in their neighborhood.,2017-09-15,1,https://twitter.com/thomaspringle/status/908866258971619328
,have u received any updates from .  ? I registered for auto updates way before the storm hit. I've receive nothing,2017-09-13,1,https://twitter.com/JodieMyJodi/status/908081055256776707
, cnn.com/2014/02/12/us/ winter-storm-power-lines/index.html …,2017-09-11,1,https://twitter.com/IamD36/status/907415509121093637
, cnn.com/2014/02/12/us/ winter-storm-power-lines/index.html …,2017-09-12,1,https://twitter.com/IamD36/status/907575332634537984
,04 05 what difference does it make? And it was just a strong tropical storm when it came through Pinellas. No power lines down anywhere!,2017-09-12,1,https://twitter.com/Americandad_/status/907658504818888705
," get on your shit, this is embarrassing. You knew the power of this storm and obviously didn't prepare",2017-09-18,1,https://twitter.com/gr3gLarnz/status/909754541398220801
,Good thing your power goes out so frequently I already lost my fridge contents two weeks before the storm.,2017-09-16,1,https://twitter.com/bite_84/status/908988113946595328
,It wasn't a cat 1 on landfall and it's hurricane force winds field was the size of Charlie's tropical storm wind fields in 2004....,2017-09-15,1,https://twitter.com/TommyFrain2013/status/908807826268676096
,I haven't seen a single  truck yet! Where is that speedy service you told us BEFORE the storm?,2017-09-12,1,https://twitter.com/CaseyDoesItBest/status/907590155657207808
,Same old crap with every storm Where's all the upgrades? Pole in my yard looks like it's from 1920 with wires dangling everywhere,2017-09-11,1,https://twitter.com/mrwilliamsz/status/907339368368570375
,"Only one day from the storm, everyone needs to chill out and be thankful instead of complaining. Esp to First Responders and ",2017-09-11,1,https://twitter.com/TommyFrain2013/status/907395622394896384
,No kidding Einstein! Totally disappointed in level of communication and service. Yes a big storm came and you have people but also made $$$$,2017-09-12,1,https://twitter.com/WoofKdog/status/907801473173606400
," it's super hot in Florida we are slowly dying , sugarmill lines are underground and we lost power before the storm",2017-09-13,1,https://twitter.com/Darrens74659195/status/908076621273423873
, your site keeps crashing as I'm trying to pay my bill. I can't login and keep getting redirected to your storm message,2017-09-14,1,https://twitter.com/Shawzyy/status/908351727539249152
,It's going to take you after a storm. Wish I still had Florida power and Light.,2017-09-11,1,https://twitter.com/SamWaynefla/status/907296183013474305
,"We're proud to support  with #Irma storm recovery, while also serving our customers in PA. Here's a pic from the Fort Myers area. ",2017-09-14,1,https://twitter.com/PPLElectric/status/908388604665384961
,Good job  for stepping it up and collecting after the storm. Too bad you don't run ,2017-09-12,1,https://twitter.com/DJMcOnef/status/907737978084225024
,90%+ with no power. That storm could've been a LOT worse. ,2017-09-13,1,https://twitter.com/JoeMers/status/908020339787132928
,"And tbh I'm not here to defend Duke as a company v FPL, etc. but people have been complaining since Monday about power. It was a huge storm",2017-09-15,1,https://twitter.com/TommyFrain2013/status/908806508363776000
, it's scary to think that it's taking a week to get power back on after a CAT 1 storm- imagine being hit with a CAT 4 or 5,2017-09-13,1,https://twitter.com/highqualitykyra/status/907958398704078849
,Will you be turning the power off in 32259 12 hours prior to the storm arriving like last year with Matthew?,2017-09-08,1,https://twitter.com/afejr33/status/906279342086508549
,What are your restoration #s this a.m.? Do you have night crews? This storm shows you weren't ready. Maybe you shouldn't be operating in FL,2017-09-13,1,https://twitter.com/LauraBoman/status/907949187995758593
,Wow we get tropical storm and 80% lose power. FPL you suck. You should be better than this.,2017-09-11,1,https://twitter.com/Usportsfan11/status/907218752038727680
,Also they'll use Irma as rate increase basis. But they were already fully prepared for storm. ,2017-09-17,1,https://twitter.com/8BB8B8/status/909535825330950144
, why leave this in the street after 4 days post storm when you had already replaced the adjoining poles and transformers on 9/11? ,2017-09-15,1,https://twitter.com/FrankCMartin/status/908747317708230656
,"If I paid taxes to  to prepare 4 a new storm & I went thru the same case as Wilma, do I get my money back?  stop FPL",2017-09-20,1,https://twitter.com/JValencia34/status/910680597009506304
,Glad to hear it's back. Hope the storm wasn't too hard on her and the baby.,2017-09-13,1,https://twitter.com/mackinaccar/status/908026935376261121
,I've been without power for 2 weeks due to a damn summer storm. I worked for radio shack at the time and we were open so people could buy,2017-09-16,1,https://twitter.com/mistymtnreverie/status/909202173258604546
, it's terrible I don't understand how Duke is never up to speed and just like us you guys knew the storm was coming,2017-09-12,1,https://twitter.com/JudahWarrior12/status/907748506512879616
,Why did they cut the power b4 the storm? Never had this happen b4. For my safety? Come on!,2017-09-12,1,https://twitter.com/RuthannNinaj/status/907608880993247232
,"We are still on storm mode, we are not currently taking payments. All efforts are on restoring power to our customers.",2017-09-15,1,https://twitter.com/OUCreliableone/status/908786575089307650
,And what are they going to repair? Finally fix the infrastructure here or bandaid till next storm?,2017-09-13,1,https://twitter.com/My3SonsFL/status/908110162736578561
,How does power go out after the storm? You guys cut the wrong wire? ,2017-09-11,1,https://twitter.com/MindTheGAAP04/status/907284657909235712
, what sucks is we didn't lose power till after the storm. Is that why we are last to get fixed?,2017-09-16,1,https://twitter.com/maxcap60/status/909046998191439872
,It took you a week to turn my power on in May 2006 when there was no storm. I had to rent another place for $350. Never reimbursed.,2017-09-13,1,https://twitter.com/greg_fann/status/908107506676768768
,Most definitely! That storm knocked out our power for 16 hours but the crews worked their butts of to take care of us. Thanks again!,2017-09-18,1,https://twitter.com/Beaker/status/909947950662643712
,"Per  : 3.6 mil out of 4.9 mil customers are w/o power. At height of storm, 4.2 impacted, crews made 600,000 fixes. #Irma",2017-09-11,1,https://twitter.com/juliegargotta/status/907265952026386432
,Crazy that U had just as long 2 prepare 4 this storm as we did & u never thought 2 test UR website/call center? #crisisprep #customerservice,2017-09-13,1,https://twitter.com/JamieBKinder/status/907959220838060032
,The storm last night caused some issues. Apartment complexes are generally fed in through separate lines.,2017-09-15,1,https://twitter.com/OUCreliableone/status/908708514075480064
,B.S. our outage was even before the storm when a transformer went out at 2 pm yesterday. Such crap. My one lung thanks you#oldassequipment.,2017-09-11,1,https://twitter.com/shoogerbombs/status/907398688049418241
,Because Duke Energy is so ill prepared for when someone sneezes let alone storm. Horrible infrastructure and management,2017-09-14,1,https://twitter.com/stpetemichael/status/908503776876793856
,"7 days after storm,can u tell me,when will you cut the tree hanging on my power line and blocking my back door?",2017-09-16,1,https://twitter.com/skilo1557/status/909122653377695744
,"If it was a storm knocking it out, I get that. But for your crew to come out and shut it down for 7 houses with no notice is bad by y'all.",2017-09-29,1,https://twitter.com/BudElliott3/status/913791158752555012
,"Im without power now longer than i was after Charlie, which was a worse storm. Yall dont ever sign up w ",2017-09-13,1,https://twitter.com/kvltvonnegut/status/908072999928168449
,BTW  was not prepared for a Cat 1-2 storm. They are not going to be ready for anything else. Let's end this monopoly.,2017-09-16,1,https://twitter.com/JuanG_Arango/status/909000481606905856
,get hit by a tropical storm and lose power for 7 days and counting i can't imagine how long i would've been w/o power if a category 5 came.,2017-09-16,1,https://twitter.com/AgustinBerlang7/status/909011715806973953
,You are obviously clueless we don't live in the Keyes therefore it was barely a cat 1. This storm was a joke to the eastern part of FL,2017-09-15,1,https://twitter.com/Bigg_Snuff/status/908756842452541440
, Pretty sad when a Cat 1 storm takes out most of Pinellas County power. Perhaps it's time to upgrade your infrastructure,2017-09-11,1,https://twitter.com/jjohnston08/status/907449500008140800
,Scattered Facebook reports of  not giving extensions on past due bills of storm evacuees. #FlaPol,2017-09-13,1,https://twitter.com/JimRosicaFL/status/907997260419665920
,"I've been without power since Saturday morning. I was out walking my dog. No storm and ""poof"".  is the worst. 4 days and count",2017-09-13,1,https://twitter.com/dr_fermi/status/907942914961166336
,"Assessment? The transformers right under my window blew this morning at 8, after the storm!! That's assessed now come fix it please.",2017-09-11,1,https://twitter.com/JenniferButche7/status/907429885152460800
,Dear  ...how unprepared were we for this storm? Coral Gables still waiting and now delaying restoration?,2017-09-16,1,https://twitter.com/c_ferriter/status/909137790323044352
,"The reason why this still doesn't exist yet is because of storm surge and other factors, look it up. (I don't have power either, btw.)",2017-09-13,1,https://twitter.com/lolrepeatlol/status/908028639501078528
,in the business. Right now I'm doing storm assessment for Flint EMC here in Ga. I did work Mathew for FPL and some of my coworkers are,2017-09-12,1,https://twitter.com/IamD36/status/907808157086486528
,"Transformers blow up every time there is a storm/heat wave in that block. Why don't they just replace it already?! Since Andrew, same BS",2017-09-12,1,https://twitter.com/HolaJMe/status/907645837899165696
,add  to the list..no internet for over a week...had 7 days to prepare and a week after the storm..still no service-unacceptable,2017-09-17,1,https://twitter.com/Fitzzi55/status/909451981609201664
," I would like to know if you have a crew working in center hill, Sumter today. Transformer went during storm",2017-09-16,1,https://twitter.com/Sea_Dragon_Rose/status/909078338324566018
, i love how after the storm we had power untill yesterday at noon. I guess it's not broke untill you fix it.,2017-09-13,1,https://twitter.com/OX_Bigly/status/907964151426949120
,".  : $3 billion for storm hardening didn't mean power wd stay on, but it enabled quicker service restoration  hrld.us/2xygVlB",2017-09-21,1,https://twitter.com/stein_katherine/status/910877241793482753
,I did! Less than 24 hours after a major storm. So much praise for these folks. The real MVPs.,2017-09-11,1,https://twitter.com/WaywardPlane/status/907407254487535617
,"Sorry you feel that way. I have spotty cell service, and am working on multiple storm requests.",2017-09-12,1,https://twitter.com/DE_LeeF/status/907586009327644672
,By Sunday for a time frame is ridiculous. That is 1 week after the storm hit. Where are all the companies that drive down to help???? 33837.,2017-09-13,1,https://twitter.com/marceelsmith/status/907926663496904704
," at the height of the storm there were 78,000 customers w/o power. As of 9am, that number has been reduced to 23,746. #lkld ",2017-09-13,1,https://twitter.com/lakelandgov/status/907961707292540928
,Fuck you people. Seeing an attorney this morning and I also hope the media chews you a new asshole. 6 days for a cat 2 storm? Pathetic.,2017-09-16,1,https://twitter.com/virtualmatrix/status/908934252116480000
,Not sure what that means. Can tell you have never lost power and only lost ATT after storm.  gives no updates like ,2017-09-14,1,https://twitter.com/bferguson73/status/908320939858956288
, what are you guys doing? I have seen 5 trucks drive around a cul-de-sac since the storm but no power. I'm done with Duke Energy.,2017-09-13,1,https://twitter.com/aoso520/status/907984172840611840
, I don't understand how a modern power grid gets so damaged in a cat 1/tropical storm winds... #itssohotoutside !!!,2017-09-13,1,https://twitter.com/georgeousGLP/status/908106636153245699
,have been on storm recovery over twenty years and I have to say this is the worst i have ever seen..no crews anywhere to be found,2017-09-16,1,https://twitter.com/aaronatkinson20/status/909096474855788545
,Why are your competitors in the Land O Lakes service area able to maintain power before and after the storm? Did you shut down the grid?,2017-09-11,1,https://twitter.com/xolcious/status/907400736383930368
,I had no power since last week Sunday around 2:00pm for no reason the storm wasn't even close to us all we had was some wind!,2017-09-17,1,https://twitter.com/_candyspize/status/909408214629912576
," Idea. Write down each outrage & storm. Keep record cat1-5, sub stations, fuses, lines down. When happens again look at the past",2017-09-12,1,https://twitter.com/redneckviews/status/907673524441112576
,I saw a helluva lot more during Wilma and that was an actual category 2 storm that directly hit us,2017-09-13,1,https://twitter.com/KarinGipps/status/907968861080875009
,"We need power! It’s been days since storm, yet others have it. FIX IT. Monopolized companies & lying to customers?! I smell your bs & a suit",2017-09-14,1,https://twitter.com/1SuperLoyal/status/908261608396398597
," If you have more customers than you are able to restore power to quickly after a storm, then you should not be servicing FL",2017-09-18,1,https://twitter.com/KerryLaneBarnes/status/909824149048176641
, Our neighborhood took the storm like a champ but even the slightest breeze and we lose power. Same wooden poles from 1998.,2017-09-12,1,https://twitter.com/My3SonsFL/status/907778757011890176
,But your storm prep plan to PSC you took care of this months ago!  ,2017-09-16,1,https://twitter.com/8BB8B8/status/909122185259823104
,"1) All they bragged about before the storm was spending 17mil on , parts and trees off lines. Why am I seeing all these pix of trees?",2017-09-12,1,https://twitter.com/DJ2779/status/907727432790224897
,"Why restore, why not give us a better infrastructure and avoid trying to look like a hero after every storm. Just as bad as in 1992 & 2005",2017-09-14,1,https://twitter.com/jklahrteam/status/908231287235891200
,Worst storm response ever.. Like a ghost town.. Meaning no crews anywhere in north or east lakeland..I have rode everywhere..pathetic,2017-09-16,1,https://twitter.com/aaronatkinson20/status/909066667803766785
,"  was so ill prepared for this storm they had to borrow 10,000 gallons of fuel from the Marion County School system",2017-09-17,1,https://twitter.com/BSsavvy/status/909581714242064384
, Im pretty sure everyone is working as hard as they can but this storm barely brushed us and we have to go days without power smh!,2017-09-11,1,https://twitter.com/JoeBugatti/status/907447151248244737
, maybe then I wouldn't loose power every time there's a bad rain storm. perfect example why monopolies shouldn't be allowed,2017-09-14,1,https://twitter.com/GregHal56433448/status/908342622598701057
,The worst thing about a storm hitting is the ish job that FPL does to restore power. Raise hikes always seem to go smoothly tho.,2017-09-13,1,https://twitter.com/yosoysterling9/status/908110428022206464
,"And what's trending on twitter you ask tropical storm Maria. Great, just great",2017-09-16,1,https://twitter.com/dellapasy/status/909203309709398021
, people in citrus lost power before the storm hit and now you say a county that has no damage is gonna get repaired on the 17,2017-09-12,1,https://twitter.com/Darrens74659195/status/907707549889298437
,"Tree-trimming crew from Tennessee here to ride out the storm and begin clean up efforts after #HurricaneIrma . Thanks, guys! ",2017-09-09,1,https://twitter.com/OUCreliableone/status/906534957643911173
,Haven't lost power at all thanks to all our lines being underground rode the storm well thanks ,2017-09-10,1,https://twitter.com/YDB34/status/907055858185629696
, has changed our storm ticket 3 times and has pushed us back to the very last minute when the entire streets around me have light,2017-09-15,1,https://twitter.com/smileylover3000/status/908841089842470912
,"Unreal,Flip the switch!!! It was working for 8 hours post storm and you shut it off. Yet power all around??? C'mon man",2017-09-12,1,https://twitter.com/S_Wolf67/status/907787029232209921
," Post storm, can we get an assessment to determine why our area is always last for restoration of services?",2017-09-12,1,https://twitter.com/MomThemanyo/status/907791233841598464
,Their electrical grid is outdated and convoluted hence the reason why tropical storm winds were able to knock out 90% of customers power,2017-09-15,1,https://twitter.com/dfreckleton/status/908892886854504449
,"Lol nah, I have a bunch of friends who work there and they're actually getting ready for right after the storm",2017-09-08,1,https://twitter.com/julienM135/status/906289633717358592
, we have been without power for 3 days in an area barely affected by the storm. Haven't seen any  trucks and no updates,2017-09-12,1,https://twitter.com/cccabrera10/status/907611461937221634
,Ok storm is over.  I know it's a lot of work but you guys can do it. Thanks in advance for working to restore our power.,2017-09-11,1,https://twitter.com/Bethmonique/status/907241196132737024
,"Where did the $ for a ""timely"" recovery after a storm go? Your ineptitude is just amazing. You need to leave Fl and let a pro serve us #fail",2017-09-16,1,https://twitter.com/LJSECU/status/908907336932233216
, seriously you knew this storm was coming. No power. Elderly babies and pets suffering,2017-09-14,1,https://twitter.com/JFraz1951/status/908296543370989568
,"2 crews later and still no light! My storm ticket has been ""in progress"" for over 24 hrs!",2017-09-15,1,https://twitter.com/Its_LidiBaybayy/status/908842964671188992
,"So you say, not seen the first truck in 3 days since the storm, wires are down in the street and in my own backyard there is a pole down.",2017-09-13,1,https://twitter.com/jalfman/status/907969133454688257
,"Storm teams worked today in North Fort Myers, Arcadia and Punta Gorda in support of FPL's restoration. #irmarecovery  ",2017-09-22,1,https://twitter.com/GulfPower/status/911324849670377473
,"86 yo on one side of me & 82 yo on the other. Neither in good health & no place to go. Come on FPL, maybe fix the street? Happens evy storm.",2017-09-14,1,https://twitter.com/RobinBorgognone/status/908435573282664448
,I though the news said that Duke was staging their trucks prior to the storm?? So why are they still in NC?? #DukeEnergyLeaderless,2017-09-12,1,https://twitter.com/Christo48734153/status/907689789981413383
,"Are you kidding me, we already lost power and storm is hundred miles away?! You guys are the worst utility in the state",2017-09-10,1,https://twitter.com/Jersey4lyfe46/status/906880092680355841
,They mean a huge clock was knocked to the ground during the storm and they have to work around it.,2017-09-14,1,https://twitter.com/jvrichey/status/908531754255908864
, Voter have to make this a key issue in our state its bad when  more dismay than the actual storm,2017-09-12,1,https://twitter.com/jarael82/status/907812829385969666
,Well I hope #FPL did not send its employees to fix our power lines during the storm that would be reckless and inconsiderate.,2017-09-11,1,https://twitter.com/JakubKudlacz/status/907398542628671488
,How about put my power back on so I can get back to normal life instead of sending me to a shelter when the storm is long gone,2017-09-16,1,https://twitter.com/Nuna82/status/909064988639326215
,Maybe you can get to Seminole Woods in Palm Coast have not seen 1 FPL truck since the storm ended.,2017-09-13,1,https://twitter.com/ConstantlyAmaz1/status/908047702751170560
,"Hi FX. We do not proactively turn off power. If you have an outage, it is likely due to the storm. Please call 407-423-9018 to report.",2017-09-11,1,https://twitter.com/OUCreliableone/status/907172021842345984
,"yo, someone at  pls lmk why my power shut off BEFORE the storm & has yet to come back on. we have an underground system. how? how.",2017-09-11,1,https://twitter.com/emmaodenweller/status/907418920344342528
,Maybe you should have prepared better before the storm rather than allow some areas to be 30+ years out of date!,2017-09-16,1,https://twitter.com/theonlyeggie/status/908930047431540736
," it's good to know that the trucks are safe in the parking lot. You know, where they've been since the storm ended. ",2017-09-12,1,https://twitter.com/kawaiirebel/status/907616087470215175
," you have handled this storm extremely poorly. When you don't share ""real"" info, people can't make good decisions ",2017-09-18,1,https://twitter.com/asdetwiler/status/909740319356473344
,8 days without power here. This was a major storm folks. Can't be too precise when estimating repairs with so many affected. 1,2017-09-18,1,https://twitter.com/rRichSarasota99/status/909916194341314560
,What does Cumbrian Lakes look like after the storm? We have a house there and haven't been able to get updated yet!!,2017-09-12,1,https://twitter.com/krissyx3333/status/907648623088979969
,BS!!! Day 4 no power and it wasn't even a bad storm !!! FPL sucks!!!,2017-09-12,1,https://twitter.com/szil75/status/907690524093665283
,"We've heard from  . The eye of the storm has passed, waiting for winds to subside before damage assesment starts. Staff all okay.",2017-09-10,1,https://twitter.com/FMPAnews/status/906917492328714240
,Didn't know Shoddycast was from FL :D Yeah.. power is still out here and haven't seen a single truck since the storm.,2017-09-14,1,https://twitter.com/BlvckMalSan/status/908211107738910721
,Now it's Sunday 11pm and still no electricity at my home. Sweating up a storm tonight. Sucks when there's no breeze and high humidity,2017-09-17,1,https://twitter.com/RobLeis/status/909613571641921536
,Historic storm with equal response effort and spoiled babies are acting like these things are fixed with a snap of a finger,2017-09-11,1,https://twitter.com/felixhern1231/status/907447201370136581
,"Why are we down after a tropical storm??? If the power grid can't handle a little wind, maybe you should invest in it, not CEO salaries!!!!",2017-09-11,1,https://twitter.com/TheManinRoomV/status/907341646962085888
,"Haven't had power since 9:35 pm last night, I thought crews weren't going to wait until after the storm?",2017-09-10,1,https://twitter.com/AlexRuiz_MIA/status/906925810183012353
,Spoke too soon. Stupid t-storm took out our power. Oh well. At least the dishes are washed & toilets flushed! #HurricaneIrma,2017-09-14,1,https://twitter.com/MeganFaustSCS/status/908520455342051328
, yesterday at 5pm 2 contractors in a storm response vehicle showed to map the issue. Can we get a line truck roll this AM please?,2017-09-17,1,https://twitter.com/Lokis_Mentor/status/909374794587672576
,It would be nice if FPL would actually have their trucks on the road hours after the storm passed,2017-09-11,1,https://twitter.com/QualityProdsFL/status/907160852893224960
,Why don't u just tell the fucking truth. The shit storm coming your way after 12am Tonite may not be as bad,2017-09-15,1,https://twitter.com/bsilva1182/status/908826048636362752
,Yeah nice words! But  needs to get their sh*t together. It was barely a cat 1 storm winds we got!,2017-09-16,1,https://twitter.com/rudimuss/status/909225993713438720
,Got my power back late on Friday thanks...now we have to wait for the next storm...3 out there now!!!,2017-09-17,1,https://twitter.com/sharclay/status/909457596884627456
,Heros. RT  : All KEYS Line &Electrical workers have decided to ride out storm in Key West to be ready to restore power after #Irma,2017-09-08,1,https://twitter.com/FMPAnews/status/906126288326414336
," your statement should read: teams in GA, few on ground in FL, had to wait out storm, late to the party, our bad. #stopthespin",2017-09-12,1,https://twitter.com/SLMiddlebrook/status/907481930328887296
,Keep working people! Awesome response on Irma! Best handled in my lifetime as Floridian & worst storm also! Gov.Scott & Trump ROCKED for FL,2017-09-19,1,https://twitter.com/ReneeHo83134204/status/910131640000811009
, just lost power in the 33134 zip code. Can't report it since original storm ticket still shows up. It was restored yesterday,2017-09-14,1,https://twitter.com/GerryFernandez8/status/908352488394371074
, better get it together! My grandma has been without power since Saturday before the storm started! ITS HOT in palmetto!,2017-09-12,1,https://twitter.com/_anailsa/status/907606667235397632
,Actions (or lack of) caused two utilities to clean up their storm recovery protocols. A lesson learned ,2017-09-17,1,https://twitter.com/dolreb/status/909451562887639040
,Still haven't seen  in FL announce plans to relocate ANY old overhead powerlines to underground? Keep repairing every storm #fail,2017-09-22,1,https://twitter.com/FL_Prepper/status/911230203699056640
,Nor did I say I was. However they failed to prepare for a small storm. What if this was a Cat 5. This shouldn't have knockout millions.,2017-09-12,1,https://twitter.com/TheManinRoomV/status/907654887479136256
,"The storm team brought an EZ Hauler - a portable bucket truck used for backlot lines, when a bucket truck can't. #irmarecovery  ",2017-09-21,1,https://twitter.com/GulfPower/status/910971948888465415
,I am with you. Our hot water heater died after the storm and cold showers sure set off bad moods!,2017-09-16,1,https://twitter.com/davidjkelly/status/909244113127723008
,Hope it's not much longer in Palm Bay...I was out for 13 days once after a storm so I know it sucks!!!,2017-09-12,1,https://twitter.com/Granjacke901/status/907718875248304130
,Here's the latest updates from  re: storm response in the Carolinas  bit.ly/2eRty0H #safety #Irma,2017-09-11,1,https://twitter.com/DE_GraceR/status/907381446163275776
," mobilizes workers against #HurricaneIrma , starts 24-hour storm watchL  hubs.ly/H08yKNq0 #BCDR #BusinessContinuity",2017-09-06,1,https://twitter.com/MADICORP/status/905421234724319232
,"Thanks for restoring my power so quickly! I can see the improvements since Willma. You guys had the crew in FL before the storm hit, thanks!",2017-09-16,1,https://twitter.com/jw019/status/909192745461444608
,"Irma spared my house and neighborhood. Thanks to  , the heat/humidity may ruin my possessions/equipment. You. Not the storm.",2017-09-12,1,https://twitter.com/MarcFi/status/907750570517286912
,No it wasn't. It had most outages for u but that shouldn't be our problem that you can't handle what is required after a storm.,2017-09-16,1,https://twitter.com/KerryLaneBarnes/status/909041935939248128
,Since the storm hit he has been home everyday and he's home right now! WTF Duke? Why is he not out working?,2017-09-12,1,https://twitter.com/bladesout2011/status/907715946038657024
,"Actually they are. We consistently lose power with the slightest hint of a storm in my neighborhood. 2 yrs, they never fixed the problem.",2017-09-15,1,https://twitter.com/justpaladone/status/908876230006595584
,You all don't have any other back or plan you can share so folks have an idea? We lost power in Apopka before the storm. Why???,2017-09-11,1,https://twitter.com/sassygill/status/907308904379502597
, the automated outage notification by phone is still not working & storm rolled in. Power is out. No customer can report.,2017-09-14,1,https://twitter.com/BillMooreORL/status/908490667978035200
,Please make safety your first priority after the storm has passed. Here are some basic tips that will keep you safe while the power is out:,2017-09-08,1,https://twitter.com/CityCoralGables/status/906240466617806848
,Shocked about heavy traffic on an outage site  lol.You knew this storm was coming. Shameful.,2017-09-12,1,https://twitter.com/AllDayINC123/status/907676266588930048
,Some solar panels and my storm surcharge money back basically haha. I appreciate it though,2017-09-22,1,https://twitter.com/RequiemSlaps/status/911372375396057090
,either way it's way too many ppl for such a relatively small storm,2017-09-12,1,https://twitter.com/viviantphd/status/907669167033262080
,Where??? Haven't seen any. Night 4 without power. Well before the storm made landfall in south FL,2017-09-12,1,https://twitter.com/NestoMartinez/status/907455982774648834
,I can bet you the next storm you will have no electricity...drive around neighborhoods throughout the year no st lights,2017-09-15,1,https://twitter.com/EdmandsLancraft/status/908848764533837824
