username|date|retweets|favorites|text|is_retweet|ID|permalink|address|latitude|longitude|latlongerr
CNN|2017-09-07 15:17:33|59|128|Florida Gov. Rick Scott talks about the threat from Hurricane #Irma . Watch CNN:  http://CNN.it/go   pic.twitter.com/L5Ua5ZqZ7E|false|905872687603568641|/CNN/status/905872687603568641||||
CNN|2017-09-07 18:25:46|233|334|As #Irma  moves toward the US, we look back at some of the most devastating storms to form over the Atlantic  http://cnn.it/2xa6XXC   pic.twitter.com/Xuqa2pRXSR|false|905920054361026560|/CNN/status/905920054361026560||||
CNN|2017-09-03 15:53:46|209|278|Where will Hurricane  Irma  go? Nobody knows  http://cnn.it/2vWlZvD   pic.twitter.com/6D014hjbkA|false|904432250590253056|/CNN/status/904432250590253056||||
CNN|2017-09-08 21:45:11|150|241|Miami Beach Mayor Philip Levine to residents: Why take the chance? Evacuate.  http://cnn.it/2eMOrKz    #Irma   http://cnn.it/2f9TSDK  |false|906332626088275969|/CNN/status/906332626088275969||||
CNN|2017-10-08 07:30:10|238|316|Florida nursing home where a dozen patients died after Hurricane  Irma  has closed and laid off its 245 employees  http://cnn.it/2fTGwLV   pic.twitter.com/p4alwPo0Up|false|916989089282392064|/CNN/status/916989089282392064||||
CNN|2017-09-11 06:31:08|511|1230|Manatees were rescued after being stranded near Sarasota as  Irma  sucked up water from bays along the Florida coast  http://cnn.it/2fds1m0   pic.twitter.com/keoGUklFxS|false|907189760636137472|/CNN/status/907189760636137472||||
CNN|2017-09-09 22:35:02|199|265|Nearly 65% of Florida stations are out of gas in some areas as Hurricane  Irma  nears  http://cnn.it/2gTISdY   pic.twitter.com/k4TVYFrGTq|false|906707557661716480|/CNN/status/906707557661716480||||
CNN|2017-09-12 19:49:05|102|155|Florida resident returns to find his house "buried like a jungle" after Hurricane  Irma   http://cnn.it/2gZzUPV   http://snpy.tv/2jn6ImR  |false|907752959152230401|/CNN/status/907752959152230401||||
CNN|2017-09-06 19:35:35|1048|671|Hurricane  Irma  destroyed "upwards of 90%" of Barbuda, official tells local media  http://cnn.it/2w9h3nq   pic.twitter.com/OD7MwqbHuj|false|905575235868614657|/CNN/status/905575235868614657||||
CNN|2017-09-07 14:44:38|147|158|'Miami and the Keys are #Irma ''s targets in latest European model  http://cnn.it/2xQeSq7   pic.twitter.com/fmj8wquvtj'|false|905864402854871040|/CNN/status/905864402854871040||||
CNN|2017-09-09 10:00:20|86|195|Here’s what Florida’s major amusement parks are doing to prepare for Hurricane  Irma   http://cnn.it/2f9CBuw   pic.twitter.com/dXq937629s|false|906517631456378882|/CNN/status/906517631456378882||||
CNN|2017-09-08 20:54:55|206|257|The tiny Caribbean island of Barbuda was demolished by Hurricane  Irma . Now, it’s bracing for a second major storm.  http://cnn.it/2xbUq5L   pic.twitter.com/Q8vE4oLlMY|false|906319976822435840|/CNN/status/906319976822435840||||
CNN|2017-09-12 08:01:06|399|435|10,000 people who rode out Hurricane  Irma  in the Florida Keys may require evacuation  http://cnn.it/2h1pprB   pic.twitter.com/P2QeZllNr5|false|907574788822126592|/CNN/status/907574788822126592||||
CNN|2017-09-06 20:14:16|378|223|Antigua & Barbuda PM on Hurricane #Irma  damage: "Heart-wrenching ... absolutely devastating"  http://cnn.it/2w8Mj61   http://snpy.tv/2wKnrUa  |false|905584968918806528|/CNN/status/905584968918806528||||
CNN|2017-09-07 21:29:33|71|135|'See how Miami''s growth since 1992 led to thousands of new homes sitting in #Irma ''s path  http://cnn.it/2j7jqpz   pic.twitter.com/IkHbvTi57g'|false|905966302111703040|/CNN/status/905966302111703040||||
CNN|2017-09-12 01:15:03|254|260|A FL Pizza Hut manager threatened to punish employees who missed shifts by evacuating too early for Hurricane  Irma   http://cnn.it/2f0zS9N  |false|907472602133925888|/CNN/status/907472602133925888||||
CNN|2017-09-07 16:44:19|7026|7083|'It''s official: No storm on record, anywhere on the globe, has maintained winds 185mph or above for as long as #Irma   http://cnn.it/2xQFpU6   pic.twitter.com/X8ENs0TCxM'|false|905894524387512321|/CNN/status/905894524387512321||||
CNN|2017-09-11 15:46:23|129|313|Florida Gov. Rick Scott on surveying the damage from  Irma : “It’s not as bad as we thought the storm surge would do.”  http://snpy.tv/2vQ7F8U  |false|907329492980523008|/CNN/status/907329492980523008||||
CNN|2017-09-04 00:40:07|257|365|After forecasters struggle to catch their breaths after Harvey, Category 3 Hurricane  Irma  is heading west  http://cnn.it/2vXKvwv  |false|904564709705342976|/CNN/status/904564709705342976||||
CNN|2017-09-07 02:11:04|315|287|"Barbuda right now is literally a rubble" after #Irma , Antigua and Barbuda PM Gaston Browne told an interviewer  http://cnn.it/2gJkdbY   pic.twitter.com/kCihtHUrSN|false|905674763225444352|/CNN/status/905674763225444352||||
CNN|2017-09-06 20:01:09|271|337|'Key West Mayor Craig Cates on #Irma : We''ve never seen anything like this, "we''re worried but we''re preparing for it"  http://cnn.it/2gI1sFG  '|false|905581669368950784|/CNN/status/905581669368950784||||
CNN|2017-09-08 18:19:43|58|149|'Irma  evacuees flee with what''s most precious: Their lives  http://cnn.it/2gScZWG   pic.twitter.com/a45QvVI2Vl'|false|906280916678475776|/CNN/status/906280916678475776||||
CNN|2017-09-11 16:19:52|165|249|This is the destruction  Irma  left behind in Florida  http://cnn.it/2feGcYd   pic.twitter.com/KeA8Q604Pv|false|907337919383384065|/CNN/status/907337919383384065||||
CNN|2017-09-08 13:48:32|752|595|'Irma ''s tropical-storm-force winds cover an area of 70,000 sq. miles. That''s larger than the entire area of Florida.  http://cnn.it/2ja2ejd   pic.twitter.com/Ekey8dMKrV'|false|906212674945634304|/CNN/status/906212674945634304||||
CNN|2017-09-11 22:31:44|92|173|'CNN''s @RosaFlores  got a bird''s-eye view of devastation on the Florida Keys after Hurricane  Irma   http://snpy.tv/2jjoOWF  '|false|907431504245956608|/CNN/status/907431504245956608||||
CNN|2017-09-12 21:56:47|154|282|'"It''s all gone." This man lost his Vilano Beach, Florida, home after hits from Hurricane Matthew and Hurricane  Irma   http://snpy.tv/2wolaw1  '|false|907785097000108032|/CNN/status/907785097000108032||||
CNN|2017-09-17 12:00:14|652|1063|Yes, climate change made Harvey and  Irma  worse  http://cnn.it/2hb7pyY   pic.twitter.com/HOyyojozVT|false|909446910192291846|/CNN/status/909446910192291846||||
CNN|2017-10-25 17:52:32|384|363|'A surveillance camera allegedly caught a sheriff''s deputy stealing from a dying man''s empty home amid Hurricane  Irma   http://cnn.it/2zNfn69   pic.twitter.com/fefKAT24IK'|false|923306305711992832|/CNN/status/923306305711992832||||
CNN|2017-09-13 08:38:06|111|436|'A young doctor talked a frantic father through delivering his baby''s placenta during  Irma   http://cnn.it/2wZ3SYc   pic.twitter.com/iVMbQeFTE8'|false|907946490282364931|/CNN/status/907946490282364931||||
CNN|2017-09-06 16:01:12|152|196|Florida preps for mass evacuations ahead of #Irma  while bracing for the possibility of extensive gridlock  http://cnn.it/2eGDwBL   pic.twitter.com/6jo2QmQ0Tl|false|905521283110227968|/CNN/status/905521283110227968||||
CNN|2017-09-06 02:45:06|450|453|Eye of Hurricane  Irma , a Cat. 5 storm packing winds of up to 185 mph, passes over the Caribbean island of Barbuda  http://cnn.it/2wEZBe5   pic.twitter.com/TiiIBYoFji|false|905320940283801600|/CNN/status/905320940283801600||||
CNN|2017-09-09 05:31:04|47|86|'Here''s a day-by-day look at Hurricane #Irma ''s path ahead  http://cnn.it/2wP2ObQ   pic.twitter.com/h9clgiRFJR'|false|906449868994080768|/CNN/status/906449868994080768||||
CNN|2017-09-07 09:00:38|120|171|Live updates on Hurricane #Irma  and what you need to know:  http://cnn.it/2gKnPdK   pic.twitter.com/J37MeUH71Q|false|905777834374963200|/CNN/status/905777834374963200||||
CNN|2017-09-09 07:00:18|69|86|Follow Hurricane #Irma ’s path on @CNNWeather ’s storm tracker http://cnn.it/2wNo2Xj  |false|906472327549997057|/CNN/status/906472327549997057||||
CNN|2017-09-07 17:30:25|4798|4189|'It''s official: No storm on record, anywhere on the globe, has maintained winds 185mph or above for as long as #Irma   http://cnn.it/2eKptLB   pic.twitter.com/4cvJXDbNud'|false|905906123559108608|/CNN/status/905906123559108608||||
CNN|2017-09-11 10:42:24|353|608|Drone footage shows a nearly deserted Miami Beach one day after #Irma   http://cnn.it/2vZK2Pv   pic.twitter.com/oHvPlP6s7Z|false|907252995930431488|/CNN/status/907252995930431488||||
CNN|2017-09-13 01:31:03|54|124|Anxious residents begin returning to the battered Florida Keys after  Irma   http://cnn.it/2w78jDe   pic.twitter.com/VL5IcwEyho|false|907839018049708032|/CNN/status/907839018049708032||||
CNN|2017-09-08 06:43:19|59|139|'See how Miami''s growth since 1992 led to thousands of new homes sitting in #Irma ''s path  http://cnn.it/2eRiJ2r   pic.twitter.com/m7fpq5PAOL'|false|906105665114038274|/CNN/status/906105665114038274||||
CNN|2017-09-05 06:16:04|204|191|Hurricane  Irma , which is now a Category 4 storm, is expected to hit the Caribbean and possibly US mainland this week  http://cnn.it/2eAyJSH   pic.twitter.com/hdCizilrWM|false|905011640676036608|/CNN/status/905011640676036608||||
CNN|2017-09-08 04:28:04|395|351|'Hurricane  Irma  could ''catastrophically devastate'' Florida, governor warns  http://cnn.it/2f8vSAS   pic.twitter.com/UHhpi2EFze'|false|906071625983983616|/CNN/status/906071625983983616||||
CNN|2017-09-16 12:20:09|106|265|Life is slowly beginning to come back in the Florida Keys, a week after  Irma  made landfall  http://cnn.it/2y5dcsY   http://snpy.tv/2wxqPjj  |false|909089535199297536|/CNN/status/909089535199297536||||
CNN|2017-09-16 02:46:07|49|163|Florida drivers are having a much easier time finding fuel in the wake of Hurricane  Irma   http://cnn.it/2h9mWPP   pic.twitter.com/oM14KGMVFz|false|908945072430960641|/CNN/status/908945072430960641||||
CNN|2017-10-29 20:16:02|94|172|The devastation from Hurricanes Harvey,  Irma  and Maria dealt a big blow to corporate America  http://cnn.it/2zP0v6i   pic.twitter.com/mXw7NCi5LM|false|924791971633356800|/CNN/status/924791971633356800||||
CNN|2017-09-07 16:26:28|251|493|'"This isn''t our first rodeo." Here''s a look at Zoo Miami''s plan to protect its animals  http://cnn.it/2ePceNp    #Irma   http://cnn.it/2j7axfF  '|false|905890030929006593|/CNN/status/905890030929006593||||
CNN|2017-10-09 22:46:01|194|193|'Two more former residents of a Florida nursing home have died after Hurricane  Irma  knocked out the facility''s A/C  http://cnn.it/2xtyKDG  '|false|917581959974531072|/CNN/status/917581959974531072||||
CNN|2017-09-12 10:12:21|197|498|The first commercial flights since Hurricane  Irma  are landing across Florida  http://cnn.it/2h1IQ3D   pic.twitter.com/zvZL7XMksa|false|907607820547260417|/CNN/status/907607820547260417||||
CNN|2017-09-08 19:49:04|517|614|'Florida Gov. Rick Scott urges people to evacuate from path of Hurricane #Irma : "When this hits, we can''t save you"  http://cnn.it/2xcoezr  '|false|906303404397486080|/CNN/status/906303404397486080||||
CNN|2017-09-09 19:09:24|200|247|In Hurricane #Irma ’s path with a weak phone connection? Stay up to date with the text-only version of our website  http://lite.cnn.io  |false|906655810612232193|/CNN/status/906655810612232193||||
CNN|2017-09-06 19:55:36|273|682|Walmart is relocating water from distribution centers across the US to help restock Florida stores. Meanwhile:  http://cnn.it/2wHJyMy    #Irma   pic.twitter.com/hZ9BaOACuy|false|905580270719520768|/CNN/status/905580270719520768||||
CNN|2017-09-10 00:05:05|244|283|Florida Power & Light Company: Over 196,000 people are without power Saturday evening as #Irma  approaches Florida  http://cnn.it/2wQm4pc   pic.twitter.com/mSjBuRZNV8|false|906730221604409344|/CNN/status/906730221604409344||||
CNN|2017-09-12 13:00:10|132|342|28 years ago, Hurricane Hugo washed this iconic boat ashore. And Hurricane  Irma  just washed it away  http://cnn.it/2f22KP1   pic.twitter.com/gsOz9pCnTJ|false|907650053195563008|/CNN/status/907650053195563008||||
CNN|2017-09-27 03:01:04|72|144|3 storms, 3 responses: Comparing the recovery efforts after Harvey,  Irma  and Maria  http://cnn.it/2y7tOED   pic.twitter.com/mtplpOBNgl|false|912935101151014914|/CNN/status/912935101151014914||||
CNN|2017-10-05 15:58:38|53|82|The number of jobs created in September is expected to dip sharply, primarily because of Hurricanes Harvey and  Irma   http://cnn.it/2fNNiTy   pic.twitter.com/ugcqyMA8y7|false|916029885642047489|/CNN/status/916029885642047489||||
CNN|2017-09-12 07:19:02|70|134|5 things for Tuesday:__NEWLINE____NEWLINE__-  Irma  latest__NEWLINE__- Florida Keys__NEWLINE__- Florida peninsula__NEWLINE__- Georgia and South Carolina__NEWLINE__- The Caribbean__NEWLINE__ http://cnn.it/2fg3gG9   pic.twitter.com/Mh6MhyZ85C|false|907564201924849665|/CNN/status/907564201924849665||||
CNN|2017-09-09 17:48:36|298|333|In the path of Hurricane #Irma ? Here’s what to do before the storm arrives:  http://cnn.it/2vWBl8w   pic.twitter.com/F3wEfggjBF|false|906635475229736964|/CNN/status/906635475229736964||||
CNN|2017-09-12 21:48:30|92|353|.@kennychesney  on St. John rebuilding after  Irma : "The heart and the spirit of that island is very resilient"  http://cnn.it/2h2FqgP  |false|907783011692924929|/CNN/status/907783011692924929||||
CNN|2017-09-09 03:46:06|136|285|'Hurricane #Irma  offers a first real test of Florida''s post-Andrew emergency plan  http://cnn.it/2xk1wWN   pic.twitter.com/BgPmTZiP6R'|false|906423453871419392|/CNN/status/906423453871419392||||
CNN|2017-09-08 13:50:13|70|139|The White House is holding a briefing as Hurricane  Irma  closes in on Florida. Watch on CNN:  http://CNN.it/go   pic.twitter.com/FFmeNDsO2g|false|906213097660063744|/CNN/status/906213097660063744||||
CNN|2017-09-09 03:30:09|271|255|Here’s what you should do once Hurricane #Irma  arrives  http://cnn.it/2eLSo1N   pic.twitter.com/L3WoGXHeXF|false|906419438513246209|/CNN/status/906419438513246209||||
CNN|2017-09-06 08:09:50|211|230|Hurricane  Irma  is packing 185 mph winds, making it one of the most powerful Atlantic storms. Track its path, here:  http://www. cnn.com/interactive/st orm-tracker/   … pic.twitter.com/W6DUkAtYwG|false|905402660404305920|/CNN/status/905402660404305920||||
CNN|2017-09-12 06:34:44|172|176|As  Irma  weakens, electricity is out for almost 8 million customers in five states, including nearly 60% of Florida  http://cnn.it/2feJ7QC   pic.twitter.com/Svthp9Hlba|false|907553055327113216|/CNN/status/907553055327113216||||
CNN|2017-09-10 04:00:22|335|447|While Florida is bracing for #Irma , the Caribbean is picking up the pieces  http://cnn.it/2xiCyXX   pic.twitter.com/ILJVXcvFj1|false|906789432640106496|/CNN/status/906789432640106496||||
CNN|2017-09-10 02:45:56|1746|1652|This video footage shot from a drone shows the devastation on the island of Tortola, British Virgin Islands, from Hurricane #Irma   pic.twitter.com/4yQgpiyFjJ|false|906770700672827392|/CNN/status/906770700672827392||||
CNN|2017-09-07 22:30:25|2140|5437|After a store in Orlando ran out of generators ahead of #Irma , a stranger came to the aid of a woman who needed one  http://www. cnn.com/2017/09/07/us/ hurricane-irma-florida-latest/?lf-content=212298954:lb-post-75f6a245eb0a4173b879d1d34c66ef1a@livefyre.com&hubRefSrc=permalink&sr=twCNN090717hurricane-irma-florida-latest1027PMStoryVideo   … pic.twitter.com/02kPKF9UCP|false|905981622264233984|/CNN/status/905981622264233984||||
CNN|2017-09-11 16:41:27|281|371|Charleston mayor tells residents to stay put until the storm passes, as flash flood warnings have been issued. #Irma   http://snpy.tv/2wlRpvO  |false|907343353024581633|/CNN/status/907343353024581633||||
CNN|2017-09-12 10:38:16|313|321|Satellite images show how Hurricane  Irma  devastated parts of the Caribbean  http://cnn.it/2wUPmmy   pic.twitter.com/poZjpjldtZ|false|907614340936806400|/CNN/status/907614340936806400||||
CNN|2017-09-07 04:57:21|295|238|Hurricane  Irma  leaves at least nine people dead in Caribbean islands as Florida awaits storm  http://cnn.it/2wa02cS   pic.twitter.com/pISULiYraS|false|905716606684332033|/CNN/status/905716606684332033||||
CNN|2017-09-08 05:49:47|337|402|Hurricane  Irma  downgraded to category 4 -- but officials warn it remains strong, with sustained max winds of 155mph  http://cnn.it/2xb2MKT   pic.twitter.com/upH5pVzUAF|false|906092192409804801|/CNN/status/906092192409804801||||
CNN|2017-09-09 12:33:23|395|582|This was @CNN_Oppmann ’s view of Hurricane #Irma  as it lashed Caibarién, Cuba, before heading toward Florida  http://cnn.it/2wRdsMA   pic.twitter.com/4vauNfJqEU|false|906556149486538752|/CNN/status/906556149486538752||||
CNN|2017-09-07 15:40:43|128|172|Some have been waiting in line for several hours to get sandbags ahead of Hurricane #Irma   http://cnn.it/2ePbjwF   http://snpy.tv/2gLDBVI  |false|905878515353915392|/CNN/status/905878515353915392||||
CNN|2017-09-14 08:20:16|75|141|'He made it through Harvey; his 2nd home was in  Irma ''s path. How this Texan is using social media to help the Keys:  http://cnn.it/2xBfSCk   pic.twitter.com/ZD6BBnK8d0'|false|908304387600154625|/CNN/status/908304387600154625||||
CNN|2017-09-08 00:46:02|168|426|In the face of threat posed by Hurricane #Irma , people across the US started opening their homes to help evacuees  http://cnn.it/2xTh8xK  |false|906015750048980992|/CNN/status/906015750048980992||||
CNN|2017-09-09 08:00:19|308|296|In the path of Hurricane #Irma ? Here’s what to do before the storm arrives.  http://cnn.it/2xbDpZE   pic.twitter.com/mv5SJFNeHM|false|906487427824541696|/CNN/status/906487427824541696||||
CNN|2017-09-06 08:00:25|549|663|This video captured by the International Space Station shows the view of Hurricane  Irma  from space  http://cnn.it/2wFrfra   pic.twitter.com/YYA9WeRiVp|false|905400291524304896|/CNN/status/905400291524304896||||
CNN|2017-09-06 09:32:08|318|311|City of Miami warns to watch out for construction cranes, built to withstand 145 mph winds. #Irma ’s are 185 mph  http://cnn.it/2wGdl8r   pic.twitter.com/4Ko3fRcISv|false|905423371898322944|/CNN/status/905423371898322944||||
CNN|2017-10-13 20:11:46|112|459|This 9-year-old is raising funds for Hurricane  Irma  relief after her effort to help Matthew survivors last year  http://cnn.it/2yJch5Q   pic.twitter.com/MPCki5QSYr|false|918992689999368192|/CNN/status/918992689999368192||||
CNN|2017-09-11 16:38:20|91|117|'Atlanta Hartsfield-Jackson Intl. Airport, world''s busiest airport, hit with extended rain and high winds from  Irma   http://cnn.it/2wTehHq  '|false|907342570128375808|/CNN/status/907342570128375808||||
CNN|2017-09-10 05:11:03|122|113|The National Weather Service Key West estimates #Irma  is likely to strike the Lower Florida Keys around sunrise  http://cnn.it/2vXlaYs   pic.twitter.com/I1Xu78pHps|false|906807221266386944|/CNN/status/906807221266386944||||
CNN|2017-09-12 02:01:02|123|197|Hurricanes  Irma  and Harvey combined could be just as expensive as Hurricane Katrina, according to a new estimate  http://cnn.it/2jjVAXT   pic.twitter.com/nkVaksp3NJ|false|907484177221738496|/CNN/status/907484177221738496||||
CNN|2017-09-15 17:19:55|89|172|Hurricanes  Irma  and Harvey have racked up billions in damages. Who pays?  http://cnn.it/2x51dfC   pic.twitter.com/qhMPAd0fpm|false|908802583657140226|/CNN/status/908802583657140226||||
CNN|2017-09-08 09:44:11|71|127|Florida Gov. Rick Scott is speaking about latest preparations for Hurricane  Irma . Watch:  http://CNN.it/go   pic.twitter.com/YcCPIM9OYr|false|906151179838603265|/CNN/status/906151179838603265||||
CNN|2017-09-21 13:45:26|108|138|A 10th death has been reported after a Florida nursing home was left without A/C due to Hurricane  Irma   http://cnn.it/2hlWUVT   pic.twitter.com/xsCmpcAJ1s|false|910922935938019328|/CNN/status/910922935938019328||||
CNN|2017-09-06 17:49:55|118|184|The Florida citrus industry was already in big trouble, and experts worry Hurricane #Irma  could be the final straw  http://cnn.it/2w8BLUl   pic.twitter.com/hg7eW1loYm|false|905548643700277254|/CNN/status/905548643700277254||||
CNN|2017-09-05 23:10:26|1436|1661|This video captured by the International Space Station shows the view of Hurricane  Irma  from space  http://cnn.it/2wEsC9N   pic.twitter.com/Rh60hSBmNC|false|905266916587163648|/CNN/status/905266916587163648||||
CNN|2017-09-08 19:35:47|66|201|'President Trump''s Mar-a-Lago estate in Palm Beach, Florida, closes ahead of Hurricane  Irma   http://cnn.it/2gTtHFj   pic.twitter.com/GVXtBizy8b'|false|906300062875123712|/CNN/status/906300062875123712||||
CNN|2017-09-11 05:43:23|216|335|Latest updates on Hurricane  Irma , which is weakening as it moves over the western Florida peninsula:  http://cnn.it/2xpjjfe   pic.twitter.com/nmHHTnMRYp|false|907177743628095488|/CNN/status/907177743628095488||||
CNN|2017-09-10 18:29:34|266|273|NOAA tide gauge in Naples, Florida, measures water levels up 7 feet in last 90 minutes  http://cnn.it/2wRmLil    #Irma   http://snpy.tv/2jeC3YJ  |false|907008173231538176|/CNN/status/907008173231538176||||
