username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,FixedSpaceIssues
simonewilliams3,2018-01-30 22:36,0,0,"Unity, Voice, And Power: To My Immigrant Brothers and Sisters http:// unityvoiceandpower.blogspot.com/2015/07/to-my- immigrant-brothers-and-sisters.html?spref=tw … #DACA @TelemundoUY @TelemundoNews @Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews",,@TelemundoUY @TelemundoNews @Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews,#DACA,958544420361601025,https://twitter.com/simonewilliams3/status/958544420361601025,"Unity, Voice, And Power: To My Immigrant Brothers and Sisters https://unityvoiceandpower.blogspot.com/2015/07/to-my- immigrant-brothers-and-sisters.html?spref=tw … #DACA @TelemundoUY @TelemundoNews @Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews"
simonewilliams3,2018-01-30 22:28,0,0,"Unity, Voice, And Power: What Really Makes USA Great? http:// unityvoiceandpower.blogspot.com/2016/01/what-r eally-makes-usa-great.html?spref=tw … @Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews #DACA",,@Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews,#DACA,958542561689395202,https://twitter.com/simonewilliams3/status/958542561689395202,"Unity, Voice, And Power: What Really Makes USA Great? https://unityvoiceandpower.blogspot.com/2016/01/what-r eally-makes-usa-great.html?spref=tw … @Telemundo @TelemundoCHI @TelemundoORL @TLMDPR @TELEMUNDO52 @TelemundoAZ @UnivisionAZ @WVEN_WVEA @unichicago @UnivisionNews #DACA"
jaimejaime17331,2018-01-11 01:46,0,0,@WVEN_WVEA call me 7872317825,,@WVEN_WVEA,,951344427079028736,https://twitter.com/jaimejaime17331/status/951344427079028736,@WVEN_WVEA call me 7872317825
carmenjotaq,2017-12-04 17:58,0,0,@WVEN_WVEA en el area de Metrowest la TV univision no tiene audio,,@WVEN_WVEA,,937818469164376064,https://twitter.com/carmenjotaq/status/937818469164376064,@WVEN_WVEA en el area de Metrowest la TV univision no tiene audio
carmenjotaq,2017-12-04 17:57,0,0,@WVEN_WVEA que pasa en el area de Metrowest? La TV no tiene audio,,@WVEN_WVEA,,937818203350294528,https://twitter.com/carmenjotaq/status/937818203350294528,@WVEN_WVEA que pasa en el area de Metrowest? La TV no tiene audio
pmdjo,2017-11-29 10:49,0,0,@KathysBeauties ^^^,,@KathysBeauties,,935898426025431041,https://twitter.com/pmdjo/status/935898426025431041,@KathysBeauties ^^^
juaneugeniohm,2017-11-29 10:18,0,0,Ex-Gobernador de Puerto Rico hace llamado urgente a la diáspora Puertorriqueña en Orlando @prensafl @El_Sentinel @orlandosentinel @TNAmanecer @TelemundoORL @WVEN_WVEA @Infomastv @rumba1003 @Salsa981orlando pic.twitter.com/q5mukdNHEl,,@prensafl @El_Sentinel @orlandosentinel @TNAmanecer @TelemundoORL @WVEN_WVEA @Infomastv @rumba1003 @Salsa981orlando,,935890809408409601,https://twitter.com/juaneugeniohm/status/935890809408409601,Ex-Gobernador de Puerto Rico hace llamado urgente a la diáspora Puertorriqueña en Orlando @prensafl @El_Sentinel @orlandosentinel @TNAmanecer @TelemundoORL @WVEN_WVEA @Infomastv @rumba1003 @Salsa981orlando pic.twitter.com/q5mukdNHEl
USCISMediaFLA,2017-11-08 09:13,3,7,Celebrate #VeteransDay2017 #Orlando on FRI NOV 10 at 6 pm @theorlandoeye as we make 18 #newUScitizens including 3 veterans. @WFTV @WVEN_WVEA @TelemundoORL @WESH @orlandosentinel pic.twitter.com/6MPGM4aNkl,,@theorlandoeye @WFTV @WVEN_WVEA @TelemundoORL @WESH @orlandosentinel,#VeteransDay2017 #Orlando #newUScitizens,928264290410274816,https://twitter.com/USCISMediaFLA/status/928264290410274816,Celebrate #VeteransDay2017 #Orlando on FRI NOV 10 at 6 pm @theorlandoeye as we make 18 #newUScitizens including 3 veterans. @WFTV @WVEN_WVEA @TelemundoORL @WESH @orlandosentinel pic.twitter.com/6MPGM4aNkl
vivaldisenate,2017-10-16 20:32,0,0,Triste cuando gente tiene una agenda política @PuertoRico51st @WVEN_WVEA @prensafl @TelemundoORL https:// twitter.com/luisriveramari n/status/920065911280820225 …,,@PuertoRico51st @WVEN_WVEA @prensafl @TelemundoORL,,920085122094903296,https://twitter.com/vivaldisenate/status/920085122094903296,Triste cuando gente tiene una agenda política @PuertoRico51st @WVEN_WVEA @prensafl @TelemundoORL https://twitter.com/luisriveramari n/status/920065911280820225 …
vivaldisenate,2017-10-12 12:04,0,0,@realDonaldTrump @Fox35News @WFTV @PuertoRico51st @MyNews13 @WVEN_WVEA @TelemundoORL @RNCLatinos @SharylAttkisson pic.twitter.com/X40BOM00CC,,@realDonaldTrump @Fox35News @WFTV @PuertoRico51st @MyNews13 @WVEN_WVEA @TelemundoORL @RNCLatinos @SharylAttkisson,,918507653596434437,https://twitter.com/vivaldisenate/status/918507653596434437,@realDonaldTrump @Fox35News @WFTV @PuertoRico51st @MyNews13 @WVEN_WVEA @TelemundoORL @RNCLatinos @SharylAttkisson pic.twitter.com/X40BOM00CC
