username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,FixedSpaceIssues
riggsby_linda,2018-02-04 07:35,0,2,Happy Sunday to all ! Always watching the show ! Have Super Sunday !,,,,960129636947644416,https://twitter.com/riggsby_linda/status/960129636947644416,Happy Sunday to all ! Always watching the show ! Have Super Sunday !
ksumn04,2018-02-04 07:15,0,0,You're still the best!! Miss you here in Boston!,,,,960124597810155520,https://twitter.com/ksumn04/status/960124597810155520,You're still the best!! Miss you here in Boston!
sorbonified,2018-02-04 06:12,1,21,Sneak peak at #petoftheweek .... I'm armed with puppies watch out world!!! @FOX13News pic.twitter.com/Jp141Pv08J,,@FOX13News,#petoftheweek,960108802350747648,https://twitter.com/sorbonified/status/960108802350747648,Sneak peak at #petoftheweek .... I'm armed with puppies watch out world!!! @FOX13News pic.twitter.com/Jp141Pv08J
FOX13News,2018-02-04 06:04,2,9,"Happy Sunday, friends! Join us now for Good Day Tampa Bay with @sorbonified , @seguifox13 , @FOX13Mariah and @FOX13Tyler ! We're on until 9!",,@sorbonified @seguifox13 @FOX13Mariah @FOX13Tyler,,960106753076682784,https://twitter.com/FOX13News/status/960106753076682784,"Happy Sunday, friends! Join us now for Good Day Tampa Bay with @sorbonified , @seguifox13 , @FOX13Mariah and @FOX13Tyler ! We're on until 9!"
sasabee23,2018-02-03 22:18,0,0,I've been like a mad woman with the Lysol.,,,,959989551350599680,https://twitter.com/sasabee23/status/959989551350599680,I've been like a mad woman with the Lysol.
SylvesterGagli3,2018-02-03 20:36,0,0,They got him off the streets.!,,,,959963823708033024,https://twitter.com/SylvesterGagli3/status/959963823708033024,They got him off the streets.!
BeezerGoalie34,2018-02-03 20:29,0,0,Who?,,,,959962099240914944,https://twitter.com/BeezerGoalie34/status/959962099240914944,Who?
CHawleyFOX13,2018-02-03 19:49,3,2,"The 43 year old is behind bars in the Orange County jail. @OrlandoPolice arrested Hunt one block from Amway Arena, he had concert tickets and a knife. @FOX13News pic.twitter.com/zfY4eSctyk",,@OrlandoPolice @FOX13News,,959951911477760000,https://twitter.com/CHawleyFOX13/status/959951911477760000,"The 43 year old is behind bars in the Orange County jail. @OrlandoPolice arrested Hunt one block from Amway Arena, he had concert tickets and a knife. @FOX13News pic.twitter.com/zfY4eSctyk"
CHawleyFOX13,2018-02-03 19:46,5,2,Police say Hunt lives in Riverview. He’s charged with aggravated stalking with a credible threat and attempted kidnapping with a weapon. @FOX13News https:// twitter.com/orlandopolice/ status/959939641913892864 …,,@FOX13News,,959951240959594496,https://twitter.com/CHawleyFOX13/status/959951240959594496,Police say Hunt lives in Riverview. He’s charged with aggravated stalking with a credible threat and attempted kidnapping with a weapon. @FOX13News https://twitter.com/orlandopolice/ status/959939641913892864 …
FOX13News,2018-02-03 19:12,15,40,JUST IN: Riverview man arrested after kidnapping threat to singer Lana Del Rey. More info to come.,,,,959942674261397506,https://twitter.com/FOX13News/status/959942674261397506,JUST IN: Riverview man arrested after kidnapping threat to singer Lana Del Rey. More info to come.
EarthaThompson8,2018-02-03 17:36,0,0,Very nice picture,,,,959918628790525952,https://twitter.com/EarthaThompson8/status/959918628790525952,Very nice picture
EarthaThompson8,2018-02-03 17:36,0,0,young and very very nice on this page right here I have to comment on it cuz I look very nice and you look very very sweet to give us the weather what's going on in the world,,,,959918446933958656,https://twitter.com/EarthaThompson8/status/959918446933958656,young and very very nice on this page right here I have to comment on it cuz I look very nice and you look very very sweet to give us the weather what's going on in the world
yfabb,2018-02-03 17:33,0,0,"@richardcorcoran that disgusting, vile, fear mongering ad you're running in Florida backfires on you & you lose any campaign you run here. @FOX13News you just lost a local news viewer. http://www. tampabay.com/florida-politi cs/buzz/2018/01/29/video-richard-corcorans-explosive-ad-warns-anyone-can-get-killed-by-undocumented-immigrants/ …",,@richardcorcoran @FOX13News,,959917807734489088,https://twitter.com/yfabb/status/959917807734489088,"@richardcorcoran that disgusting, vile, fear mongering ad you're running in Florida backfires on you & you lose any campaign you run here. @FOX13News you just lost a local news viewer. http://www. tampabay.com/florida-politi cs/buzz/2018/01/29/video-richard-corcorans-explosive-ad-warns-anyone-can-get-killed-by-undocumented-immigrants/ …"
MMchristie3,2018-02-03 17:12,0,0,Why are people leaving their cars unlocked?? They’re making it too easy for the criminals!!,,,,959912503579987971,https://twitter.com/MMchristie3/status/959912503579987971,Why are people leaving their cars unlocked?? They’re making it too easy for the criminals!!
FOX13News,2018-02-03 16:38,1,1,Argument leads to murder-suicide in Apollo Beach http:// bit.ly/2s5XSy4,,,,959903860620972036,https://twitter.com/FOX13News/status/959903860620972036,Argument leads to murder-suicide in Apollo Beach https://bit.ly/2s5XSy4
gcorn_4theWin,2018-02-03 15:46,0,2,Looks like Bill Clinton's other abandoned son...,,,,959890768570802176,https://twitter.com/gcorn_4theWin/status/959890768570802176,Looks like Bill Clinton's other abandoned son...
FOX13News,2018-02-03 15:26,20,6,Do you recognize this person? Deputies in Pasco need your help identifying him. http:// bit.ly/2GHL5F8 pic.twitter.com/pQcwhrAE8K,,,,959885860522033152,https://twitter.com/FOX13News/status/959885860522033152,Do you recognize this person? Deputies in Pasco need your help identifying him. https://bit.ly/2GHL5F8 pic.twitter.com/pQcwhrAE8K
ErinOnTV,2018-02-03 13:47,0,0,@laurenverno good story in your neck of the woods,,@laurenverno,,959860952811364352,https://twitter.com/ErinOnTV/status/959860952811364352,@laurenverno good story in your neck of the woods
SpichardRencer,2018-02-03 12:32,0,0,Moving from Cleveland Ohio to Tampa Florida was the best thing I ever did residency-wise. This is awesome.,,,,959842065139011586,https://twitter.com/SpichardRencer/status/959842065139011586,Moving from Cleveland Ohio to Tampa Florida was the best thing I ever did residency-wise. This is awesome.
svnchez_,2018-02-03 12:18,0,2,Bro for those who care they closed the Wet Willies in Channelside and I’m livid. Who I gotta contact to get it back in my city @WetWillies @CityofTampa @FOX13News @TB_Times,,@WetWillies @CityofTampa @FOX13News @TB_Times,,959838482981097472,https://twitter.com/svnchez_/status/959838482981097472,Bro for those who care they closed the Wet Willies in Channelside and I’m livid. Who I gotta contact to get it back in my city @WetWillies @CityofTampa @FOX13News @TB_Times
FOX13Mariah,2018-02-03 10:27,0,2,Youth Expo at the Childs Park Rec Center today! Ends at noon. @FOX13News pic.twitter.com/hbFLLefm1Y,,@FOX13News,,959810687865417730,https://twitter.com/FOX13Mariah/status/959810687865417730,Youth Expo at the Childs Park Rec Center today! Ends at noon. @FOX13News pic.twitter.com/hbFLLefm1Y
buy_today,2018-02-03 10:27,1,1,"You are truly part of your new temporary home. I will be looking for your smile on national soon. Then I can say, I knew her when... Bye rising star.",,,,959810517148880898,https://twitter.com/buy_today/status/959810517148880898,"You are truly part of your new temporary home. I will be looking for your smile on national soon. Then I can say, I knew her when... Bye rising star."
rkotinsky,2018-02-03 10:23,8,74,50 Shades of Pink from Feb 2nd of 2018 in Valrico @PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK pic.twitter.com/8bsCvcCUSg,,@PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK,,959809458674298880,https://twitter.com/rkotinsky/status/959809458674298880,50 Shades of Pink from Feb 2nd of 2018 in Valrico @PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK pic.twitter.com/8bsCvcCUSg
LoriMoffet,2018-02-03 10:13,0,3,"That's awesome , thank you boys",,,,959807031652896769,https://twitter.com/LoriMoffet/status/959807031652896769,"That's awesome , thank you boys"
FOX13Mariah,2018-02-03 10:06,2,28,"Got to hang with the Sedita brothers this morning! They’re using their skills to help keep Tampa Bay beautiful, and keep beads out of the bay! @GreenGasparilla @FOX13News pic.twitter.com/a1rABzLZIS",,@GreenGasparilla @FOX13News,,959805336323584000,https://twitter.com/FOX13Mariah/status/959805336323584000,"Got to hang with the Sedita brothers this morning! They’re using their skills to help keep Tampa Bay beautiful, and keep beads out of the bay! @GreenGasparilla @FOX13News pic.twitter.com/a1rABzLZIS"
oldredviking8,2018-02-03 09:50,0,0,I hope no one kneels tomorrow. I won’t be able to watch game if that happens,,,,959801159857856512,https://twitter.com/oldredviking8/status/959801159857856512,I hope no one kneels tomorrow. I won’t be able to watch game if that happens
sorbonified,2018-02-03 09:03,1,8,On @FOX13News #RightNow https:// twitter.com/seguifox13/sta tus/959789050633875456 …,,@FOX13News,#RightNow,959789566512238592,https://twitter.com/sorbonified/status/959789566512238592,On @FOX13News #RightNow https://twitter.com/seguifox13/sta tus/959789050633875456 …
FrankSu77818249,2018-02-03 09:02,0,0,That’s great because FHP sure won’t stop to help you if you’re broke down,,,,959789163661942785,https://twitter.com/FrankSu77818249/status/959789163661942785,That’s great because FHP sure won’t stop to help you if you’re broke down
FOX13News,2018-02-03 08:42,0,0,IT'S SUPER BOWL WEEKEND! We have Chef Emily Roberts from @Publix here to show us the best snacks for your Super Bowl party! pic.twitter.com/7JONWZTtuB,,@Publix,,959784175124480000,https://twitter.com/FOX13News/status/959784175124480000,IT'S SUPER BOWL WEEKEND! We have Chef Emily Roberts from @Publix here to show us the best snacks for your Super Bowl party! pic.twitter.com/7JONWZTtuB
wayne_wy4f,2018-02-03 08:12,0,1,Do as in Japan-surgical masks of high grade and gloves made of nitrile (light blue in color) and change the gloves often-as usual they bow instead of shake hands.,,,,959776729534484486,https://twitter.com/wayne_wy4f/status/959776729534484486,Do as in Japan-surgical masks of high grade and gloves made of nitrile (light blue in color) and change the gloves often-as usual they bow instead of shake hands.
itsonlythetip,2018-02-03 07:51,0,0,@FOX13News just seen ur shpill about sleeping babys My son is 2 and Ive never had that problem He sleeps in my bed And he has never had a problem sleeping This whole ignore them thing is bs He sleeps fine on his own and doesn't flip out And I never did 1 thing that Dr said to do,,@FOX13News,,959771213647237120,https://twitter.com/itsonlythetip/status/959771213647237120,@FOX13News just seen ur shpill about sleeping babys My son is 2 and Ive never had that problem He sleeps in my bed And he has never had a problem sleeping This whole ignore them thing is bs He sleeps fine on his own and doesn't flip out And I never did 1 thing that Dr said to do
SWaters057,2018-02-03 07:45,0,1,"Every time I leave the house, I come home and wash my hands like a mad woman!",,,,959769939195453440,https://twitter.com/SWaters057/status/959769939195453440,"Every time I leave the house, I come home and wash my hands like a mad woman!"
zdmoose,2018-02-03 07:37,0,1,Congrats to you and hubby. We will all miss you very much. Please stay in touch with pics of your family.,,,,959767732832137216,https://twitter.com/zdmoose/status/959767732832137216,Congrats to you and hubby. We will all miss you very much. Please stay in touch with pics of your family.
FrankSu77818249,2018-02-03 07:31,0,0,Send him back,,,,959766367460380672,https://twitter.com/FrankSu77818249/status/959766367460380672,Send him back
JGrasseySr,2018-02-03 07:26,0,0,It’s the other .01% you have to look out for.,,,,959765057918918656,https://twitter.com/JGrasseySr/status/959765057918918656,It’s the other .01% you have to look out for.
FOX13News,2018-02-03 06:01,2,8,"Good morning! Tune in to FOX 13 now for Good Day Tampa Bay with @sorbonified , @seguifox13 , @FOX13Tyler and @FOX13Mariah ! We're on until 10!",,@sorbonified @seguifox13 @FOX13Tyler @FOX13Mariah,,959743632369684481,https://twitter.com/FOX13News/status/959743632369684481,"Good morning! Tune in to FOX 13 now for Good Day Tampa Bay with @sorbonified , @seguifox13 , @FOX13Tyler and @FOX13Mariah ! We're on until 10!"
Edgaston1490gm1,2018-02-03 05:38,0,1,"Beautiful picture, have a great day",,,,959737783597371394,https://twitter.com/Edgaston1490gm1/status/959737783597371394,"Beautiful picture, have a great day"
jacy6474,2018-02-02 23:48,0,0,@FOX13News #welivehere pic.twitter.com/37hvRazSMh,,@FOX13News,#welivehere,959649763242192896,https://twitter.com/jacy6474/status/959649763242192896,@FOX13News #welivehere pic.twitter.com/37hvRazSMh
gobolts07,2018-02-02 23:33,0,0,Only 99.9% AND it takes 15 seconds? Jeez.,,,,959646005850406912,https://twitter.com/gobolts07/status/959646005850406912,Only 99.9% AND it takes 15 seconds? Jeez.
PaulFox13,2018-02-02 23:30,2,64,We’re not going down without a fight. Keeping the #flu out of weather office one wipe at a time. @FOX13News pic.twitter.com/dZYquaqO10,,@FOX13News,#flu,959645322824830976,https://twitter.com/PaulFox13/status/959645322824830976,We’re not going down without a fight. Keeping the #flu out of weather office one wipe at a time. @FOX13News pic.twitter.com/dZYquaqO10
mikehughes1965,2018-02-02 22:43,0,2,After a year away back in Siesta Key and back on Fox13 ready for tmrw’s breakfast show @CharleyBelcher @FOX13News .,,@CharleyBelcher @FOX13News,,959633323206303745,https://twitter.com/mikehughes1965/status/959633323206303745,After a year away back in Siesta Key and back on Fox13 ready for tmrw’s breakfast show @CharleyBelcher @FOX13News .
altha2008,2018-02-02 21:20,0,0,"I tell all my family members if they get into trouble do not expect me to bail them out, because I do not have any money.. That is what I will tell these people if they call me.. I have no money so bye",,,,959612405763407872,https://twitter.com/altha2008/status/959612405763407872,"I tell all my family members if they get into trouble do not expect me to bail them out, because I do not have any money.. That is what I will tell these people if they call me.. I have no money so bye"
altha2008,2018-02-02 21:16,0,0,DACA,,,,959611489324847104,https://twitter.com/altha2008/status/959611489324847104,DACA
rkotinsky,2018-02-02 19:24,0,1,Thank you,,,,959583358949974016,https://twitter.com/rkotinsky/status/959583358949974016,Thank you
chrisnoren,2018-02-02 19:06,0,0,So cute,,,,959578710671347714,https://twitter.com/chrisnoren/status/959578710671347714,So cute
WayneMayer3,2018-02-02 17:55,0,1,Stunning shots.,,,,959560993931218945,https://twitter.com/WayneMayer3/status/959560993931218945,Stunning shots.
graham_medical,2018-02-02 17:53,0,1,Widespread 911 Outages Reported Across Bay Area via @FOX13News https:// hubs.ly/H09TsH00 #EMS #FirstResponders pic.twitter.com/cMeN0552di,,@FOX13News,#EMS #FirstResponders,959560326151901187,https://twitter.com/graham_medical/status/959560326151901187,Widespread 911 Outages Reported Across Bay Area via @FOX13News https://hubs.ly/H09TsH00 #EMS #FirstResponders pic.twitter.com/cMeN0552di
rkotinsky,2018-02-02 17:30,10,57,Cypress Hills - Valrico - Feb 2nd 2018 - Another morning shot. @PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK pic.twitter.com/7V9UaISAaq,,@PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK,,959554577896001536,https://twitter.com/rkotinsky/status/959554577896001536,Cypress Hills - Valrico - Feb 2nd 2018 - Another morning shot. @PaulFox13 @StormHour @CloudAppSoc @bn9weather @FOX13News @Fox13Traffic @JimWeberFOX @10NewsWTSP @MattDevittWINK pic.twitter.com/7V9UaISAaq
kjar09061,2018-02-02 17:24,0,0,Why isn't Linda Hurtado dressed in red ? She is always talking about breast cancer.,,,,959553109117849600,https://twitter.com/kjar09061/status/959553109117849600,Why isn't Linda Hurtado dressed in red ? She is always talking about breast cancer.
oldredviking8,2018-02-02 17:23,0,0,@FOX13News it’s official: I’ve watched Fox13 news since the 1970’s but I can’t watch Craig Patrick anymore. I love your people but just can’t listen to his garbage anymore. Sorry,,@FOX13News,,959552878573772806,https://twitter.com/oldredviking8/status/959552878573772806,@FOX13News it’s official: I’ve watched Fox13 news since the 1970’s but I can’t watch Craig Patrick anymore. I love your people but just can’t listen to his garbage anymore. Sorry
Fantasio,2018-02-02 16:15,0,0,It was not summer when I was there beginning of January.,,,,959535861829337090,https://twitter.com/Fantasio/status/959535861829337090,It was not summer when I was there beginning of January.
