KeysEnergy,2017-09-27 12:15,3,1,"Big Thank You to the hard working men & women @KeysEnergy Serv (KEYS), working day & night to get power back on in #FL #Keys . #DAFN #hmrd pic.twitter.com/obAwyojKX3",,@KeysEnergy,#FL #Keys #DAFN #hmrd,9.13074565605097E+017,https://twitter.com/HumanityRoad/status/913074565605097473
KeysEnergy,2017-09-27 12:15,0,0,"Big Thank You to the hard working men & women @KeysEnergy Serv (KEYS), working day & night to get power back on in #FL #Keys . #DAFN #hmrd pic.twitter.com/AkmBUe1jyK",,@KeysEnergy,#FL #Keys #DAFN #hmrd,9.13074527214727E+017,https://twitter.com/FoxRn1/status/913074527214727168
KeysEnergy,2017-09-26 23:11,0,0,Just curios if Sugarloaf Koa has their power restored?,,,,9.12877295022559E+017,https://twitter.com/KimAllboyz/status/912877295022559232
KeysEnergy,2017-09-26 19:55,0,0,5 bros :),,,,9.12827877871276E+017,https://twitter.com/harmonmarkets/status/912827877871276032
KeysEnergy,2017-09-26 19:46,0,1,you earned it!!!,,,,9.12825842245309E+017,https://twitter.com/harmonmarkets/status/912825842245308416
KeysEnergy,2017-09-26 19:46,0,3,and you won the Gold!,,,,9.12825686582317E+017,https://twitter.com/harmonmarkets/status/912825686582317057
KeysEnergy,2017-09-26 17:28,0,1,not to mention working in heavy uniforms in heat beyond brutal,,,,9.12790930624836E+017,https://twitter.com/harmonmarkets/status/912790930624835584
KeysEnergy,2017-09-26 17:27,0,1,you made alot of people happy...fast,,,,9.12790720787944E+017,https://twitter.com/harmonmarkets/status/912790720787943424
KeysEnergy,2017-09-26 17:18,0,3,The cleanup is still going strong! Great pics from @KeysEnergy https:// twitter.com/cpsenergy/stat us/910826206374789126 …,,@KeysEnergy,,9.12788598319079E+017,https://twitter.com/Linestar_Supply/status/912788598319079424
KeysEnergy,2017-09-26 14:58,0,0,"Thank you, @KeysEnergy ! https:// twitter.com/KeysEnergy/sta tus/912750925076467712 …",,@KeysEnergy,,9.12753251468087E+017,https://twitter.com/eatonbikes/status/912753251468087297
KeysEnergy,2017-09-26 09:40,0,3,Thank you to CPS energy for supporting the ppl of Florida & other areas affected by hurricanes.,,,,9.12673270088049E+017,https://twitter.com/Silva21Maricela/status/912673270088048640
KeysEnergy,2017-09-26 07:00,3,10,Crews from AL and GA @ECGservices working tirelessly to restore power to @KeysEnergy ! That's #MutualAid ! Thank you #PublicPower pic.twitter.com/ucQdhxdyGL,,@ECGservices @KeysEnergy,#MutualAid #PublicPower,9.12632951858504E+017,https://twitter.com/flpublicpower/status/912632951858503680
KeysEnergy,2017-09-25 18:50,0,0,"Any updates for Venture Out on Spanish Main? I've heard north end will power up first, then south end a week or two later.",,,,9.12449181507142E+017,https://twitter.com/maridots/status/912449181507141632
KeysEnergy,2017-09-25 11:56,0,3,Love this soooo much!,,,,9.12345027854181E+017,https://twitter.com/MySAWS/status/912345027854180355
KeysEnergy,2017-09-25 09:29,0,3,Keep up the great work #RePoweringParadise in @KeysEnergy ! #PublicPower #ThankALineman https:// twitter.com/cpsenergy/stat us/912269147018547200 …,,@KeysEnergy,#RePoweringParadise #PublicPower #ThankALineman,9.12308131249688E+017,https://twitter.com/flpublicpower/status/912308131249688576
KeysEnergy,2017-09-25 09:00,0,2,Very Proud of our CPS energy team helping our friends in Florida. #TexasStrong . Way to go San Antonio.,,,#TexasStrong,9.12300744166068E+017,https://twitter.com/SandyRendon6/status/912300744166068224
KeysEnergy,2017-09-25 07:20,0,2,Thank y'all!!!!! Stay safe out there.,,,,9.12275718930878E+017,https://twitter.com/Go_Spurs_Go2014/status/912275718930878464
KeysEnergy,2017-09-24 21:19,0,1,yessssssssssssss!!!,,,,9.12124340287701E+017,https://twitter.com/harmonmarkets/status/912124340287700992
KeysEnergy,2017-09-24 19:40,0,1,"Wow. You guys get the Gold Medal. A perfect 10 from the USA judges! #keysrecovery #keysstrong with friends like you, we've go this! #irma",,,#keysrecovery #keysstrong #irma,9.12099551439462E+017,https://twitter.com/WHFSMonroe/status/912099551439462400
KeysEnergy,2017-09-24 18:00,1,6,"This morning, there were no poles around - now, we have power at the house - just amazing!! Thanks to the crews! #KeysRecovery #KeysStrong",,,#KeysRecovery #KeysStrong,9.1207430568031E+017,https://twitter.com/jerry_lieberman/status/912074305680310272
KeysEnergy,2017-09-24 14:04,2,6,A typical day #RePoweringParadise for @KeysEnergy ! #ThankALineman #PublicPower https:// twitter.com/KeysEnergy/sta tus/912001770687262720 …,,@KeysEnergy,#RePoweringParadise #ThankALineman #PublicPower,9.12014857171587E+017,https://twitter.com/flpublicpower/status/912014857171587072
KeysEnergy,2017-09-24 14:04,0,1,Thank you!,,,,9.1201482723679E+017,https://twitter.com/LaurenieHopie/status/912014827236790272
KeysEnergy,2017-09-24 14:00,0,3,Thank you for all your hard work #RePoweringParadise with @KeysEnergy ! We appreciate all your help! #PublicPower #ThankALineman https:// twitter.com/cpsenergy/stat us/912001720686915584 …,,@KeysEnergy,#RePoweringParadise #PublicPower #ThankALineman,9.12013823749521E+017,https://twitter.com/flpublicpower/status/912013823749521408
KeysEnergy,2017-09-24 13:55,0,0,@KeysEnergy heyyyyyy powers out on the golf course... what's going on??,,@KeysEnergy,,9.1201266940167E+017,https://twitter.com/LaurenieHopie/status/912012669401669637
KeysEnergy,2017-09-24 12:56,4,16,#Irma update: SVP @RudyDGarza with a message from Florida as #cpsenergy crews assist @KeysEnergy #SafetyFirst #PeopleFirst pic.twitter.com/uo9Gs1SeRV,,@RudyDGarza @KeysEnergy,#Irma #cpsenergy #SafetyFirst #PeopleFirst,9.11997826023948E+017,https://twitter.com/cpsenergy/status/911997826023948290
KeysEnergy,2017-09-24 12:16,1,1,our Heroes and Heroines,,,,9.11987695303512E+017,https://twitter.com/harmonmarkets/status/911987695303512064
KeysEnergy,2017-09-24 11:59,9,15,A new Olympic sport - synchronized cable raising! #KeysRecovery #KeysStrong to think - 3 hrs ago there were NO poles pic.twitter.com/LThQ5UAmaX,,,#KeysRecovery #KeysStrong,9.11983357252251E+017,https://twitter.com/jerry_lieberman/status/911983357252251649
KeysEnergy,2017-09-24 10:45,4,9,Thank you! Unbelievable effort from the crews from Alabama #KeysRecovery pic.twitter.com/dvQxVeLYmc,,,#KeysRecovery,9.11964783494255E+017,https://twitter.com/jerry_lieberman/status/911964783494254597
KeysEnergy,2017-09-24 09:22,4,7,Who rests on Sunday morning? Not the electric crews - many trucks planting poles and fixing power #KeysRecovery #KeysStrong pic.twitter.com/h4ZxBq7SDG,,,#KeysRecovery #KeysStrong,9.11944020452143E+017,https://twitter.com/jerry_lieberman/status/911944020452143104
KeysEnergy,2017-09-23 20:22,0,1,Always wondered how you guys did this!,,,,9.11747701930422E+017,https://twitter.com/randa7681/status/911747701930422272
KeysEnergy,2017-09-23 20:18,0,4,Remarkable recovery/relief effort in #FloridaKeys after #Irma . Saw @KeysEnergy @AltecInc @ATT @XFINITY @RedCross trucks & more all over 2day pic.twitter.com/RSvjUaffQc,,@KeysEnergy @AltecInc @ATT @XFINITY @RedCross,#FloridaKeys #Irma,9.11746569514504E+017,https://twitter.com/dt007/status/911746569514504193
KeysEnergy,2017-09-23 17:52,2,3,Another unique situation in #RePoweringParadise at @KeysEnergy ! #PublicPower #ThankALineman https:// twitter.com/KeysEnergy/sta tus/911693734412210177 …,,@KeysEnergy,#RePoweringParadise #PublicPower #ThankALineman,9.11709996660003E+017,https://twitter.com/flpublicpower/status/911709996660002816
KeysEnergy,2017-09-23 14:16,0,0,"Saw a few bucket trucks from Joplin, Missouri in Fort Lauderdale today. Thanks for the help! Stay cool.",,,,9.11655538290766E+017,https://twitter.com/boteradio/status/911655538290765825
KeysEnergy,2017-09-23 10:16,2,6,There must be 20 trucks working Spanish Main on Cudjoe! #keysrecovery new poles and everything! #KeysStrong pic.twitter.com/8JxzuzS535,,,#keysrecovery #KeysStrong,9.11595108033876E+017,https://twitter.com/jerry_lieberman/status/911595108033875968
KeysEnergy,2017-09-23 10:13,1,5,"Nice to see a ""traffic jam"" on Cudjoe!!! Thanks!!! #KeysRecovery #KeysStrong pic.twitter.com/NgqZAX3OXM",,,#KeysRecovery #KeysStrong,9.11594334331515E+017,https://twitter.com/jerry_lieberman/status/911594334331514880
KeysEnergy,2017-09-23 08:58,1,5,Thanks @ECGservices for all your help at @KeysEnergy and at many more #FLPublicPower cities. #PublicPower #MutualAid pic.twitter.com/gtBtgiampc,,@ECGservices @KeysEnergy,#FLPublicPower #PublicPower #MutualAid,9.1157554235229E+017,https://twitter.com/flpublicpower/status/911575542352289792
KeysEnergy,2017-09-23 01:35,0,0,@KeysEnergy Might be rainy. Praying for you! Be safe!!! https:// twitter.com/keysenergy/sta tus/911380619699064832 …,,@KeysEnergy,,9.11463935513121E+017,https://twitter.com/SuzetteGibson12/status/911463935513120768
KeysEnergy,2017-09-23 01:18,0,0,Looks like the citizens that could help themselves out of the dark are blocked by your trash company https:// boingboing.net/2017/09/18/rep -ray-rodrigues.html …,,,,9.11459827456586E+017,https://twitter.com/houseofstu/status/911459827456585728
KeysEnergy,2017-09-23 01:17,0,0,Too bad your customers can't use the sun! Assholes https:// boingboing.net/2017/09/18/rep -ray-rodrigues.html …,,,,9.11459567636243E+017,https://twitter.com/houseofstu/status/911459567636242432
KeysEnergy,2017-09-23 01:15,0,0,https:// boingboing.net/2017/09/18/rep -ray-rodrigues.html …,,,,9.11458895536755E+017,https://twitter.com/houseofstu/status/911458895536754688
KeysEnergy,2017-09-23 00:43,0,1,This is awesome,,,,9.11450969845539E+017,https://twitter.com/ShazzyDoo/status/911450969845538816
KeysEnergy,2017-09-22 22:02,0,1,Hang in there Keys..,,,,9.11410344161145E+017,https://twitter.com/debbiedeb49/status/911410344161144837
KeysEnergy,2017-09-22 14:49,0,0,"Guessing we are old enough to remember the Hurricane Andrew recovery anthem ""Coming out of the dark!"" Thank you @GloriaEstefan #keysrecovery",,@GloriaEstefan,#keysrecovery,9.11301373303587E+017,https://twitter.com/WHFSMonroe/status/911301373303586816
KeysEnergy,2017-09-22 14:39,0,1,Wow fantastic! You did a wonderful Job,,,,9.11298886060396E+017,https://twitter.com/Papipapimami/status/911298886060396544
KeysEnergy,2017-09-22 14:18,1,5,#KeysStrong Coming out of the dark! #IrmaRecovery . Our families are so grateful,,,#KeysStrong #IrmaRecovery,9.11293582333629E+017,https://twitter.com/WHFSMonroe/status/911293582333628417
KeysEnergy,2017-09-22 13:04,0,0,@KeysEnergy We know y’all are working hard. Greatly appreciated. Any estimate regarding Big Pine?,,@KeysEnergy,,9.11275091652117E+017,https://twitter.com/MacAttack59/status/911275091652116480
KeysEnergy,2017-09-22 12:24,10,9,Remember to #ThankALineman . @KeysEnergy team is working nonstop to get the #FLKeys powered back up. https:// twitter.com/keysenergy/sta tus/911261460332007424 …,,@KeysEnergy,#ThankALineman #FLKeys,9.112649895494E+017,https://twitter.com/RepCurbelo/status/911264989549400065
KeysEnergy,2017-09-22 11:15,0,0,Thank you!,,,,9.11247621511111E+017,https://twitter.com/7SuzyQ/status/911247621511110656
KeysEnergy,2017-09-22 09:42,0,0,Keys Energy...Any Idea when Sailfish Lane will have power? We are on Cudjoe Key off Spanish Main? Thanks!,,,,9.11224059903475E+017,https://twitter.com/7SuzyQ/status/911224059903475712
