'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
forestservice|2017-11-13 17:05:11|4|18|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.|false|930194858643468288|/forestservice/status/930194858643468288|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.
forestservice|2017-12-19 17:05:12|8|31|We continue to provide a variety of ground and air wildfire suppression assets to support the #wildfire  response on the #ThomasFire  and in Southern California. pic.twitter.com/5bRzAaCh3B|We continue to provide a variety of ground and air wildfire suppression assets to support the #wildfire  response on the #ThomasFire  and in Southern California. |false|943240828264353793|/forestservice/status/943240828264353793|We continue to provide a variety of ground and air wildfire suppression assets to support the #wildfire  response on the #ThomasFire  and in Southern California. pic.twitter.com/5bRzAaCh3B
forestservice|2018-01-25 15:26:34|3|20|After #wildfires , part of our recovery teams’ work includes putting up warning signs to make sure all forest visitors remain safe during their visit. pic.twitter.com/BuJ1CWiThb|After #wildfires , part of our recovery teams’ work includes putting up warning signs to make sure all forest visitors remain safe during their visit. |false|956624357207425025|/forestservice/status/956624357207425025|After #wildfires , part of our recovery teams’ work includes putting up warning signs to make sure all forest visitors remain safe during their visit. pic.twitter.com/BuJ1CWiThb
forestservice|2017-10-24 12:22:40|77|122|It’s #BatWeek  (Oct 24-31). Do you know what #bats  do for you? Learn more about #BatWeek   http://batweek.org   pic.twitter.com/8g92VYf86i|It’s #BatWeek  (Oct 24-31). Do you know what #bats  do for you? Learn more about #BatWeek      |false|922860905171259392|/forestservice/status/922860905171259392|It’s #BatWeek  (Oct 24-31). Do you know what #bats  do for you? Learn more about #BatWeek   http://batweek.org   pic.twitter.com/8g92VYf86i
forestservice|2017-11-05 13:40:09|11|30|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.|false|927244159014105089|/forestservice/status/927244159014105089|Volunteers are crucial to our studies of floristic diversity in the water on Midewin National Tallgrass Prairie in Illinois.
forestservice|2017-09-26 09:45:26|14|28|Take a virtual tour of the #FallColors  brightest splendor on our nation's #grasslands .  https://www. fs.fed.us/fallcolors/201 7/   … pic.twitter.com/pJC6kUK9yh|Take a virtual tour of the #FallColors  brightest splendor on our nation's #grasslands .   fs.fed.us/fallcolors/201 7/   … |false|912674478093590528|/forestservice/status/912674478093590528|Take a virtual tour of the #FallColors  brightest splendor on our nation's #grasslands .  https://www. fs.fed.us/fallcolors/201 7/   … pic.twitter.com/pJC6kUK9yh
forestservice|2017-10-25 16:25:57|143|248|# DYK  bat serve as pollinators, and control pest populations by eating up to their body weight in insects nightly. #BatWeek pic.twitter.com/cSOpGNi8J6|# DYK  bat serve as pollinators, and control pest populations by eating up to their body weight in insects nightly. #BatWeek |false|923284517812559873|/forestservice/status/923284517812559873|# DYK  bat serve as pollinators, and control pest populations by eating up to their body weight in insects nightly. #BatWeek pic.twitter.com/cSOpGNi8J6
forestservice|2017-09-09 16:19:25|12|48|Thanks to our partners helping on #EagleCreekFire : We're in this together. pic.twitter.com/SMPHgo855P|Thanks to our partners helping on #EagleCreekFire : We're in this together. |false|906613032658247680|/forestservice/status/906613032658247680|Thanks to our partners helping on #EagleCreekFire : We're in this together. pic.twitter.com/SMPHgo855P
forestservice|2018-01-04 10:45:16|5|17|Working with the @WhiteRiverNews , the Vail Valley Mountain Bike Association spearheaded the creation of the Eagle County Adopt-A-Trail program. The program partnered with business, clubs, and groups and provided for the adoption and maintenance of 100 miles of trails. pic.twitter.com/PsclaJomWe|Working with the @WhiteRiverNews , the Vail Valley Mountain Bike Association spearheaded the creation of the Eagle County Adopt-A-Trail program. The program partnered with business, clubs, and groups and provided for the adoption and maintenance of 100 miles of trails. |false|948943418381754368|/forestservice/status/948943418381754368|Working with the @WhiteRiverNews , the Vail Valley Mountain Bike Association spearheaded the creation of the Eagle County Adopt-A-Trail program. The program partnered with business, clubs, and groups and provided for the adoption and maintenance of 100 miles of trails. pic.twitter.com/PsclaJomWe
forestservice|2017-10-08 17:15:08|95|157|It’s National #Fallen  #Firefighters  Memorial Weekend and we want to honor all firefighters who died fighting #wildfires . pic.twitter.com/yQtvB6rl3N|It’s National #Fallen  #Firefighters  Memorial Weekend and we want to honor all firefighters who died fighting #wildfires . |false|917136300171460608|/forestservice/status/917136300171460608|It’s National #Fallen  #Firefighters  Memorial Weekend and we want to honor all firefighters who died fighting #wildfires . pic.twitter.com/yQtvB6rl3N
