'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
femaregion7|2017-12-06 16:29:15|1|1|Are you #MidwestReady ? https://twitter.com/MoSEMA_/status /938485868423135232   …|Are you #MidwestReady ?  /938485868423135232   …|false|938520739514343424|/femaregion7/status/938520739514343424|Are you #MidwestReady ? https://twitter.com/MoSEMA_/status /938485868423135232   …
femaregion7|2018-03-29 11:19:53|2|2|As Severe Weather season amps up, it's important to know tornado facts... #MidwestReady  #BePrepared https://twitter.com/NWSDesMoines/s tatus/979085728520032256   …|As Severe Weather season amps up, it's important to know tornado facts... #MidwestReady  #BePrepared  tatus/979085728520032256   …|false|979377611267805184|/femaregion7/status/979377611267805184|As Severe Weather season amps up, it's important to know tornado facts... #MidwestReady  #BePrepared https://twitter.com/NWSDesMoines/s tatus/979085728520032256   …
femaregion7|2018-03-20 11:04:28|7|5|Don't leave your family or friends in the dark. Talk about severe weather today! #MidwestReady  #NWS  #RedCross https://twitter.com/NWSStLouis/sta tus/976111522136117249   …|Don't leave your family or friends in the dark. Talk about severe weather today! #MidwestReady  #NWS  #RedCross  tus/976111522136117249   …|false|976112241719283714|/femaregion7/status/976112241719283714|Don't leave your family or friends in the dark. Talk about severe weather today! #MidwestReady  #NWS  #RedCross https://twitter.com/NWSStLouis/sta tus/976111522136117249   …
femaregion7|2018-03-09 09:56:31|5|8|Yesterday we hosted our key partners and stakeholders for an Open House at our brand new Regional Office! We had representatives from other Fed Departments, State and Local government, Congressional Offices, and media. It was a great success! #BuildingPartnerships  #MidwestReady pic.twitter.com/kCnPyYR1a2|Yesterday we hosted our key partners and stakeholders for an Open House at our brand new Regional Office! We had representatives from other Fed Departments, State and Local government, Congressional Offices, and media. It was a great success! #BuildingPartnerships  #MidwestReady |false|972123976947380225|/femaregion7/status/972123976947380225|Yesterday we hosted our key partners and stakeholders for an Open House at our brand new Regional Office! We had representatives from other Fed Departments, State and Local government, Congressional Offices, and media. It was a great success! #BuildingPartnerships  #MidwestReady pic.twitter.com/kCnPyYR1a2
femaregion7|2018-03-16 16:34:28|3|4|Take the weekend to discuss your plan with family and friends! #BePrepared , communicate and stay safe! #MidwestReady https://twitter.com/Citizen_Corps/ status/974740586807865344   …|Take the weekend to discuss your plan with family and friends! #BePrepared , communicate and stay safe! #MidwestReady  status/974740586807865344   …|false|974745739279642627|/femaregion7/status/974745739279642627|Take the weekend to discuss your plan with family and friends! #BePrepared , communicate and stay safe! #MidwestReady https://twitter.com/Citizen_Corps/ status/974740586807865344   …
femaregion7|2018-02-06 09:54:29|1|2|Lots of weather coming through the area. Be safe out there! #MidwestReady  #WinterSafety https://twitter.com/StlCoOEM/statu s/960679470419062785   …|Lots of weather coming through the area. Be safe out there! #MidwestReady  #WinterSafety  s/960679470419062785   …|false|960889439139622915|/femaregion7/status/960889439139622915|Lots of weather coming through the area. Be safe out there! #MidwestReady  #WinterSafety https://twitter.com/StlCoOEM/statu s/960679470419062785   …
femaregion7|2018-01-08 17:26:52|4|3|As low temperatures return this weekend, here's a #WinterSafety  tip for your furry friend: wipe dog’s paws after each trip outside. Ice-melting chemicals or rock salt can cause irritation, sickness or be fatal. #WinterSafety  #MidwestReady pic.twitter.com/WIRDAvX1I7|As low temperatures return this weekend, here's a #WinterSafety  tip for your furry friend: wipe dog’s paws after each trip outside. Ice-melting chemicals or rock salt can cause irritation, sickness or be fatal. #WinterSafety  #MidwestReady |false|950494036972003334|/femaregion7/status/950494036972003334|As low temperatures return this weekend, here's a #WinterSafety  tip for your furry friend: wipe dog’s paws after each trip outside. Ice-melting chemicals or rock salt can cause irritation, sickness or be fatal. #WinterSafety  #MidwestReady pic.twitter.com/WIRDAvX1I7
femaregion7|2018-03-30 10:40:05|21|21|Don't forget to include your pets in your family's emergency plans. Share this 1-minute video:  https://youtu.be/BosQtZFv6Jk    #PetPreparednes  #MidwestReady pic.twitter.com/6QVFrpLrLs|Don't forget to include your pets in your family's emergency plans. Share this 1-minute video:      #PetPreparednes  #MidwestReady |false|979729983336779777|/femaregion7/status/979729983336779777|Don't forget to include your pets in your family's emergency plans. Share this 1-minute video:  https://youtu.be/BosQtZFv6Jk    #PetPreparednes  #MidwestReady pic.twitter.com/6QVFrpLrLs
femaregion7|2018-03-07 15:09:20|0|4|Our Regional Administrator @paultaylorkc  is visiting @IowaFloodCenter  to discuss flood prep ( http://ready.gov/flood   ) with @BremerCountyEMA  and  @IowaHSEMD . #MidwestReady pic.twitter.com/36PpVnuVCz|Our Regional Administrator @paultaylorkc  is visiting @IowaFloodCenter  to discuss flood prep (    ) with @BremerCountyEMA  and  @IowaHSEMD . #MidwestReady |false|971477922006683649|/femaregion7/status/971477922006683649|Our Regional Administrator @paultaylorkc  is visiting @IowaFloodCenter  to discuss flood prep ( http://ready.gov/flood   ) with @BremerCountyEMA  and  @IowaHSEMD . #MidwestReady pic.twitter.com/36PpVnuVCz
femaregion7|2017-12-04 09:49:41|5|3|Temperatures will be dropping drastically this week. Are you ready? Talk with your family about how to get prepared for extreme #cold  weather:  http://www. ready.gov/kids/know-the- facts/winter-storms-extreme-cold   … pic.twitter.com/3b0POkt4qx|Temperatures will be dropping drastically this week. Are you ready? Talk with your family about how to get prepared for extreme #cold  weather:   ready.gov/kids/know-the- facts/winter-storms-extreme-cold   … |false|937695407299289088|/femaregion7/status/937695407299289088|Temperatures will be dropping drastically this week. Are you ready? Talk with your family about how to get prepared for extreme #cold  weather:  http://www. ready.gov/kids/know-the- facts/winter-storms-extreme-cold   … pic.twitter.com/3b0POkt4qx
femaregion7|2018-03-20 11:01:21|4|4|This is great! Are you #MidwestReady  ? https://twitter.com/RaymorePD/stat us/976111192396713985   …|This is great! Are you #MidwestReady  ?  us/976111192396713985   …|false|976111457996853248|/femaregion7/status/976111457996853248|This is great! Are you #MidwestReady  ? https://twitter.com/RaymorePD/stat us/976111192396713985   …
femaregion7|2017-12-07 10:17:32|10|7|Christmas trees account for hundreds of fires each year. Typically, shorts in electrical lights or open flames from candles, lighters or matches start tree fires. Take care of your tree so you and your family can have a happy and safe holiday season. #MidwestReady  #HappyHolidays pic.twitter.com/UbCQAI6o05|Christmas trees account for hundreds of fires each year. Typically, shorts in electrical lights or open flames from candles, lighters or matches start tree fires. Take care of your tree so you and your family can have a happy and safe holiday season. #MidwestReady  #HappyHolidays |false|938789578911121408|/femaregion7/status/938789578911121408|Christmas trees account for hundreds of fires each year. Typically, shorts in electrical lights or open flames from candles, lighters or matches start tree fires. Take care of your tree so you and your family can have a happy and safe holiday season. #MidwestReady  #HappyHolidays pic.twitter.com/UbCQAI6o05
femaregion7|2018-01-11 08:05:12|4|9|Ice and snow, take it slow—slower speed, slower acceleration, slower steering, and slower braking. Also, make sure your car has plenty of antifreeze and a full tank of gas. #WinterSafety  #MidwestReady  #BePrepared pic.twitter.com/NdEoH9qz2d|Ice and snow, take it slow—slower speed, slower acceleration, slower steering, and slower braking. Also, make sure your car has plenty of antifreeze and a full tank of gas. #WinterSafety  #MidwestReady  #BePrepared |false|951439852104486913|/femaregion7/status/951439852104486913|Ice and snow, take it slow—slower speed, slower acceleration, slower steering, and slower braking. Also, make sure your car has plenty of antifreeze and a full tank of gas. #WinterSafety  #MidwestReady  #BePrepared pic.twitter.com/NdEoH9qz2d
femaregion7|2018-03-22 21:36:35|1|9|We had the pleasure of welcoming former Mayor of #KansasCity , Kay Barnes (first and only woman to serve as Mayor of KC, from ’99-’07), to our Region VII office as we celebrate #WomensHistoryMonth2018 ! pic.twitter.com/3Wi8V8JBCr|We had the pleasure of welcoming former Mayor of #KansasCity , Kay Barnes (first and only woman to serve as Mayor of KC, from ’99-’07), to our Region VII office as we celebrate #WomensHistoryMonth2018 ! |false|976996096214958081|/femaregion7/status/976996096214958081|We had the pleasure of welcoming former Mayor of #KansasCity , Kay Barnes (first and only woman to serve as Mayor of KC, from ’99-’07), to our Region VII office as we celebrate #WomensHistoryMonth2018 ! pic.twitter.com/3Wi8V8JBCr
femaregion7|2018-01-14 08:19:09|4|6|Snow is falling here in Kansas City! Be careful on the roads, go slow and be sure to pack that emergency kit with you! #MidwestReady https://twitter.com/MoDOT_KC/statu s/951959781450936320   …|Snow is falling here in Kansas City! Be careful on the roads, go slow and be sure to pack that emergency kit with you! #MidwestReady  s/951959781450936320   …|false|952530528342806529|/femaregion7/status/952530528342806529|Snow is falling here in Kansas City! Be careful on the roads, go slow and be sure to pack that emergency kit with you! #MidwestReady https://twitter.com/MoDOT_KC/statu s/951959781450936320   …
femaregion7|2018-02-26 14:11:47|1|2|This Severe Weather season, let's be prepared! Build a kit, have a plan, and stay informed! #MidwestReady  #BePrepared https://twitter.com/MoPublicSafety /status/968195112625942528   …|This Severe Weather season, let's be prepared! Build a kit, have a plan, and stay informed! #MidwestReady  #BePrepared  /status/968195112625942528   …|false|968201950197055488|/femaregion7/status/968201950197055488|This Severe Weather season, let's be prepared! Build a kit, have a plan, and stay informed! #MidwestReady  #BePrepared https://twitter.com/MoPublicSafety /status/968195112625942528   …
