username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
PHEgov|2017-09-26 14:14:58|3|1|¡Protéjase al limpiar los alrededores! Los escombros pueden estar contaminados y tener objetos cortantes.  https://go.usa.gov/xRSsB    #Maria pic.twitter.com/maO0jFCzqh|¡Protéjase al limpiar los alrededores! Los escombros pueden estar contaminados y tener objetos cortantes.      #Maria |false|912742306058555393|/PHEgov/status/912742306058555393|Protect yourself by cleaning the surroundings! Debris can be contaminated and have sharp objects. https://go.usa.gov/xRSsB #Maria pic.twitter.com/maO0jFCzqh||||
PHEgov|2017-11-07 13:39:59|0|2|Dr. Wolfe: BARDA is looking at ways to decrease #MCM  lifecycle costs, from longer shelf lives to fewer doses #BARDA2017|Dr. Wolfe: BARDA is looking at ways to decrease #MCM  lifecycle costs, from longer shelf lives to fewer doses #BARDA2017|false|927968893452374016|/PHEgov/status/927968893452374016|Dr. Wolfe: BARDA is looking at ways to decrease #MCM  lifecycle costs, from longer shelf lives to fewer doses #BARDA2017||||
PHEgov|2018-01-24 16:23:51|11|13|.@HHSgov  has reactivated the Emergency Prescription Assistance Program (EPAP) in #PuertoRico  as part of ongoing recovery efforts following Hurricane Maria. EPAP helps people who don’t have health insurance replace medical products after a disaster.  http://www. PHE.gov/EPAP   pic.twitter.com/3r9iloOAZZ|.@HHSgov  has reactivated the Emergency Prescription Assistance Program (EPAP) in #PuertoRico  as part of ongoing recovery efforts following Hurricane Maria. EPAP helps people who don’t have health insurance replace medical products after a disaster.   PHE.gov/EPAP   |false|956276383835131904|/PHEgov/status/956276383835131904|.@HHSgov  has reactivated the Emergency Prescription Assistance Program (EPAP) in #PuertoRico  as part of ongoing recovery efforts following Hurricane Maria. EPAP helps people who don’t have health insurance replace medical products after a disaster.  http://www. PHE.gov/EPAP   pic.twitter.com/3r9iloOAZZ||||
PHEgov|2017-09-14 21:26:27|28|47|Disaster responders:  Take time to take care of yourself as you care for others.  #Mentalhealth  breaks matter.  https://go.usa.gov/xRtj3   pic.twitter.com/73lBtjkMe4|Disaster responders:  Take time to take care of yourself as you care for others.  #Mentalhealth  breaks matter.     |false|908502236711530499|/PHEgov/status/908502236711530499|Disaster responders:  Take time to take care of yourself as you care for others.  #Mentalhealth  breaks matter.  https://go.usa.gov/xRtj3   pic.twitter.com/73lBtjkMe4||||
PHEgov|2017-10-13 11:55:47|0|0|No beba nunca agua que tenga un color u olor inusual, busque otras fuentes de agua:  http://bit.ly/2fy46kL     #María pic.twitter.com/YpnxN8V7pR|No beba nunca agua que tenga un color u olor inusual, busque otras fuentes de agua:       #María |false|918867872830631937|/PHEgov/status/918867872830631937|Never drink water that has an unusual color or smell, look for other sources of water: http://bit.ly/2fy46kL # María pic.twitter.com/YpnxN8V7pR||||
PHEgov|2018-03-22 14:18:09|15|13|Having a plan to keep key services up & running during an #emergency  is critical. @FEMA  has released the Continuity Guidance Circular to help communities develop plans for sustaining key services that people depend on. Learn more:  https://go.usa.gov/xQxPX    #preparedness pic.twitter.com/C1eFdVUZsw|Having a plan to keep key services up & running during an #emergency  is critical. @FEMA  has released the Continuity Guidance Circular to help communities develop plans for sustaining key services that people depend on. Learn more:      #preparedness |false|976885760329699328|/PHEgov/status/976885760329699328|Having a plan to keep key services up & running during an #emergency  is critical. @FEMA  has released the Continuity Guidance Circular to help communities develop plans for sustaining key services that people depend on. Learn more:  https://go.usa.gov/xQxPX    #preparedness pic.twitter.com/C1eFdVUZsw||||
PHEgov|2017-11-07 10:35:08|1|2|Dr. Larsen: BARDA is working to have at least 1 stockpiled #MCM  for 80% of threats w/ a Material Threat Determination by 2023. #BARDA2017|Dr. Larsen: BARDA is working to have at least 1 stockpiled #MCM  for 80% of threats w/ a Material Threat Determination by 2023. #BARDA2017|false|927922374405709824|/PHEgov/status/927922374405709824|Dr. Larsen: BARDA is working to have at least 1 stockpiled #MCM  for 80% of threats w/ a Material Threat Determination by 2023. #BARDA2017||||
PHEgov|2017-09-01 11:00:06|7|3|Do not eat any food that may have come into contact with flood water.  https://go.usa.gov/xRsdD    #Harvey pic.twitter.com/tHQs6aqlPd|Do not eat any food that may have come into contact with flood water.      #Harvey |false|903633571247570944|/PHEgov/status/903633571247570944|Do not eat any food that may have come into contact with flood water.  https://go.usa.gov/xRsdD    #Harvey pic.twitter.com/tHQs6aqlPd||||
PHEgov|2017-09-10 12:08:20|47|65|.@HHSgov  partnered w/ @DeptofDefense  to rapidly move disaster health responders to #FL  so they are can help protect health & save lives. pic.twitter.com/cvYqeoSGqb|.@HHSgov  partnered w/ @DeptofDefense  to rapidly move disaster health responders to #FL  so they are can help protect health & save lives. |false|906912232688275456|/PHEgov/status/906912232688275456|.@HHSgov  partnered w/ @DeptofDefense  to rapidly move disaster health responders to #FL  so they are can help protect health & save lives. pic.twitter.com/cvYqeoSGqb||||
PHEgov|2017-09-13 11:19:17|38|13|If you need a dialysis after #HurricaneIrma , talk to your regular provider first.  If you can’t get in, call the @KCERprograms Helpline. pic.twitter.com/0pcOMZHARb|If you need a dialysis after #HurricaneIrma , talk to your regular provider first.  If you can’t get in, call the @KCERprograms Helpline. |false|907987050351284224|/PHEgov/status/907987050351284224|If you need a dialysis after #HurricaneIrma , talk to your regular provider first.  If you can’t get in, call the @KCERprograms Helpline. pic.twitter.com/0pcOMZHARb||||
