username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
Bomberos_de_PR|2017-09-06 10:39:18|6|3|Las primeras ráfagas de viento provocó la caída de un árbol en medio de la Ave. Monserrate en Carolina. La Unidad...  http://fb.me/EanszeaV  |Las primeras ráfagas de viento provocó la caída de un árbol en medio de la Ave. Monserrate en Carolina. La Unidad...    |false|905440274465386496|/Bomberos_de_PR/status/905440274465386496|The first gusts of wind caused the fall of a tree in the middle of Ave. Monserrate in Carolina. The Unit ... http://fb.me/EanszeaV||||
Bomberos_de_PR|2017-09-09 06:58:14|0|2|'8/9/17 a las 6:55 pm Fuego estructural.__NEWLINE____NEWLINE__Al llegar al lugar en la Ave. Sánchez Osorio, altos Hommy''s Place,...  http://fb.me/2hBKVjlJd  '|'8/9/17 a las 6:55 pm Fuego estructural.__NEWLINE____NEWLINE__Al llegar al lugar en la Ave. Sánchez Osorio, altos Hommy''s Place,...    '|false|906471805073883136|/Bomberos_de_PR/status/906471805073883136|'8/9/17 at 6:55 pm Structural fire .__ NEWLINE____NEWLINE__When you reach the place on Ave. Sánchez Osorio, high Hommy''s Place, ... http://fb.me/2hBKVjlJd'||||
Bomberos_de_PR|2017-11-10 07:24:18|48|85|Bomberos de la Brigada Forestal Oeste en Lajas, dando apoyo a la @AEEONLINE  en la poda de árboles para liberar el tendido eléctrico. #PRSeLevanta pic.twitter.com/lPWelQg3jO|Bomberos de la Brigada Forestal Oeste en Lajas, dando apoyo a la @AEEONLINE  en la poda de árboles para liberar el tendido eléctrico. #PRSeLevanta |false|928961514333200385|/Bomberos_de_PR/status/928961514333200385|Firefighters of the West Forestry Brigade in Lajas, giving support to the @AEEONLINE in the pruning of trees to free the power line. #PRSeLevanta pic.twitter.com/lPWelQg3jO||||
Bomberos_de_PR|2017-09-26 14:09:45|10|6|Compartimos la lista de los hospitales en servicio. #PRSeLevanta pic.twitter.com/ClMdbixA2T|Compartimos la lista de los hospitales en servicio. #PRSeLevanta |false|912740994088652800|/Bomberos_de_PR/status/912740994088652800|We share the list of hospitals in service. #PRSeLevanta pic.twitter.com/ClMdbixA2T||||
Bomberos_de_PR|2017-09-05 07:11:31|3|1|Por Dentro __PIPE__ Familia y Crianza :: Consejos para mantener segura a tu mascota durante el huracán  http://fb.me/wVGGUlra  |Por Dentro __PIPE__ Familia y Crianza :: Consejos para mantener segura a tu mascota durante el huracán    |false|905025595314249728|/Bomberos_de_PR/status/905025595314249728|Inside __PIPE__ Family and Crianza :: Tips to keep your pet safe during the hurricane http://fb.me/wVGGUlra||||
Bomberos_de_PR|2017-09-08 14:10:31|0|0|Esta mañana, a las 7:39 am se recibe llamada a traves del Sistema 9-1-1 informando un avistamiento de humo en el...  http://fb.me/1f8PNTImo  |Esta mañana, a las 7:39 am se recibe llamada a traves del Sistema 9-1-1 informando un avistamiento de humo en el...    |false|906218204992868352|/Bomberos_de_PR/status/906218204992868352|This morning, at 7:39 am, a call is received through System 9-1-1 reporting a smoke sighting in the ... http://fb.me/1f8PNTImo||||
Bomberos_de_PR|2018-01-06 06:00:02|3|8|¡Feliz Día de Reyes! Te esperamos en la Gran Fiesta de Reyes a celebrarse de 8:00 am a 1:00 pm en Aguada, Orocovis, Humacao, Manatí, Salinas y Guaynabo. @BeatrizRossello  @ricardorossello  @fortalezapr  #NosUneLaTradicion pic.twitter.com/qBgQB0c6qU|¡Feliz Día de Reyes! Te esperamos en la Gran Fiesta de Reyes a celebrarse de 8:00 am a 1:00 pm en Aguada, Orocovis, Humacao, Manatí, Salinas y Guaynabo. @BeatrizRossello  @ricardorossello  @fortalezapr  #NosUneLaTradicion |false|949596413536608257|/Bomberos_de_PR/status/949596413536608257|'Happy king''s day! We await you at the Great Kings Festival to be held from 8:00 am to 1:00 pm in Aguada, Orocovis, Humacao, Manatí, Salinas and Guaynabo. @BeatrizRossello @ricardorossello @fortalezapr #NosUneLaTradicion pic.twitter.com/qBgQB0c6qU'||||
Bomberos_de_PR|2017-10-18 08:13:45|4|3|Una de las misiones en la limpieza de los canales de riego de la región del Guajataca en Isabela. Bomberos de New...  http://fb.me/5dmoWPXJS  |Una de las misiones en la limpieza de los canales de riego de la región del Guajataca en Isabela. Bomberos de New...    |false|920623937129771010|/Bomberos_de_PR/status/920623937129771010|One of the missions in the cleaning of the irrigation channels of the Guajataca region in Isabela. Firemen of New ... http://fb.me/5dmoWPXJS||||
Bomberos_de_PR|2017-09-03 17:20:55|0|2|Vecinos del área cercana al establecimiento Sterling, en la Carr 887, Bo. San Anton de Carolina, a eso de la 1:17...  http://fb.me/8xTPrBKJT  |Vecinos del área cercana al establecimiento Sterling, en la Carr 887, Bo. San Anton de Carolina, a eso de la 1:17...    |false|904454180114485249|/Bomberos_de_PR/status/904454180114485249|Neighbors from the area near Sterling, on Carr 887, Bo. San Anton de Carolina, at about 1:17 ... http://fb.me/8xTPrBKJT||||
Bomberos_de_PR|2017-09-01 21:05:58|0|0|http://fb.me/M6tudT8H  |  |false|903786042557431809|/Bomberos_de_PR/status/903786042557431809|http://fb.me/M6tudT8H  ||||
Bomberos_de_PR|2017-09-07 15:59:33|3|4|Bomberos de Barceloneta trabajan en la poda y remoción de un árbol que cayó encima de una residencia en Cruce...  http://fb.me/No9fkS7W  |Bomberos de Barceloneta trabajan en la poda y remoción de un árbol que cayó encima de una residencia en Cruce...    |false|905883254552715268|/Bomberos_de_PR/status/905883254552715268|Barceloneta firefighters work in the pruning and removal of a tree that fell on top of a residence in Cruce ... http://fb.me/No9fkS7W||||
