username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
USCGSoutheast|2017-09-05 14:21:47|15|20|As Hurricane #Irma  gains strength, @USCG  officials caution mariners & boaters to take early action to prepare. http://goo.gl/4u1Uf7  |As Hurricane #Irma  gains strength, @USCG  officials caution mariners & boaters to take early action to prepare.   |false|905133877852766209|/USCGSoutheast/status/905133877852766209|As Hurricane #Irma  gains strength, @USCG  officials caution mariners & boaters to take early action to prepare. http://goo.gl/4u1Uf7  ||||
USCGSoutheast|2017-10-19 09:51:35|1|1|@ PBCountySheriff  & @USCG  working together searching for a missing 21-year-old man near Boynton Beach. Read more here https://lnks.gd/2/5r7jhV  |@ PBCountySheriff  & @USCG  working together searching for a missing 21-year-old man near Boynton Beach. Read more here   |false|921010946218262528|/USCGSoutheast/status/921010946218262528|@ PBCountySheriff  & @USCG  working together searching for a missing 21-year-old man near Boynton Beach. Read more here https://lnks.gd/2/5r7jhV  ||||
USCGSoutheast|2017-09-12 17:38:24|90|229|.@USCG  Cutter Valiant crew evac 99 people & 13 pets from #StThomas , #USVirginIslands  after #Irma  impact. Read more  https://lnks.gd/2/5ZBvPx   . pic.twitter.com/3U40moDIL4|.@USCG  Cutter Valiant crew evac 99 people & 13 pets from #StThomas , #USVirginIslands  after #Irma  impact. Read more     . |false|907720072709390336|/USCGSoutheast/status/907720072709390336|.@USCG  Cutter Valiant crew evac 99 people & 13 pets from #StThomas , #USVirginIslands  after #Irma  impact. Read more  https://lnks.gd/2/5ZBvPx   . pic.twitter.com/3U40moDIL4||||
USCGSoutheast|2017-11-18 10:13:35|4|12|'# UPDATE  Horne''s dog was found but @USCG  @MyFWC  @HCSOSheriff  @ManateeSheriff  & partner agencies continue the search for him.  Anyone with info, please call #USCG : 727-824-7506 More info here >>>   https://lnks.gd/2/65dvNq  '|'# UPDATE  Horne''s dog was found but @USCG  @MyFWC  @HCSOSheriff  @ManateeSheriff  & partner agencies continue the search for him.  Anyone with info, please call #USCG : 727-824-7506 More info here >>>     '|false|931903218359128064|/USCGSoutheast/status/931903218359128064|'# UPDATE  Horne''s dog was found but @USCG  @MyFWC  @HCSOSheriff  @ManateeSheriff  & partner agencies continue the search for him.  Anyone with info, please call #USCG : 727-824-7506 More info here >>>   https://lnks.gd/2/65dvNq  '||||
USCGSoutheast|2017-09-20 13:58:51|181|414|# USCG  personnel and assets bunkering down in #PuertoRico  in order to respond and provide relief as soon as #HurricaneMaria  passes pic.twitter.com/ddNAeFYIbp|# USCG  personnel and assets bunkering down in #PuertoRico  in order to respond and provide relief as soon as #HurricaneMaria  passes |false|910563925078528001|/USCGSoutheast/status/910563925078528001|# USCG  personnel and assets bunkering down in #PuertoRico  in order to respond and provide relief as soon as #HurricaneMaria  passes pic.twitter.com/ddNAeFYIbp||||
USCGSoutheast|2017-11-11 14:25:20|4|8|The #USCG  medevaced a 71-year-old woman from the Carnival cruise ship, Liberty today. Read more here https://goo.gl/3zmaq5  |The #USCG  medevaced a 71-year-old woman from the Carnival cruise ship, Liberty today. Read more here   |false|929429855732674561|/USCGSoutheast/status/929429855732674561|The #USCG  medevaced a 71-year-old woman from the Carnival cruise ship, Liberty today. Read more here https://goo.gl/3zmaq5  ||||
USCGSoutheast|2017-09-08 20:08:43|126|67|Mariners in need of emergency assistance in South Florida plz contact 305-953-4617. Do not use social media to request help.#HurricaneIrma|Mariners in need of emergency assistance in South Florida plz contact 305-953-4617. Do not use social media to request help.#HurricaneIrma|false|906308349318311936|/USCGSoutheast/status/906308349318311936|Mariners in need of emergency assistance in South Florida plz contact 305-953-4617. Do not use social media to request help.#HurricaneIrma|FL|27.7567667|-81.4639835|210.85168210265104
USCGSoutheast|2018-02-03 09:53:23|18|36|# HappeningNow  @USCG  gather in Tampa for the dedication of a mural honoring the crew of the USCGC Tampa, a Coast Guard Cutter sunk while on patrol in Bristol Channel, September 26, 1918. The entire crew was lost, including 24 sailors from Tampa. pic.twitter.com/SnNIxNeEO6|# HappeningNow  @USCG  gather in Tampa for the dedication of a mural honoring the crew of the USCGC Tampa, a Coast Guard Cutter sunk while on patrol in Bristol Channel, September 26, 1918. The entire crew was lost, including 24 sailors from Tampa. |false|959802000069283841|/USCGSoutheast/status/959802000069283841|# HappeningNow  @USCG  gather in Tampa for the dedication of a mural honoring the crew of the USCGC Tampa, a Coast Guard Cutter sunk while on patrol in Bristol Channel, September 26, 1918. The entire crew was lost, including 24 sailors from Tampa. pic.twitter.com/SnNIxNeEO6||||
USCGSoutheast|2017-09-24 10:46:39|74|153|.@USCG  Cutter Joseph Tezanos visits Culebra to visit w/ local leadership & bring supplies following #HurricaneMaria pic.twitter.com/vaYS67xsnQ|.@USCG  Cutter Joseph Tezanos visits Culebra to visit w/ local leadership & bring supplies following #HurricaneMaria |false|911965108292718592|/USCGSoutheast/status/911965108292718592|.@USCG  Cutter Joseph Tezanos visits Culebra to visit w/ local leadership & bring supplies following #HurricaneMaria pic.twitter.com/vaYS67xsnQ||||
USCGSoutheast|2017-09-16 12:14:47|32|83|The @USCG  Cutter Joshua Appleby buoy tender is on scene in Keys channel working buoys & bringing water & supplies following #Irma pic.twitter.com/DrqLjanVGP|The @USCG  Cutter Joshua Appleby buoy tender is on scene in Keys channel working buoys & bringing water & supplies following #Irma |false|909088182272237568|/USCGSoutheast/status/909088182272237568|The @USCG  Cutter Joshua Appleby buoy tender is on scene in Keys channel working buoys & bringing water & supplies following #Irma pic.twitter.com/DrqLjanVGP||||
USCGSoutheast|2017-09-15 17:13:15|25|35|.@USCG  mbrs of the #USCG  Cutter Donald Horsley bring supplies & mbrs of @action4ifaw  to assist in Hurricane #Irma  relief for people & pets. pic.twitter.com/5hzYdb4xeF|.@USCG  mbrs of the #USCG  Cutter Donald Horsley bring supplies & mbrs of @action4ifaw  to assist in Hurricane #Irma  relief for people & pets. |false|908800908376576001|/USCGSoutheast/status/908800908376576001|.@USCG  mbrs of the #USCG  Cutter Donald Horsley bring supplies & mbrs of @action4ifaw  to assist in Hurricane #Irma  relief for people & pets. pic.twitter.com/5hzYdb4xeF||||
