username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
ACUEDUCTOSPR|2018-02-21 19:34:15|2|3|Compartimos reportaje de @VoceroPR  donde reseñan los ajustes operacionales del lago #Guajataca  #AAAparaTodos  #UnEquipo   http://www. elvocero.com/gobierno/repre sa-del-lago-guajataca-sufre-ajustes-operacionales/article_f6c4121e-1763-11e8-beb4-13185498d11b.html   … pic.twitter.com/m7b0fsm57x|Compartimos reportaje de @VoceroPR  donde reseñan los ajustes operacionales del lago #Guajataca  #AAAparaTodos  #UnEquipo    elvocero.com/gobierno/repre sa-del-lago-guajataca-sufre-ajustes-operacionales/article_f6c4121e-1763-11e8-beb4-13185498d11b.html   … |false|966471158878167040|/ACUEDUCTOSPR/status/966471158878167040|We share @VoceroPR report where they review the operational adjustments of #Guajataca Lake #AAAparaTodos #UnEquipo http: // www. elvocero.com/gobierno/repre sa-del-lago-guajataca-suffers-operational-adjustments / article_f6c4121e-1763-11e8-beb4-13185498d11b.html ... pic.twitter.com/m7b0fsm57x||||
ACUEDUCTOSPR|2017-11-08 11:17:22|0|0|Saludos. Intermitencias debido a baja producción en planta de filtros Montaña. Se trabaja para estabilizar el sistema. Wm|Saludos. Intermitencias debido a baja producción en planta de filtros Montaña. Se trabaja para estabilizar el sistema. Wm|false|928295391921102849|/ACUEDUCTOSPR/status/928295391921102849|Greetings. Intermittent due to low production in the Mountain filter plant. It works to stabilize the system. Wm||||
ACUEDUCTOSPR|2017-09-02 09:42:19|0|3|Compartimos reportaje @VoceroPR  donde reseñan que se reducirá la producción de agua,como parte del #PlanDeMejorasAAA  #AAAparaTodos pic.twitter.com/L7h99H7U6n|Compartimos reportaje @VoceroPR  donde reseñan que se reducirá la producción de agua,como parte del #PlanDeMejorasAAA  #AAAparaTodos |false|903976383361232897|/ACUEDUCTOSPR/status/903976383361232897|We share report @VoceroPR where they report that water production will be reduced, as part of #PlanDe MejoraAAA #AAAparaAll pic.twitter.com/L7h99H7U6n||||
ACUEDUCTOSPR|2018-02-27 07:09:41|0|0|Buenos días, gracias por informarnos. Se refiere al área operacional correspondiente para cotejo de sistema. NCC|Buenos días, gracias por informarnos. Se refiere al área operacional correspondiente para cotejo de sistema. NCC|false|968458113400692742|/ACUEDUCTOSPR/status/968458113400692742|Good morning, thanks for informing us. It refers to the corresponding operational area for system comparison. NCC||||
ACUEDUCTOSPR|2017-11-14 10:17:14|2|0|[Ahora] @PresidenteAAA en entrevista con #RubénSánchez  por @WKAQ580  explica proceso de facturación #PRSeLevanta  #UnEquipo pic.twitter.com/dM3jxIXqII|[Ahora] @PresidenteAAA en entrevista con #RubénSánchez  por @WKAQ580  explica proceso de facturación #PRSeLevanta  #UnEquipo |false|930454585277337600|/ACUEDUCTOSPR/status/930454585277337600|[Now] @PresidenteAAA in interview with # Rubén Sánchez for @ WKAQ580 explains billing process #PRSeLevanta #UnEquipo pic.twitter.com/dM3jxIXqII||||
ACUEDUCTOSPR|2018-01-08 07:00:43|0|0|Buenos días, se refiere el caso al área operacional para su cotejo y acción correspondiente. ML|Buenos días, se refiere el caso al área operacional para su cotejo y acción correspondiente. ML|false|950336460758179841|/ACUEDUCTOSPR/status/950336460758179841|Good morning, the case is referred to the operational area for its comparison and corresponding action. ML||||
ACUEDUCTOSPR|2017-09-23 11:16:25|1|6|[Ahora] en la #RegiónMetro  contamos con 210,000 clientes con servicio agua potable #PuertoRicoSeLevanta|[Ahora] en la #RegiónMetro  contamos con 210,000 clientes con servicio agua potable #PuertoRicoSeLevanta|false|911610208178368512|/ACUEDUCTOSPR/status/911610208178368512|[Now] in the # RegiónMetro we have 210,000 clients with potable water service #PuertoRicoSeLevanta||||
ACUEDUCTOSPR|2018-01-16 16:37:54|0|0|Buenas tardes, gracias por escribirnos. El generador del tanque Medio Millón ubicado en Arecibo ha reportado desperfectos mecánicos. El sistema se encuentra en recuperación. NCC   http://www. acueductospr.com/comunicados/de fault?docid=CF6C775C57ED74C2042582170053DCFC   …|Buenas tardes, gracias por escribirnos. El generador del tanque Medio Millón ubicado en Arecibo ha reportado desperfectos mecánicos. El sistema se encuentra en recuperación. NCC    acueductospr.com/comunicados/de fault?docid=CF6C775C57ED74C2042582170053DCFC   …|false|953380818713444352|/ACUEDUCTOSPR/status/953380818713444352|Good afternoon, thanks for writing. The generator of the Medio Millón tank located in Arecibo has reported mechanical damage. The system is in recovery. NCC http: // www. acueductospr.com/comunicados/de fault? docid = CF6C775C57ED74C2042582170053DCFC ...||||
ACUEDUCTOSPR|2018-02-15 14:35:24|0|0|Buenas tardes, continuamos en el área del salidero, trabajando arduamente para restablecer el servicio lo antes posible. -TR|Buenas tardes, continuamos en el área del salidero, trabajando arduamente para restablecer el servicio lo antes posible. -TR|false|964221627297869825|/ACUEDUCTOSPR/status/964221627297869825|Good afternoon, we continue in the area of ​​the salidero, working hard to restore the service as soon as possible. -TR||||
ACUEDUCTOSPR|2017-09-16 18:31:18|0|0|Buenas tardes, se refiere al área operacional para cotejo. NCC|Buenas tardes, se refiere al área operacional para cotejo. NCC|false|909182938289491968|/ACUEDUCTOSPR/status/909182938289491968|Good afternoon, it refers to the operational area for comparison. NCC||||
