username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
DeptEstadoPR|2017-09-10 11:07:21|1|0|Information for U.S. Citizens Affected by Hurricane Irma https://shar.es/1SMsqv  |Information for U.S. Citizens Affected by Hurricane Irma   |false|906896885859971075|/DeptEstadoPR/status/906896885859971075|Information for U.S. Citizens Affected by Hurricane Irma https://shar.es/1SMsqv  ||||
DeptEstadoPR|2017-11-02 07:37:38|38|57|Reabre la oficina de pasaportes en San Juan http://m.primerahora.com/noticias/puert o-rico/nota/reabrelaoficinadepasaportesensanjuan-1253690/   …|Reabre la oficina de pasaportes en San Juan  o-rico/nota/reabrelaoficinadepasaportesensanjuan-1253690/   …|false|926050665708883969|/DeptEstadoPR/status/926050665708883969|Reopens the passport office in San Juan http://m.primerahora.com/noticias/puert o-rico / note / reabrelaoficinadepasaportesensanjuan-1253690 / ...||||
DeptEstadoPR|2017-10-18 08:38:10|11|13|Continuamos ofreciendo Wifi totalmente gratis frente al @DeptEstadoPR  en la Plaza de Armas, para el uso de todos. pic.twitter.com/5AeCgCA6NN|Continuamos ofreciendo Wifi totalmente gratis frente al @DeptEstadoPR  en la Plaza de Armas, para el uso de todos. |false|920630081478971392|/DeptEstadoPR/status/920630081478971392|'We continue to offer Wi-Fi for free in front of the @DeptEstadoPR in the Plaza de Armas, for everyone''s use. pic.twitter.com/5AeCgCA6NN'||||
DeptEstadoPR|2017-10-10 17:28:02|1|0|Saludos: Para el uso del Wifi puede pasar por la recepción del @DeptEstadoPR  donde se la estaremos brindando.|Saludos: Para el uso del Wifi puede pasar por la recepción del @DeptEstadoPR  donde se la estaremos brindando.|false|917864323317420032|/DeptEstadoPR/status/917864323317420032|Greetings: For the use of Wifi you can go through the reception of the @DeptEstadoPR where we will be providing it.||||
DeptEstadoPR|2017-11-30 11:56:54|56|191|Turistas y visitantes de los cruceros  disfrutando de la bienvenida en el Departamento de Estado de parte de @Luis  RiveraMarín @SeePuertoRico  @jri2  @CTPuertoRico  @ricardorossello  @fortalezapr pic.twitter.com/eRdjuBTtAD|Turistas y visitantes de los cruceros  disfrutando de la bienvenida en el Departamento de Estado de parte de @Luis  RiveraMarín @SeePuertoRico  @jri2  @CTPuertoRico  @ricardorossello  @fortalezapr |false|936277872733507584|/DeptEstadoPR/status/936277872733507584|Tourists and visitors of the cruise ships enjoying the welcome in the State Department from @Luis Rivera Marín @SeePuertoRico @ jri2 @CTPuertoRico @ricardorossello @fortalezapr pic.twitter.com/eRdjuBTtAD||||
DeptEstadoPR|2017-10-05 10:00:47|10|23|@ LuisRiveraMarin  junto a los miembros de la Comisión Federal de Electricidad de México brindando apoyo para restablecer energía en PR. pic.twitter.com/8yD9e1oac1|@ LuisRiveraMarin  junto a los miembros de la Comisión Federal de Electricidad de México brindando apoyo para restablecer energía en PR. |false|915939829128531968|/DeptEstadoPR/status/915939829128531968|@ LuisRiveraMarin with the members of the Federal Electricity Commission of Mexico providing support to restore energy in PR. pic.twitter.com/8yD9e1oac1||||
DeptEstadoPR|2018-02-06 07:21:16|3|2|Último aviso! Te exhortamos que radiques tu informes anuales y pagos de derechos anuales. El 8 de febrero es la fecha límite. #PontealDía|Último aviso! Te exhortamos que radiques tu informes anuales y pagos de derechos anuales. El 8 de febrero es la fecha límite. #PontealDía|false|960850880298995712|/DeptEstadoPR/status/960850880298995712|Final warning! We encourage you to file your annual reports and annual fee payments. February 8 is the deadline. #Up date||||
DeptEstadoPR|2018-02-23 09:17:19|33|53|Firma de Orden Ejecutiva del gobernador de Puerto Rico @RicardoRossello  para establecer cómo política pública del Gobierno de Puerto Rico, la colaboración entre agencias del gobierno y la oficina de enlace con la comunidad extrajera del Departamento de Estado de Puerto Rico. pic.twitter.com/oPtL3jZ0h7|Firma de Orden Ejecutiva del gobernador de Puerto Rico @RicardoRossello  para establecer cómo política pública del Gobierno de Puerto Rico, la colaboración entre agencias del gobierno y la oficina de enlace con la comunidad extrajera del Departamento de Estado de Puerto Rico. |false|967040681335312385|/DeptEstadoPR/status/967040681335312385|Signature of Executive Order of the Governor of Puerto Rico @RicardoRossello to establish the public policy of the Government of Puerto Rico, the collaboration between government agencies and the liaison office with the foreign community of the Department of State of Puerto Rico. pic.twitter.com/oPtL3jZ0h7||||
DeptEstadoPR|2017-09-19 17:40:41|26|20|[IMPORTANTE] Información sobre los servicios de FEMA. #MariaPR pic.twitter.com/MDmkxLjAWs|[IMPORTANTE] Información sobre los servicios de FEMA. #MariaPR |false|910257362115624960|/DeptEstadoPR/status/910257362115624960|[IMPORTANT] Information about FEMA services. #MariaPR pic.twitter.com/MDmkxLjAWs||||
DeptEstadoPR|2017-09-25 15:26:43|6|9|Secretario de Estado, @LuisRiveraMarin  ante la matrícula de estudiantes extranjeros del Recinto Universitario de Mayagüez. #PRSeLevanta pic.twitter.com/UIS3iQExmp|Secretario de Estado, @LuisRiveraMarin  ante la matrícula de estudiantes extranjeros del Recinto Universitario de Mayagüez. #PRSeLevanta |false|912397976550723585|/DeptEstadoPR/status/912397976550723585|Secretary of State, @LuisRiveraMarin before the registration of foreign students of the Mayagüez University Campus. #PRSeLevanta pic.twitter.com/UIS3iQExmp||||
