username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
PRPDNoticias|2017-12-07 18:21:32|13|59|La comisionada de la Policía visitó junto al pastor Héctor Delgado (El Father) al Agnte Edwin Morales Sánchez del precinto Arecibo, quien sufrió quemaduras en gran parte de su cuerpo y está en Centro Médico. El Pastor, a través de su Fundación, le otorgó un generador eléctrico. pic.twitter.com/X4RwaXgoyi|La comisionada de la Policía visitó junto al pastor Héctor Delgado (El Father) al Agnte Edwin Morales Sánchez del precinto Arecibo, quien sufrió quemaduras en gran parte de su cuerpo y está en Centro Médico. El Pastor, a través de su Fundación, le otorgó un generador eléctrico. |false|938911383999188992|/PRPDNoticias/status/938911383999188992|The police commissioner visited along with Pastor Hector Delgado (El Father) Agnte Edwin Morales Sanchez of Arecibo precinct, who suffered burns to a large extent of his body and is in Medical Center. The Pastor, through his Foundation, granted him an electric generator. pic.twitter.com/X4RwaXgoyi||||
PRPDNoticias|2017-09-09 15:30:55|12|67|Agentes área de Fajardo dando tránsito. #IrmaPR  #PuertoRicoSeLevanta pic.twitter.com/I0nWzEa52J|Agentes área de Fajardo dando tránsito. #IrmaPR  #PuertoRicoSeLevanta |false|906600827028156421|/PRPDNoticias/status/906600827028156421|Area Agents of Fajardo giving transit. #IrmaPR #PuertoRicoSeLevanta pic.twitter.com/I0nWzEa52J||||
PRPDNoticias|2018-03-29 14:18:52|2|7|Policía desembolsa $8.5 millones en pagos de horas extras https://www. elvocero.com/ley-y-orden/po lic-a-desembolsa-millones-en-pagos-de-horas-extras/article_3ae6b770-337b-11e8-abc9-437fa6606b3b.html   …|Policía desembolsa $8.5 millones en pagos de horas extras  elvocero.com/ley-y-orden/po lic-a-desembolsa-millones-en-pagos-de-horas-extras/article_3ae6b770-337b-11e8-abc9-437fa6606b3b.html   …|false|979422655991484417|/PRPDNoticias/status/979422655991484417|Police disburses $ 8.5 million in overtime payments https: // www. elvocero.com/ley-y-orden/po lic-a-disburse-millions-in-payments-of-extra-hours / article_3ae6b770-337b-11e8-abc9-437fa6606b3b.html ...||||
PRPDNoticias|2017-10-10 13:27:01|3|2|El Programa de Ayuda al Empleado está para ayudar a empleados de la Policía de Puerto Rico y su familia inmediata -  http://bit.ly/2wLr3nW   pic.twitter.com/wI2W03Kevf|El Programa de Ayuda al Empleado está para ayudar a empleados de la Policía de Puerto Rico y su familia inmediata -     |false|917803667851444224|/PRPDNoticias/status/917803667851444224|The Employee Assistance Program is to help employees of the Puerto Rico Police and their immediate family - http://bit.ly/2wLr3nW pic.twitter.com/wI2W03Kevf||||
PRPDNoticias|2017-12-29 08:21:13|8|3|Reabiertos los carriles del expreso PR-52 en dirección de Caguas a San Juan, tras culminar la investigación de dos accidentes fatales|Reabiertos los carriles del expreso PR-52 en dirección de Caguas a San Juan, tras culminar la investigación de dos accidentes fatales|false|946732840753999873|/PRPDNoticias/status/946732840753999873|The rails of the express PR-52 reopened in the direction of Caguas to San Juan, after completing the investigation of two fatal accidents||||
PRPDNoticias|2018-01-17 17:12:38|6|18|La policía arresta a uno de los 10 más buscados a nivel isla, más detalles;  https://m.facebook.com/story.php?stor y_fbid=2006294942924455&id=1381915128695776   … ; pic.twitter.com/dWr24hmbJT|La policía arresta a uno de los 10 más buscados a nivel isla, más detalles;   y_fbid=2006294942924455&id=1381915128695776   … ; |false|953751946443284481|/PRPDNoticias/status/953751946443284481|The police arrest one of the 10 most wanted at island level, more details; https://m.facebook.com/story.php?stor y_fbid = 2006294942924455 & id = 1381915128695776 ...; pic.twitter.com/dWr24hmbJT||||
PRPDNoticias|2017-12-02 14:22:24|1|3|A las 9:50 de la mañana de hoy, se registró un Robo, en la Iglesia Adventista ubicada en el callejón Feliciano del Bo. Camaseyes en Aguadilla. Más detalles;  https://m.facebook.com/story.php?stor y_fbid=1984380665115883&id=1381915128695776   …|A las 9:50 de la mañana de hoy, se registró un Robo, en la Iglesia Adventista ubicada en el callejón Feliciano del Bo. Camaseyes en Aguadilla. Más detalles;   y_fbid=1984380665115883&id=1381915128695776   …|false|937039262163390465|/PRPDNoticias/status/937039262163390465|At 9:50 this morning, a robbery was recorded in the Adventist Church located in Feliciano del Bo alley. Camaseyes in Aguadilla. More details; https://m.facebook.com/story.php?stor y_fbid = 1984380665115883 & id = 1381915128695776 ...||||
PRPDNoticias|2018-03-03 13:45:56|4|18|Ocupan drogas, armas y dinero en Manatí, Arecibo, Ponce y Aguada __PIPE__ #PlanAnticrimen http://m.primerahora.com/ocupandrogasar masydineroenmanatiareciboponceyaguada-1270971.html   …|Ocupan drogas, armas y dinero en Manatí, Arecibo, Ponce y Aguada __PIPE__ #PlanAnticrimen  masydineroenmanatiareciboponceyaguada-1270971.html   …|false|970007380896419847|/PRPDNoticias/status/970007380896419847|They occupy drugs, weapons and money in Manatí, Arecibo, Ponce and Aguada __PIPE__ #PlanAnticrimen http://m.primerahora.com/ocupandrogasar masydineroenmanatiareciboponceyaguada-1270971.html ...||||
PRPDNoticias|2017-10-31 17:39:50|4|11|La Comisionada de la Policía Michelle Hernández visitó el cuartel de Comerío y de Naranjito para entregar agua y provisión y evaluar daños. pic.twitter.com/KGwj4FvCfx|La Comisionada de la Policía Michelle Hernández visitó el cuartel de Comerío y de Naranjito para entregar agua y provisión y evaluar daños. |false|925477438729093125|/PRPDNoticias/status/925477438729093125|Police Commissioner Michelle Hernandez visited the Comerío and Naranjito barracks to deliver water and supplies and assess damages. pic.twitter.com/KGwj4FvCfx||||
PRPDNoticias|2018-03-20 11:54:25|3|10|Ocupan cargamento millonario de cocaína en costa de Vega Alta __PIPE__ #PlanAnticrimen http://m.primerahora.com/noticias/polic ia-tribunales/nota/ocupancargamentomillonariodecocainaencostadevegaalta-1273680/   …|Ocupan cargamento millonario de cocaína en costa de Vega Alta __PIPE__ #PlanAnticrimen  ia-tribunales/nota/ocupancargamentomillonariodecocainaencostadevegaalta-1273680/   …|false|976124811343745024|/PRPDNoticias/status/976124811343745024|They occupy millionaire loading of cocaine in the coast of Vega Alta __PIPE__ #PlanAnticrimen http://m.primerahora.com/noticias/polic ia-tribunals / note / or ocupacargamentomillonariodecocainaencostadevegaalta-1273680 / ...||||
