'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
pnp_pr|2017-12-27 13:00:00|4|8|[Resumen del año 2017] @JohnnyMndez36  es elegido por sus pares como el Presidente de la Cámara de Representantes de Puerto Rico. pic.twitter.com/274C9hLR09|[Resumen del año 2017] @JohnnyMndez36  es elegido por sus pares como el Presidente de la Cámara de Representantes de Puerto Rico. |false|946078223087144960|/pnp_pr/status/946078223087144960|[Summary of the year 2017] @ JohnnyMndez36 is elected by his peers as the President of the House of Representatives of Puerto Rico. pic.twitter.com/274C9hLR09
pnp_pr|2018-02-15 17:14:34|1|1|http://www. elvocero.com/gobierno/listo -el-pnp-para-llenar-vacante-de-rodr-guez-ruiz/article_f340c882-128e-11e8-8479-4fc7bf55becd.html   …| elvocero.com/gobierno/listo -el-pnp-para-llenar-vacante-de-rodr-guez-ruiz/article_f340c882-128e-11e8-8479-4fc7bf55becd.html   …|false|964261680548139009|/pnp_pr/status/964261680548139009|http: // www. elvocero.com/gobierno/listo -el-pnp-para-fill-vacante-de-rodr-guez-ruiz / article_f340c882-128e-11e8-8479-4fc7bf55becd.html ...
pnp_pr|2017-12-27 11:00:02|4|10|[Resumen del año 2017] Nuestro vicepresidente @trschatz51 , es elegido por sus pares como Presidente del Senado de Puerto Rico. pic.twitter.com/09FgzHmAh1|[Resumen del año 2017] Nuestro vicepresidente @trschatz51 , es elegido por sus pares como Presidente del Senado de Puerto Rico. |false|946048031882964997|/pnp_pr/status/946048031882964997|[Summary of the year 2017] Our vice president @ trschatz51, is elected by his peers as President of the Senate of Puerto Rico. pic.twitter.com/09FgzHmAh1
pnp_pr|2017-12-10 17:40:46|6|24|https://www. elnuevodia.com/noticias/polit ica/nota/lideratogubernamentalexigiraalcongresoceroimpuestosalasforaneas-2381234/   …| elnuevodia.com/noticias/polit ica/nota/lideratogubernamentalexigiraalcongresoceroimpuestosalasforaneas-2381234/   …|false|939988287715971078|/pnp_pr/status/939988287715971078|https: // www. elnuevodia.com/noticias/politica/note/leaguegovernmentalexagreementcongresadoceroimposalasforaneas-2381234 / ...
pnp_pr|2017-12-31 13:00:00|5|8|[Resumen del año 2017] Continúa el Frente por Puerto Rico capitaneado por el gobernador @ricardorossello pic.twitter.com/NwsVp9Dyi1|[Resumen del año 2017] Continúa el Frente por Puerto Rico capitaneado por el gobernador @ricardorossello |false|947527776470556672|/pnp_pr/status/947527776470556672|[Summary of the year 2017] Continues the Front for Puerto Rico captained by the governor @ricardorossello pic.twitter.com/NwsVp9Dyi1
pnp_pr|2017-12-06 12:47:17|0|1|http://www. elnuevodia.com/noticias/polit ica/nota/comitepnpadelantariareunionparadiscutirexpulsionderodriguezruiz-2380107/   …| elnuevodia.com/noticias/polit ica/nota/comitepnpadelantariareunionparadiscutirexpulsionderodriguezruiz-2380107/   …|false|938464877395496962|/pnp_pr/status/938464877395496962|http: // www. elnuevodia.com/noticias/polit ica / note / comitepnpadelantariareunionparadiscutirexpulsionderodriguezruiz-2380107 / ...
pnp_pr|2017-12-28 16:00:00|12|43|[Resumen del año 2017] Celebramos la vida de nuestro presidente y gobernador, @ricardorossello pic.twitter.com/jJjaJRw060|[Resumen del año 2017] Celebramos la vida de nuestro presidente y gobernador, @ricardorossello |false|946485911772020736|/pnp_pr/status/946485911772020736|[Summary of the year 2017] We celebrate the life of our president and governor, @ricardorossello pic.twitter.com/jJjaJRw060
pnp_pr|2018-02-24 17:00:36|26|73|Otro paso importante para la Estadidad, elección del senador @Carmelorios  como presidente del NHCSL pic.twitter.com/zR3jFI9BiM|Otro paso importante para la Estadidad, elección del senador @Carmelorios  como presidente del NHCSL |false|967519654863306753|/pnp_pr/status/967519654863306753|Another important step for the Statehood, election of the senator @Carmelorios as president of the NHCSL pic.twitter.com/zR3jFI9BiM
pnp_pr|2017-12-30 11:00:00|5|11|[Resumen del año 2017] Comienza la celebración de los 50 años de nuestro Partido Nuevo Progresista. #ConvenciónPNP pic.twitter.com/XFY01zrCHd|[Resumen del año 2017] Comienza la celebración de los 50 años de nuestro Partido Nuevo Progresista. #ConvenciónPNP |false|947135189406302208|/pnp_pr/status/947135189406302208|[Summary of the year 2017] The celebration of the 50th anniversary of our New Progressive Party begins. # ConventionPNP pic.twitter.com/XFY01zrCHd
pnp_pr|2018-03-05 18:42:50|66|142|[Ahora] Compartiendo con el pueblo el gobernador de todos los puertorriqueños @ricardorossello . Le acompaña el liderato de los alcaldes y alcaldesas así como representantes y senadores. pic.twitter.com/ZjsSbLGGTK|[Ahora] Compartiendo con el pueblo el gobernador de todos los puertorriqueños @ricardorossello . Le acompaña el liderato de los alcaldes y alcaldesas así como representantes y senadores. |false|970806877348081664|/pnp_pr/status/970806877348081664|[Now] Sharing with the people the governor of all Puerto Ricans @ricardorossello. He is accompanied by the leadership of mayors and mayors as well as representatives and senators. pic.twitter.com/ZjsSbLGGTK
