username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
PPTPR|2018-03-29 10:28:16|36|46|VIA CRUCIS contra la crucifixión del Pueblo https://www. pscp.tv/w/bYzvgDFheWpW eHhaTWRRcHJ8MWxER0xhVkRBWVlKbUnlXqwUg29BrQfV5TrWMb7YUWnMVkfVRM9YmrDzke8y   …|VIA CRUCIS contra la crucifixión del Pueblo  pscp.tv/w/bYzvgDFheWpW eHhaTWRRcHJ8MWxER0xhVkRBWVlKbUnlXqwUg29BrQfV5TrWMb7YUWnMVkfVRM9YmrDzke8y   …|false|979364623504715776|/PPTPR/status/979364623504715776|VIA CRUCIS against the crucifixion of the People https: // www. pscp.tv/w/bYzvgDFheWpW eHhaTWRRcHJ8MWxER0xhVkRBWVlKbUnlXqwUg29BrQfV5TrWMb7YUWnMVkfVRM9YmrDzke8y ...||||
PPTPR|2018-03-05 15:03:47|2|5|Ya en el área del Capitolio hay una fuerte presencia policíaca con varias calles bloqueadas. Evidentemente intentan disuadir a las personas que planifican manifestarse. Pero conocemos nuestros derechos y los vamos a ejercer. Piquete al #MensajeGobernador  a las 5pm. #PRNoSeVende|Ya en el área del Capitolio hay una fuerte presencia policíaca con varias calles bloqueadas. Evidentemente intentan disuadir a las personas que planifican manifestarse. Pero conocemos nuestros derechos y los vamos a ejercer. Piquete al #MensajeGobernador  a las 5pm. #PRNoSeVende|false|970751748670414850|/PPTPR/status/970751748670414850|Already in the Capitol area there is a strong police presence with several blocked streets. Evidently they try to dissuade people who plan to manifest themselves. But we know our rights and we will exercise them. Picket to #Governor Message at 5pm. #PRNoSeVende||||
PPTPR|2018-03-21 12:23:37|2|2|Continúan los golpes. Esto es inaceptable. https://twitter.com/lauquinterodz/ status/976487381699366912   …|Continúan los golpes. Esto es inaceptable.  status/976487381699366912   …|false|976494547168620550|/PPTPR/status/976494547168620550|The blows continue. This is unacceptable. https://twitter.com/lauquinterodz/ status / 976487381699366912 ...||||
PPTPR|2018-01-29 13:03:09|4|4|Creemos que la energía eléctrica es una necesidad básica que debe ser administrada de forma transparente, democrática y pública. Por eso estamos presentes en la reunión para luchar contra la privatización. Ésta es nuestra propuesta. pic.twitter.com/9YQY8rqmrU|Creemos que la energía eléctrica es una necesidad básica que debe ser administrada de forma transparente, democrática y pública. Por eso estamos presentes en la reunión para luchar contra la privatización. Ésta es nuestra propuesta. |false|958037817250189313|/PPTPR/status/958037817250189313|We believe that electric power is a basic need that must be managed transparently, democratically and publicly. That is why we are present at the meeting to fight against privatization. This is our proposal. pic.twitter.com/9YQY8rqmrU||||
PPTPR|2018-03-19 14:02:00|4|5|Exigimos al Departamento de @Justicia_PR  y a la @PRPDNoticias  que desistan de su patrón de intimidación y persecución contra nuestra presidenta, la licenciada Mariana Nogales. Ver comunicado para detalles:  https://mailchi.mp/dfc2b5fd0acd/c omunicado-exigen-a-fiscales-cese-de-patrn-de-intimidacin-contra-presidenta-del-ppt?e=36d46fe2bd   … pic.twitter.com/HDg1HPu96O|Exigimos al Departamento de @Justicia_PR  y a la @PRPDNoticias  que desistan de su patrón de intimidación y persecución contra nuestra presidenta, la licenciada Mariana Nogales. Ver comunicado para detalles:   omunicado-exigen-a-fiscales-cese-de-patrn-de-intimidacin-contra-presidenta-del-ppt?e=36d46fe2bd   … |false|975794530782982144|/PPTPR/status/975794530782982144|We demand the Department of @Justicia_PR and the @PRPDNoticias to desist from their pattern of intimidation and persecution against our president, Mariana Nogales. See press release for details: https://mailchi.mp/dfc2b5fd0acd/c omunicado-exige-a-fiscales-cease-of-patron-de-intimidacin-contra-presidente-del-ppt? E = 36d46fe2bd ... pic.twitter. com / HDg1HPu96O||||
PPTPR|2018-03-05 17:04:52|0|1|Vídeo en vivo del piquete contra el #MensajeGobernador .  #PRNoSeVende https://m.facebook.com/story.php?stor y_fbid=2261754807171707&id=193812630632612   …|Vídeo en vivo del piquete contra el #MensajeGobernador .  #PRNoSeVende  y_fbid=2261754807171707&id=193812630632612   …|false|970782221870256128|/PPTPR/status/970782221870256128|Live video of the picket against #MensajeGobernador. #PRNoSeVende https://m.facebook.com/story.php?stor y_fbid = 2261754807171707 & id = 193812630632612 ...||||
PPTPR|2018-03-05 15:36:05|1|1|.@radioislatv  Según les notificamos temprano hoy, nuestra convocatoria es a las 5pm, cuando muchas personas salen de trabajar. De hecho, hay gente intentando llegar hace más de una hora que están atrapada en el tapón creado por la policía para disuadir la participación.|.@radioislatv  Según les notificamos temprano hoy, nuestra convocatoria es a las 5pm, cuando muchas personas salen de trabajar. De hecho, hay gente intentando llegar hace más de una hora que están atrapada en el tapón creado por la policía para disuadir la participación.|false|970759877353144320|/PPTPR/status/970759877353144320|. @ radioislatv As we notified you early today, our call is at 5pm, when many people leave work. In fact, there are people trying to arrive more than an hour ago who are stuck in the plug created by the police to discourage participation.||||
PPTPR|2018-03-13 12:32:59|1|1|Este jueves a las 6pm en el Centro Cultural Carmen Solá de Pereira en Ponce, el PPT te invita al foro Violación de Derechos Humanos en Cárceles de PR y EEUU, dedicado a #NinaDroz  y #AnaBelénMontes . Más info:  https://www. facebook.com/events/1371175 146361268/?ti=cl   … . pic.twitter.com/s1IcQeE0uD|Este jueves a las 6pm en el Centro Cultural Carmen Solá de Pereira en Ponce, el PPT te invita al foro Violación de Derechos Humanos en Cárceles de PR y EEUU, dedicado a #NinaDroz  y #AnaBelénMontes . Más info:   facebook.com/events/1371175 146361268/?ti=cl   … . |false|973597804252758016|/PPTPR/status/973597804252758016|This Thursday at 6pm at the Carmen Solá Cultural Center in Pereira, Ponce, the PPT invites you to the Forum Violation of Human Rights in PR and US Prisons, dedicated to #NinaDroz and # AnaBelénMontes. More info: https: // www. facebook.com/events/1371175 146361268 /? ti = cl ... pic.twitter.com/s1IcQeE0uD||||
PPTPR|2018-03-29 20:40:06|1|0|Miembros de EDUCAMOS y Todos Somos Pueblo se unieron hoy al Via Crucis Contra La Crucifixión Del…  https://www. instagram.com/p/Bg7VdEqHH1p/  |Miembros de EDUCAMOS y Todos Somos Pueblo se unieron hoy al Via Crucis Contra La Crucifixión Del…   instagram.com/p/Bg7VdEqHH1p/  |false|979518595226095616|/PPTPR/status/979518595226095616|Members of EDUCAMOS and Todos Somos Pueblo joined the Via Crucis Contra La Crucifixión Del ... https: // www. instagram.com/p/Bg7VdEqHH1p/||||
PPTPR|2018-03-27 06:40:29|12|5|En dos años, la Junta de Gobierno de la AEE ha gastado más de $800,000 en empresas "cazadoras de talento" para dirigir la corporación pública. pic.twitter.com/MMsO8nEZgH|En dos años, la Junta de Gobierno de la AEE ha gastado más de $800,000 en empresas "cazadoras de talento" para dirigir la corporación pública. |false|978582524766113792|/PPTPR/status/978582524766113792|In two years, the PREPA Governing Board has spent more than $ 800,000 on companies "talent hunters" to run the public corporation. pic.twitter.com/MMsO8nEZgH||||
