username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|address|latitude|longitude|latlongerr
CityofEdmond|2017-10-11 12:34:59|0|1|Sorry, it should have read pwadministration@edmondok.com!|Sorry, it should have read pwadministration@edmondok.com!|false|918152963914387457|/CityofEdmond/status/918152963914387457||||
CityofEdmond|2017-10-11 12:32:32|0|1|You can do it here, email pwadministration@edmonok.com, or call 216-7770.|You can do it here, email pwadministration@edmonok.com, or call 216-7770.|false|918152346911297537|/CityofEdmond/status/918152346911297537||||
CityofEdmond|2017-09-19 11:05:33|10|11|A special convoy of Historic Military Vehicles will pass through Edmond on Tuesday, September 26th. More Details:  http://edmondok.com/CivicAlerts.as px?AID=523   …|A special convoy of Historic Military Vehicles will pass through Edmond on Tuesday, September 26th. More Details:   px?AID=523   …|false|910157922101075968|/CityofEdmond/status/910157922101075968||||
CityofEdmond|2017-10-13 14:29:44|4|2|Beginning on Monday, October 16, @RepublicService  drivers will be placing these stickers on all recycling carts as a reminder to residents. pic.twitter.com/ID5DnoIibd|Beginning on Monday, October 16, @RepublicService  drivers will be placing these stickers on all recycling carts as a reminder to residents. |false|918906618594676736|/CityofEdmond/status/918906618594676736||||
CityofEdmond|2017-09-28 10:15:51|0|0|These are @OGandE  easements/lines that are being cleared, so they can best respond to your question.|These are @OGandE  easements/lines that are being cleared, so they can best respond to your question.|false|913406906437431298|/CityofEdmond/status/913406906437431298||||
CityofEdmond|2017-10-04 22:27:00|0|0|This location is in @cityofokc  limits, so they will need to assist you on this request.|This location is in @cityofokc  limits, so they will need to assist you on this request.|false|915765233767079936|/CityofEdmond/status/915765233767079936||||
CityofEdmond|2017-10-04 14:05:10|5|1|'Arcadia Lake''s annual Storybook Forest, originally scheduled for Oct. 23-30, has been postponed for the 2017 season.  http://edmondok.com/CivicAlerts.as px?AID=530   …'|'Arcadia Lake''s annual Storybook Forest, originally scheduled for Oct. 23-30, has been postponed for the 2017 season.   px?AID=530   …'|false|915638941671395328|/CityofEdmond/status/915638941671395328||||
CityofEdmond|2017-09-15 16:59:16|5|7|Want to know the latest on development in the area around Covell & I-35? Learn more on this episode of Here We Grow! https://youtu.be/RLxcgMcZKlE  |Want to know the latest on development in the area around Covell & I-35? Learn more on this episode of Here We Grow!   |false|908797387820486657|/CityofEdmond/status/908797387820486657||||
CityofEdmond|2017-09-29 17:51:07|2|0|Looking for Halloween related activities? Check out a few in the October Activity Planner:  https://youtu.be/ApMMzkRmwfk  |Looking for Halloween related activities? Check out a few in the October Activity Planner:    |false|913883867987238912|/CityofEdmond/status/913883867987238912||||
CityofEdmond|2017-09-28 13:05:02|4|5|FREE FAMILY EVENT! Edmond Electric & Water Resources Open House will be next Thursday, Oct. 5th from 4pm - 7pm.  http://edmondok.com/CivicAlerts.as px?AID=527   … pic.twitter.com/4JtgKPocf8|FREE FAMILY EVENT! Edmond Electric & Water Resources Open House will be next Thursday, Oct. 5th from 4pm - 7pm.   px?AID=527   … |false|913449483240910848|/CityofEdmond/status/913449483240910848||||
CityofEdmond|2017-10-07 08:40:50|10|12|Low cost vaccinations & micro-chips today! Dogs must be on leash & cats must be in carrier. pic.twitter.com/RIMo5EtwdV|Low cost vaccinations & micro-chips today! Dogs must be on leash & cats must be in carrier. |false|916644487660756992|/CityofEdmond/status/916644487660756992||||
CityofEdmond|2017-09-21 19:47:37|0|1|'Thank you for letting us know. We''ve sent this to Public Works for repair.'|'Thank you for letting us know. We''ve sent this to Public Works for repair.'|false|911014080076533761|/CityofEdmond/status/911014080076533761||||
CityofEdmond|2017-09-29 16:43:45|4|54|pic.twitter.com/SrOPFG84NL||false|913866912077172736|/CityofEdmond/status/913866912077172736||||
CityofEdmond|2017-09-05 09:29:08|1|0|'Not yet, but close. August rains put finishing touches behind, so they are still finalizing work. We''ll send out info when we have a date.'|'Not yet, but close. August rains put finishing touches behind, so they are still finalizing work. We''ll send out info when we have a date.'|false|905060227975917568|/CityofEdmond/status/905060227975917568||||
CityofEdmond|2017-09-05 14:56:04|11|10|Information on questions about water in Edmond: pic.twitter.com/C334zjlYFO|Information on questions about water in Edmond: |false|905142504756011008|/CityofEdmond/status/905142504756011008||||
