'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'
WCSOFL|2017-09-13 22:30:57|4|25|A tip leads to the arrest of Cody Tullis, this week's #TurnEmInTuesday  wanted fugitive.   @eccsTIPS pic.twitter.com/kzcEntQJRN|A tip leads to the arrest of Cody Tullis, this week's #TurnEmInTuesday  wanted fugitive.   @eccsTIPS |false|908156082652160006|/WCSOFL/status/908156082652160006
WCSOFL|2017-10-12 08:26:09|0|0|pic.twitter.com/Tg9GyPLBqo||false|918452729802084352|/WCSOFL/status/918452729802084352
WCSOFL|2017-10-12 16:54:01|30|42|Investigator Mark Collins calls scam number claiming to be WCSO. THIS IS A SCAM. @WJHG_TV  @WMBBTV  @weartv  @nwfdailynews  @WTVYNews4  @WDHN pic.twitter.com/xBu26wM6rr|Investigator Mark Collins calls scam number claiming to be WCSO. THIS IS A SCAM. @WJHG_TV  @WMBBTV  @weartv  @nwfdailynews  @WTVYNews4  @WDHN |false|918580540047069187|/WCSOFL/status/918580540047069187
WCSOFL|2017-09-09 16:01:52|7|19|Two guns stolen from unlocked vehicles overnight; 9 reported burglaries, two juveniles in custody. @weartv  @WJHG_TV   http://waltonso.org/2017/09/09/juv eniles-burglarize-cars-set-boat-ablaze-four-arrested/   … pic.twitter.com/Qn4CveGnCm|Two guns stolen from unlocked vehicles overnight; 9 reported burglaries, two juveniles in custody. @weartv  @WJHG_TV    eniles-burglarize-cars-set-boat-ablaze-four-arrested/   … |false|906608614961565698|/WCSOFL/status/906608614961565698
WCSOFL|2017-09-10 08:39:16|0|2|Of course! |Of course! |false|906859618177085440|/WCSOFL/status/906859618177085440
WCSOFL|2017-10-10 18:30:08|2|9|Reppin' @eccsTIPS  at the Walton County Fair w/our friends at @DFSPolice !   #WaltonCountyFair  #lesm  #crimestoppers pic.twitter.com/auJfdb2gXW|Reppin' @eccsTIPS  at the Walton County Fair w/our friends at @DFSPolice !   #WaltonCountyFair  #lesm  #crimestoppers |false|917879952485376000|/WCSOFL/status/917879952485376000
WCSOFL|2017-10-21 16:31:32|1|10|Is this not the most ADORABLE thing you've ever seen? A #survivor  of our #WCSOZombieRun  benefiting @JDRF ! We had more than 75 runners! pic.twitter.com/7Or4KZMZVY|Is this not the most ADORABLE thing you've ever seen? A #survivor  of our #WCSOZombieRun  benefiting @JDRF ! We had more than 75 runners! |false|921836371702091776|/WCSOFL/status/921836371702091776
WCSOFL|2017-10-21 10:34:42|7|20|ADORABLE PUPS from @WCASFL  are up for adoption at the #WCSOZombieRun ! Come out & give a fur baby a forever home! #Zombies  #Dogs  #Pupppy pic.twitter.com/XNVssvz7Ej|ADORABLE PUPS from @WCASFL  are up for adoption at the #WCSOZombieRun ! Come out & give a fur baby a forever home! #Zombies  #Dogs  #Pupppy |false|921746573444435968|/WCSOFL/status/921746573444435968
WCSOFL|2017-09-08 19:51:30|0|3|pic.twitter.com/MPaH3a8f47||false|906304016564584448|/WCSOFL/status/906304016564584448
WCSOFL|2017-10-21 10:20:03|3|12|The 2017 #WCSOZombieRun  is underway! We will "catch" you on the course. All proceeds benefit @JDRF ! #5K  #Zombies pic.twitter.com/tEX9VkntWk|The 2017 #WCSOZombieRun  is underway! We will "catch" you on the course. All proceeds benefit @JDRF ! #5K  #Zombies |false|921742885510434817|/WCSOFL/status/921742885510434817
WCSOFL|2017-09-09 12:17:53|11|54|Wherever & whenever we are called. #HurricaneIrma  #IrmaHurricane2017  #LESM  #WeAreReady  @NationalSheriff  @FLSheriffs  @NWSTallahassee pic.twitter.com/b7pG5mXigA|Wherever & whenever we are called. #HurricaneIrma  #IrmaHurricane2017  #LESM  #WeAreReady  @NationalSheriff  @FLSheriffs  @NWSTallahassee |false|906552249631068162|/WCSOFL/status/906552249631068162
WCSOFL|2017-09-08 12:02:38|14|8|Citizen & evacuee info line for Walton County: (850)892-8392 or (850)892-8394 or dial 2-1-1. @weartv  @WJHG_TV  @WMBBTV  @WKRG  @WTVYNews4  #Irma pic.twitter.com/J6R9YZOQwB|Citizen & evacuee info line for Walton County: (850)892-8392 or (850)892-8394 or dial 2-1-1. @weartv  @WJHG_TV  @WMBBTV  @WKRG  @WTVYNews4  #Irma |false|906186021137612800|/WCSOFL/status/906186021137612800
WCSOFL|2017-09-29 14:25:20|2|18|Happy #NationalCoffeeDay  from School Resource Deputy John Henderson & the staff & students at Walton Academy! @NationalSheriff  @pinkiesup pic.twitter.com/SWvZD4c3zA|Happy #NationalCoffeeDay  from School Resource Deputy John Henderson & the staff & students at Walton Academy! @NationalSheriff  @pinkiesup |false|913832078340509698|/WCSOFL/status/913832078340509698
WCSOFL|2017-09-14 13:03:41|1|19|pic.twitter.com/uCFu6UHvT1||false|908375715300741121|/WCSOFL/status/908375715300741121
WCSOFL|2017-10-12 20:55:11|0|12|pic.twitter.com/el2fL7FORN||false|918641231814590464|/WCSOFL/status/918641231814590464
WCSOFL|2017-11-01 16:50:16|6|32|Oh hey Mr. November! Beards are back!! #NoShaveNovember  @No_Shave  #Beard  @NationalSheriff  @FLSheriffs  #LESM  @weartv  @WJHG_TV  @WMBBTV  @WDHN pic.twitter.com/PhWNdBQ5zj|Oh hey Mr. November! Beards are back!! #NoShaveNovember  @No_Shave  #Beard  @NationalSheriff  @FLSheriffs  #LESM  @weartv  @WJHG_TV  @WMBBTV  @WDHN |false|925827351178547201|/WCSOFL/status/925827351178547201
WCSOFL|2017-09-09 12:10:14|3|21|The WCSO family is proud to be participating in the #911Memorial  Stairclimb in #PCB .   #NeverForget  #September11  #911 #LESM pic.twitter.com/oaCDKyQBBH|The WCSO family is proud to be participating in the #911Memorial  Stairclimb in #PCB .   #NeverForget  #September11  #911 #LESM |false|906550322356727809|/WCSOFL/status/906550322356727809
WCSOFL|2017-10-20 11:09:08|2|6|ZOMBIE SIGHTING: The #WCSOZombieRun  benefiting @JDRF  is TOMORROW! Sign up by visiting  http://www. facebook.com/wcsozombierun   ! We hope to "catch" you there! pic.twitter.com/pqv8yYAaRo|ZOMBIE SIGHTING: The #WCSOZombieRun  benefiting @JDRF  is TOMORROW! Sign up by visiting   facebook.com/wcsozombierun   ! We hope to "catch" you there! |false|921392850616619010|/WCSOFL/status/921392850616619010
WCSOFL|2017-09-20 20:22:19|9|8|# TRAFFICADVISORY : Parts of 30A & Hwy 98 will be closed Sat. from 7-11 AM for @Sandestin  Triathlon.  http://bit.ly/2fAXzm8    @WMBBTV  @WJHG_TV pic.twitter.com/GZ2gblDRc2|# TRAFFICADVISORY : Parts of 30A & Hwy 98 will be closed Sat. from 7-11 AM for @Sandestin  Triathlon.      @WMBBTV  @WJHG_TV |false|910660427222151168|/WCSOFL/status/910660427222151168
WCSOFL|2017-10-09 11:18:47|24|78|Two very important causes this month. Both close to our  s at WCSO. #DomesticViolenceAwarenessMonth  month #BreastCancerAwarenessMonth pic.twitter.com/WOfdnL315T|Two very important causes this month. Both close to our  s at WCSO. #DomesticViolenceAwarenessMonth  month #BreastCancerAwarenessMonth |false|917409010680238080|/WCSOFL/status/917409010680238080
WCSOFL|2017-10-12 12:23:16|5|53|KUDOS: Deputy Leo Cook receives some #WCSOLove , We are so proud of our deputies!   #LESM  @NationalSheriff  @FLSheriffs  #ThursdayThoughts pic.twitter.com/hyNNRKMAZu|KUDOS: Deputy Leo Cook receives some #WCSOLove , We are so proud of our deputies!   #LESM  @NationalSheriff  @FLSheriffs  #ThursdayThoughts |false|918512401095503873|/WCSOFL/status/918512401095503873
WCSOFL|2017-10-14 10:59:18|8|16|Today is the last day for the Walton County Fair! We've had so much fun this week! We hope to see you there! @FLSheriffs  @NationalSheriff   pic.twitter.com/Gdu0BdRe9C|Today is the last day for the Walton County Fair! We've had so much fun this week! We hope to see you there! @FLSheriffs  @NationalSheriff   |false|919216045881266179|/WCSOFL/status/919216045881266179
