username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
UNIDOSxPR|2017-10-13 09:15:24|0|1|Wow thank you for your hard work!!! Thank you for helping us rebuild  #PuertoRico .   #UnitedForPuertoRico|Wow thank you for your hard work!!! Thank you for helping us rebuild  #PuertoRico .   #UnitedForPuertoRico|false|918827514059018240|/UNIDOSxPR/status/918827514059018240|Wow thank you for your hard work!!! Thank you for helping us rebuild  #PuertoRico .   #UnitedForPuertoRico||||
UNIDOSxPR|2017-09-30 22:30:47|1|0|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! pic.twitter.com/sLKvLmWgkb|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! |false|914316634759634944|/UNIDOSxPR/status/914316634759634944|Be part of the reconstruction of Puerto Rico, send your donation today! pic.twitter.com/sLKvLmWgkb||||
UNIDOSxPR|2017-09-30 17:23:15|0|0|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! pic.twitter.com/O0zvj7juFp|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! |false|914239241495834624|/UNIDOSxPR/status/914239241495834624|Be part of the reconstruction of Puerto Rico, send your donation today! pic.twitter.com/O0zvj7juFp||||
UNIDOSxPR|2017-09-26 00:49:12|1|1|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! pic.twitter.com/az81DW6VAb|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! |false|912539527712972800|/UNIDOSxPR/status/912539527712972800|Be part of the reconstruction of Puerto Rico, send your donation today! pic.twitter.com/az81DW6VAb||||
UNIDOSxPR|2017-10-01 13:37:25|6|9|Gracias @OLGATANON1313  por tu apoyo incondicional. https://twitter.com/olgatanon1313/ status/914291360336838656   …|Gracias @OLGATANON1313  por tu apoyo incondicional.  status/914291360336838656   …|false|914544794348740609|/UNIDOSxPR/status/914544794348740609|Thank you @ OLGATANON1313 for your unconditional support. https://twitter.com/olgatanon1313/ status / 914291360336838656 ...||||
UNIDOSxPR|2017-09-25 07:47:42|5|13|@ jarabeoficial  nos envía un saludo e invita a las personas que donen en  http://bit.ly/2hjuQpE    #UnidosPorPuertoRico pic.twitter.com/zqa7gsXKGj|@ jarabeoficial  nos envía un saludo e invita a las personas que donen en      #UnidosPorPuertoRico |false|912282458414092288|/UNIDOSxPR/status/912282458414092288|@ jarabeoficial sends us a greeting and invites people to donate at http://bit.ly/2hjuQpE #UnidosPorPuertoRico pic.twitter.com/zqa7gsXKGj||||
UNIDOSxPR|2018-02-02 08:44:31|0|1|Las organizaciones tienen que mantener un expediente sobre el progreso del proyecto. #UnidosPorPR|Las organizaciones tienen que mantener un expediente sobre el progreso del proyecto. #UnidosPorPR|false|959422279481470976|/UNIDOSxPR/status/959422279481470976|Organizations have to keep a file on the progress of the project. #UnidosPorPR||||
UNIDOSxPR|2017-09-27 17:15:49|0|0|@ windiewx  ¡Gracias por tu compromiso con nuestra gente! ¡Envía tu donativo hoy! pic.twitter.com/7948UiIEJi|@ windiewx  ¡Gracias por tu compromiso con nuestra gente! ¡Envía tu donativo hoy! |false|913150208648691712|/UNIDOSxPR/status/913150208648691712|@ windiewx Thank you for your commitment to our people! Send your donation today! pic.twitter.com/7948UiIEJi||||
UNIDOSxPR|2017-12-08 18:02:54|2|5|¡Contáremos con la participación de La Sonora Ponceña en Unidos por Puerto Rico El Teletón!   Recuerda que si eres una de las primeras 5,000 personas en llegar al evento recibes la taquilla en la entrada. #YoMeUno  #UnidosPorPR __NEWLINE____NEWLINE__Más información en:  http://bit.ly/2jVkXML   pic.twitter.com/Nj3onnh3Xt|¡Contáremos con la participación de La Sonora Ponceña en Unidos por Puerto Rico El Teletón!   Recuerda que si eres una de las primeras 5,000 personas en llegar al evento recibes la taquilla en la entrada. #YoMeUno  #UnidosPorPR __NEWLINE____NEWLINE__Más información en:     |false|939269080833576960|/UNIDOSxPR/status/939269080833576960|We will have the participation of La Sonora Ponceña in Unidos por Puerto Rico El Teletón! Remember that if you are one of the first 5,000 people to arrive at the event, you will receive the ticket office at the entrance. #YoMeUno #UnidosPorPR __NEWLINE ____ NEWLINE__More information at: http://bit.ly/2jVkXML pic.twitter.com/Nj3onnh3Xt||||
UNIDOSxPR|2017-09-27 22:28:28|0|0|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! pic.twitter.com/BtIKEV6nDi|¡Se parte de la reconstrucción de Puerto Rico, envía tu donativo hoy! |false|913228886430720000|/UNIDOSxPR/status/913228886430720000|Be part of the reconstruction of Puerto Rico, send your donation today! pic.twitter.com/BtIKEV6nDi||||
