username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
UnidosPaPR|2018-01-05 15:53:58|0|1|The Children of the community receiving the #ThreeKings  @tallerpr   https://www. instagram.com/p/BdlPfEMnNDs/  |The Children of the community receiving the #ThreeKings  @tallerpr    instagram.com/p/BdlPfEMnNDs/  |false|949383495805173760|/UnidosPaPR/status/949383495805173760|The Children of the community receiving the #ThreeKings  @tallerpr   https://www. instagram.com/p/BdlPfEMnNDs/  ||||
UnidosPaPR|2017-10-15 18:17:54|0|1|What a great time we are having @rootrestaurant  with losbomberosdelacalle come by you still have…  https://www. instagram.com/p/BaSP6SQH0-2/  |What a great time we are having @rootrestaurant  with losbomberosdelacalle come by you still have…   instagram.com/p/BaSP6SQH0-2/  |false|919688814188150784|/UnidosPaPR/status/919688814188150784|What a great time we are having @rootrestaurant  with losbomberosdelacalle come by you still have…  https://www. instagram.com/p/BaSP6SQH0-2/  ||||
UnidosPaPR|2017-12-26 14:35:37|0|1|Join us tomorrow at 3 pm for #UnidosPaPR  general meeting at @TallerPR  2600 N 5th St. Philadelphia, PA 19133. Learn more about our next steps and what you can do to help the efforts. We hope to see you!! pic.twitter.com/jt3ti1fEQ3|Join us tomorrow at 3 pm for #UnidosPaPR  general meeting at @TallerPR  2600 N 5th St. Philadelphia, PA 19133. Learn more about our next steps and what you can do to help the efforts. We hope to see you!! |false|945739899956793350|/UnidosPaPR/status/945739899956793350|Join us tomorrow at 3 pm for #UnidosPaPR  general meeting at @TallerPR  2600 N 5th St. Philadelphia, PA 19133. Learn more about our next steps and what you can do to help the efforts. We hope to see you!! pic.twitter.com/jt3ti1fEQ3|2600 N 5th St|36.421962|-97.870586|0.0
UnidosPaPR|2017-09-29 10:33:11|0|0|Thank you! ASPIRA of PA|Thank you! ASPIRA of PA|false|913773656370765824|/UnidosPaPR/status/913773656370765824|Thank you! ASPIRA of PA||||
UnidosPaPR|2017-10-11 16:23:27|1|0|Join us in less than 1 hour because the road to #recovery  for #PR  start now with #you !!!  #fillthebucket4PR  @MariaQSanchez  @UnidosPaPR pic.twitter.com/CYzDDwNPSy|Join us in less than 1 hour because the road to #recovery  for #PR  start now with #you !!!  #fillthebucket4PR  @MariaQSanchez  @UnidosPaPR |false|918210459626541058|/UnidosPaPR/status/918210459626541058|Join us in less than 1 hour because the road to #recovery  for #PR  start now with #you !!!  #fillthebucket4PR  @MariaQSanchez  @UnidosPaPR pic.twitter.com/CYzDDwNPSy||||
UnidosPaPR|2017-11-17 19:23:16|1|2|We love having you all in our warehouse! WEPA|We love having you all in our warehouse! WEPA|false|931679160988241920|/UnidosPaPR/status/931679160988241920|We love having you all in our warehouse! WEPA||||
UnidosPaPR|2017-10-26 00:01:38|2|1|Hi, here are our upcoming events until Saturday. Join @MariaQSanchez  & @CMMarkSquilla  #WoodysPhilly  hope to see you  https://www. facebook.com/UnidosPaPuerto Rico/   … pic.twitter.com/M9HNvyufAd|Hi, here are our upcoming events until Saturday. Join @MariaQSanchez  & @CMMarkSquilla  #WoodysPhilly  hope to see you   facebook.com/UnidosPaPuerto Rico/   … |false|923399195284918272|/UnidosPaPR/status/923399195284918272|Hi, here are our upcoming events until Saturday. Join @MariaQSanchez  & @CMMarkSquilla  #WoodysPhilly  hope to see you  https://www. facebook.com/UnidosPaPuerto Rico/   … pic.twitter.com/M9HNvyufAd||||
UnidosPaPR|2017-10-01 21:37:40|0|1|A glance from last week #MiCorazom pic.twitter.com/mb2naBn1Oo|A glance from last week #MiCorazom |false|914665655986741250|/UnidosPaPR/status/914665655986741250|A glance from last week #MiCorazom pic.twitter.com/mb2naBn1Oo||||
UnidosPaPR|2017-10-31 16:21:29|5|8|Thanks to your support we will be sending #Tarp , #Waterfilter  and other #goods  to #PR ! pic.twitter.com/eyKLc8zMcg|Thanks to your support we will be sending #Tarp , #Waterfilter  and other #goods  to #PR ! |false|925457719028482054|/UnidosPaPR/status/925457719028482054|Thanks to your support we will be sending #Tarp , #Waterfilter  and other #goods  to #PR ! pic.twitter.com/eyKLc8zMcg||||
UnidosPaPR|2017-10-14 08:35:11|1|3|GM, #Shoutout  to @PhilaOrchestra @TallerPR  we raised over $9,500 at yesterday #WestSideStory  performance. #Thankyou  2 more #performances !|GM, #Shoutout  to @PhilaOrchestra @TallerPR  we raised over $9,500 at yesterday #WestSideStory  performance. #Thankyou  2 more #performances !|false|919179778871189504|/UnidosPaPR/status/919179778871189504|GM, #Shoutout  to @PhilaOrchestra @TallerPR  we raised over $9,500 at yesterday #WestSideStory  performance. #Thankyou  2 more #performances !||||
