'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
EPAregion2|2017-12-28 14:50:06|5|8|# ICYMI , EPA’s 2017 Environmental Workforce Development and Job Training Grant awardee @thefortunesoc  graduated 19 formerly-incarcerated students who will now have the chance to be part of something that protects people, helps our environment and builds stronger communities. pic.twitter.com/KlUe3ajkWK|# ICYMI , EPA’s 2017 Environmental Workforce Development and Job Training Grant awardee @thefortunesoc  graduated 19 formerly-incarcerated students who will now have the chance to be part of something that protects people, helps our environment and builds stronger communities. |false|946468318826975232|/EPAregion2/status/946468318826975232|# ICYMI , EPA’s 2017 Environmental Workforce Development and Job Training Grant awardee @thefortunesoc  graduated 19 formerly-incarcerated students who will now have the chance to be part of something that protects people, helps our environment and builds stronger communities. pic.twitter.com/KlUe3ajkWK
EPAregion2|2017-11-21 09:23:19|15|14|The Air Quality Flag Program is a fun tool to learn about air quality and health.  Check it out here:  http://www. airnow.gov/flag   pic.twitter.com/QBREMRh2jv|The Air Quality Flag Program is a fun tool to learn about air quality and health.  Check it out here:   airnow.gov/flag   |false|932977732031516673|/EPAregion2/status/932977732031516673|The Air Quality Flag Program is a fun tool to learn about air quality and health.  Check it out here:  http://www. airnow.gov/flag   pic.twitter.com/QBREMRh2jv
EPAregion2|2017-11-20 09:33:16|0|0|Great editorial in the @dgazette   about fed, state, and local cooperation on environmental cleanup in Canajoharie, NY: Beech-Nut agreement is a model  http://ow.ly/cECi30gH8fe  |Great editorial in the @dgazette   about fed, state, and local cooperation on environmental cleanup in Canajoharie, NY: Beech-Nut agreement is a model    |false|932617848408682496|/EPAregion2/status/932617848408682496|Great editorial in the @dgazette   about fed, state, and local cooperation on environmental cleanup in Canajoharie, NY: Beech-Nut agreement is a model  http://ow.ly/cECi30gH8fe  
EPAregion2|2017-11-09 14:27:33|0|0|Join us tonight 11/9 for the #PassaicRiver  Community Advisory Group meeting in Newark, NJ  http://ow.ly/VH0W30gtqTS  |Join us tonight 11/9 for the #PassaicRiver  Community Advisory Group meeting in Newark, NJ    |false|928705639584600064|/EPAregion2/status/928705639584600064|Join us tonight 11/9 for the #PassaicRiver  Community Advisory Group meeting in Newark, NJ  http://ow.ly/VH0W30gtqTS  
EPAregion2|2017-09-12 11:25:06|0|0|Join us for Berry’s Creek Study Area public information session 6pm, Rutherford Public Library in Rutherford, NJ.  http://ow.ly/lDby30f5P3u   pic.twitter.com/UgDp9YGkLu|Join us for Berry’s Creek Study Area public information session 6pm, Rutherford Public Library in Rutherford, NJ.     |false|907626127061143553|/EPAregion2/status/907626127061143553|Join us for Berry’s Creek Study Area public information session 6pm, Rutherford Public Library in Rutherford, NJ.  http://ow.ly/lDby30f5P3u   pic.twitter.com/UgDp9YGkLu
EPAregion2|2017-12-06 09:02:58|2|0|Hay un centro de acopio en Toa Baja donde puede llevar equipo electrónico y otros desperdicios domesticos peligrosos. pic.twitter.com/m3OTFaDMUm|Hay un centro de acopio en Toa Baja donde puede llevar equipo electrónico y otros desperdicios domesticos peligrosos. |false|938408427038167040|/EPAregion2/status/938408427038167040|There is a collection center in Toa Baja where you can carry electronic equipment and other dangerous household waste. pic.twitter.com/m3OTFaDMUm
EPAregion2|2017-10-16 09:48:55|0|1|2)#DYK  that you can sterilize your drinking water with bleach even if you can’t boil it?  https://response.epa.gov/sites/12403/fi les/Make%20Water%20Safe%20CDC.pdf   …  #Maria pic.twitter.com/P6ZWjNAMiQ|2)#DYK  that you can sterilize your drinking water with bleach even if you can’t boil it?   les/Make%20Water%20Safe%20CDC.pdf   …  #Maria |false|919923110945665025|/EPAregion2/status/919923110945665025|2)#DYK  that you can sterilize your drinking water with bleach even if you can’t boil it?  https://response.epa.gov/sites/12403/fi les/Make%20Water%20Safe%20CDC.pdf   …  #Maria pic.twitter.com/P6ZWjNAMiQ
EPAregion2|2017-12-01 11:51:31|2|1|# FunFactFriday : Tomorrow is the 47th anniversary of @EPA , founded in 1970 to protect the public #health  and the #environment !   https://www. epa.gov/history   pic.twitter.com/wCXaed4re2|# FunFactFriday : Tomorrow is the 47th anniversary of @EPA , founded in 1970 to protect the public #health  and the #environment !    epa.gov/history   |false|936638904794525697|/EPAregion2/status/936638904794525697|# FunFactFriday : Tomorrow is the 47th anniversary of @EPA , founded in 1970 to protect the public #health  and the #environment !   https://www. epa.gov/history   pic.twitter.com/wCXaed4re2
EPAregion2|2018-01-24 09:00:20|1|0|La EPA está recogiendo desechos peligrosos domésticos en Puerto Rico, los cuales incluyen pilas, televisores, radios, microondas, computadoras, aceites, pinturas, pesticidas y tanques de propano. Aquí tiene un video informativo acerca de esta labor.  https://www. fema.gov/media-library/ assets/videos/156949   …|La EPA está recogiendo desechos peligrosos domésticos en Puerto Rico, los cuales incluyen pilas, televisores, radios, microondas, computadoras, aceites, pinturas, pesticidas y tanques de propano. Aquí tiene un video informativo acerca de esta labor.   fema.gov/media-library/ assets/videos/156949   …|false|956164770926821377|/EPAregion2/status/956164770926821377|The EPA is collecting hazardous household waste in Puerto Rico, which includes batteries, televisions, radios, microwaves, computers, oils, paints, pesticides, and propane tanks. Here is an informative video about this work. https: // www. fema.gov/media-library/ assets / videos / 156949 ...
EPAregion2|2018-01-17 18:05:13|1|1|Homeownership can be a lot of work, but testing for radon is a cinch. Don't wait. The sooner you get your house checked, the sooner we can say farewell to #NationalRadonActionMonth   http://www. epa.gov/radon   pic.twitter.com/dGzuEMCYje|Homeownership can be a lot of work, but testing for radon is a cinch. Don't wait. The sooner you get your house checked, the sooner we can say farewell to #NationalRadonActionMonth    epa.gov/radon   |false|953765179346636801|/EPAregion2/status/953765179346636801|Homeownership can be a lot of work, but testing for radon is a cinch. Don't wait. The sooner you get your house checked, the sooner we can say farewell to #NationalRadonActionMonth   http://www. epa.gov/radon   pic.twitter.com/dGzuEMCYje
EPAregion2|2017-11-03 13:23:27|4|4|We have more than 250 people working on Hurricane #Maria  recovery. Read about our efforts in #PuertoRico  and #USVI :  https://www. epa.gov/hurricane-maria   pic.twitter.com/UDhBeUtpWH|We have more than 250 people working on Hurricane #Maria  recovery. Read about our efforts in #PuertoRico  and #USVI :   epa.gov/hurricane-maria   |false|926500079804059648|/EPAregion2/status/926500079804059648|We have more than 250 people working on Hurricane #Maria  recovery. Read about our efforts in #PuertoRico  and #USVI :  https://www. epa.gov/hurricane-maria   pic.twitter.com/UDhBeUtpWH
EPAregion2|2017-11-22 12:30:26|0|0|The National Fish and Wildlife Foundation and the Wildlife Habitat Council are soliciting applications for the 2018 Five Star and Urban Waters Restoration program.  Your full proposal is due by Wednesday – January 31 by 11:59PM EST. Learn More here:  http://ow.ly/LGQc30gKMCD  |The National Fish and Wildlife Foundation and the Wildlife Habitat Council are soliciting applications for the 2018 Five Star and Urban Waters Restoration program.  Your full proposal is due by Wednesday – January 31 by 11:59PM EST. Learn More here:    |false|933387207225864192|/EPAregion2/status/933387207225864192|The National Fish and Wildlife Foundation and the Wildlife Habitat Council are soliciting applications for the 2018 Five Star and Urban Waters Restoration program.  Your full proposal is due by Wednesday – January 31 by 11:59PM EST. Learn More here:  http://ow.ly/LGQc30gKMCD  
