'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
AlRojoVivo|2018-02-17 08:40:03|1|4|“Hasta los clavos del ataúd estaban flojos porque ella intentó quitar la tapa. Sus manos estaban lastimadas, como si ella hubiera estado luchando por escapar”, señaló la madre de la fallecida (FOTOS)  https://trib.al/iMtk5sX  |“Hasta los clavos del ataúd estaban flojos porque ella intentó quitar la tapa. Sus manos estaban lastimadas, como si ella hubiera estado luchando por escapar”, señaló la madre de la fallecida (FOTOS)    |false|964856976365838336|/AlRojoVivo/status/964856976365838336|"Even the coffin nails were loose because she tried to remove the lid. Her hands were hurt, as if she had been struggling to escape, "said the mother of the deceased (PHOTOS) https://trib.al/iMtk5sX
AlRojoVivo|2018-01-17 00:17:37|1|4|En el video que circula se ve a una mujer bailando en ropa interior muy __NEWLINE__parecida a una precandidata a la alcaldía del municipio de Caborca, Sonora https://trib.al/LaYlPuH  |En el video que circula se ve a una mujer bailando en ropa interior muy __NEWLINE__parecida a una precandidata a la alcaldía del municipio de Caborca, Sonora   |false|953496507373715457|/AlRojoVivo/status/953496507373715457|In the video that circulates you can see a woman dancing in her underwear very __NEWLINE__It looks like a precandidate to the mayoralty of the municipality of Caborca, Sonora https://trib.al/LaYlPuH
AlRojoVivo|2018-03-23 14:43:15|3|4|VIDEO: El reggeatonero Lary Over le dio un golpe en la cara a Don Francisco  https://trib.al/4pn93PL   pic.twitter.com/BLFovq5rBx|VIDEO: El reggeatonero Lary Over le dio un golpe en la cara a Don Francisco     |false|977254466536734725|/AlRojoVivo/status/977254466536734725|VIDEO: Reggaeton Lary Over hit Don Francisco in the face https://trib.al/4pn93PL pic.twitter.com/BLFovq5rBx
AlRojoVivo|2018-01-19 20:03:05|1|0|Hermano de Ricky Martin confiesa por qué no fue a la boda del cantante. VIDEO https://trib.al/dFkxAO9  |Hermano de Ricky Martin confiesa por qué no fue a la boda del cantante. VIDEO   |false|954519616973393921|/AlRojoVivo/status/954519616973393921|Brother of Ricky Martin confesses why he did not go to the singer's wedding. VIDEO https://trib.al/dFkxAO9
AlRojoVivo|2018-01-28 12:44:11|1|1|El Piolín se volvió a salir con la suya y esta vez le tocó vivir la broma al joven cantante (VIDEO)  https://trib.al/TobFywz  |El Piolín se volvió a salir con la suya y esta vez le tocó vivir la broma al joven cantante (VIDEO)    |false|957670654005915648|/AlRojoVivo/status/957670654005915648|The Tweety came back to get away with it and this time he had to live the joke to the young singer (VIDEO) https://trib.al/TobFywz
AlRojoVivo|2017-10-25 13:04:28|0|4|¡IMPRESIONANTE! Hoy conocerán al hombre con medio cuerpo que ha recorrido el mundo realizando hazañas que dejan a todos boquiabiertos 4pm/3c pic.twitter.com/RafX8ecctz|¡IMPRESIONANTE! Hoy conocerán al hombre con medio cuerpo que ha recorrido el mundo realizando hazañas que dejan a todos boquiabiertos 4pm/3c |false|923233811906916352|/AlRojoVivo/status/923233811906916352|AWESOME! Today they will meet the man with half a body who has traveled the world performing feats that leave everyone speechless 4 pm/3c pic.twitter.com/RafX8ecctz
AlRojoVivo|2017-12-25 11:50:55|1|7|¡Especial de Navidad! No te puedes perder el emotivo show de @AlRojoVivo  con @MariaCeleste  que tenemos preparado para ti hoy lunes a las 4pm/3c por @Telemundo . FOTOS=>   http://tlmdo.co/2BPKTSe   pic.twitter.com/o5vN9keyBf|¡Especial de Navidad! No te puedes perder el emotivo show de @AlRojoVivo  con @MariaCeleste  que tenemos preparado para ti hoy lunes a las 4pm/3c por @Telemundo . FOTOS=>      |false|945336061445763072|/AlRojoVivo/status/945336061445763072|Christmas special! You can not miss the emotional show of @AlRojoVivo with @MariaCeleste that we have prepared for you today at 4pm/3c on Monday by @Telemundo. PHOTOS => http://tlmdo.co/2BPKTSe pic.twitter.com/o5vN9keyBf
AlRojoVivo|2018-03-09 00:03:02|1|4|Critican diputado mexicano por este acto. VIDEO https://trib.al/JMHPZvv  |Critican diputado mexicano por este acto. VIDEO   |false|971974618910097414|/AlRojoVivo/status/971974618910097414|They criticize Mexican deputy for this act. VIDEO https://trib.al/JMHPZvv
AlRojoVivo|2018-03-25 12:18:51|0|2|“Soy Jesucristo y acabo de irrumpir en una pizzería”, dijo Richard Lee Quintero en su llamada al 911 https://trib.al/PpBveYf  |“Soy Jesucristo y acabo de irrumpir en una pizzería”, dijo Richard Lee Quintero en su llamada al 911   |false|977942900444147718|/AlRojoVivo/status/977942900444147718|"I am Jesus Christ and I just broke into a pizzeria," said Richard Lee Quintero in his 911 call https://trib.al/PpBveYf
AlRojoVivo|2018-03-29 12:14:38|0|2|La vivienda tiene cuatro recámaras y cuatro baños y medio, distribuidos en mil 219 metros cuadrados  https://trib.al/1q8G7FE  |La vivienda tiene cuatro recámaras y cuatro baños y medio, distribuidos en mil 219 metros cuadrados    |false|979391389267054592|/AlRojoVivo/status/979391389267054592|The house has four bedrooms and four and a half bathrooms, distributed in one thousand 219 square meters https://trib.al/1q8G7FE
