'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
PrimerImpacto|2017-09-25 15:01:26|23|135|Frida, la perra rescatista, es homenajeada con una tradicional piñata mexicana  http://uni.vi/hUjC30fpEMi   pic.twitter.com/rItkkY7piQ|Frida, la perra rescatista, es homenajeada con una tradicional piñata mexicana     |false|912391613435056129|/PrimerImpacto/status/912391613435056129|Frida, the rescuer bitch, is honored with a traditional Mexican piñata http://uni.vi/hUjC30fpEMi pic.twitter.com/rItkkY7piQ
PrimerImpacto|2018-03-06 18:30:21|1|3|En video: La brutal golpiza que un hombre le propinó otro en el subway de Nueva York  http://uni.vi/OhDH30iN9fc   pic.twitter.com/0j1j9PiYqd|En video: La brutal golpiza que un hombre le propinó otro en el subway de Nueva York     |false|971166120496517120|/PrimerImpacto/status/971166120496517120|In video: The brutal beating that a man gave him another on the subway in New York http://uni.vi/OhDH30iN9fc pic.twitter.com/0j1j9PiYqd
PrimerImpacto|2018-01-19 14:01:00|1|2|Claves para protegerse de los gérmenes y de virus como la influenza  http://uni.vi/WTgR30hT1LH   pic.twitter.com/xdk7OwjgmA|Claves para protegerse de los gérmenes y de virus como la influenza     |false|954428493986713600|/PrimerImpacto/status/954428493986713600|Keys to protect yourself from germs and viruses like influenza http://uni.vi/WTgR30hT1LH pic.twitter.com/xdk7OwjgmA
PrimerImpacto|2018-02-28 18:00:23|0|2|Juez levantó las restricciones ambientales para la construcción del muro fronterizo   http://uni.vi/o5hC30iFQh3   pic.twitter.com/buF1AzpC2m|Juez levantó las restricciones ambientales para la construcción del muro fronterizo      |false|968984254565814273|/PrimerImpacto/status/968984254565814273|Judge lifted environmental restrictions for the construction of the border wall http://uni.vi/o5hC30iFQh3 pic.twitter.com/buF1AzpC2m
PrimerImpacto|2017-09-27 17:00:52|1|12|EEUU anuncia que otorgará 50,000 residencias permanentes en la lotería de visas 2019  http://uni.vi/U5Do30ftpX0   pic.twitter.com/tNKNkCmbJM|EEUU anuncia que otorgará 50,000 residencias permanentes en la lotería de visas 2019     |false|913146444953083904|/PrimerImpacto/status/913146444953083904|The US announces that it will grant 50,000 permanent residences in the 2019 visa lottery http://uni.vi/U5Do30ftpX0 pic.twitter.com/tNKNkCmbJM
PrimerImpacto|2017-12-12 11:13:23|3|8|Hondureños salen nuevamente a las calles para protestar contra supuesto fraude electoral  http://uni.vi/t57v30hb6WL   pic.twitter.com/qIwzllAVrh|Hondureños salen nuevamente a las calles para protestar contra supuesto fraude electoral     |false|940615576032108544|/PrimerImpacto/status/940615576032108544|Hondurans again take to the streets to protest against alleged electoral fraud http://uni.vi/t57v30hb6WL pic.twitter.com/qIwzllAVrh
PrimerImpacto|2018-03-19 21:15:09|0|4|Explosión de otro paquete en plena calle genera pánico en Austin, Texas  http://ow.ly/2tDK30j2EwM   pic.twitter.com/lW3YepZmBy|Explosión de otro paquete en plena calle genera pánico en Austin, Texas     |false|975903536595767296|/PrimerImpacto/status/975903536595767296|Explosion of another package in the middle of the street generates panic in Austin, Texas http://ow.ly/2tDK30j2EwM pic.twitter.com/lW3YepZmBy
PrimerImpacto|2017-09-15 14:30:40|2|5|Crayola presenta el nuevo crayón 'Bluetiful' presente en su famosa caja de 24 colores  http://uni.vi/StKs30fbNe8   pic.twitter.com/5FZk9gJxsw|Crayola presenta el nuevo crayón 'Bluetiful' presente en su famosa caja de 24 colores     |false|908759989497540613|/PrimerImpacto/status/908759989497540613|Crayola presents the new 'Bluetiful' crayon present in its famous 24-color box http://uni.vi/StKs30fbNe8 pic.twitter.com/5FZk9gJxsw
PrimerImpacto|2018-03-12 20:31:34|0|9| __PIPE__ Acusan a un mexicano de hacerse pasar como ciudadano de EEUU para trabajar como agente de Aduanas.  http://uni.vi/g2pc30iUmSm   pic.twitter.com/8gzdr05PZD| __PIPE__ Acusan a un mexicano de hacerse pasar como ciudadano de EEUU para trabajar como agente de Aduanas.     |false|973355855566565376|/PrimerImpacto/status/973355855566565376|__PIPE__ They accuse a Mexican of posing as a US citizen to work as a Customs agent. http://uni.vi/g2pc30iUmSm pic.twitter.com/8gzdr05PZD
PrimerImpacto|2017-09-04 22:24:53|2|5|Joven beneficiado por #DACA  ayudó a salvar vidas tras #Harvey  pero ahora teme por su futurohttp://uni.vi/3mfP30eUsaE pic.twitter.com/eVn1bJMagy|Joven beneficiado por #DACA  ayudó a salvar vidas tras #Harvey  pero ahora teme por su futuro |false|904893063537057792|/PrimerImpacto/status/904893063537057792|Young benefited by #DACA helped save lives after #Harvey but now he fears for his futurehttp: //uni.vi/3mfP30eUsaE pic.twitter.com/eVn1bJMagy
PrimerImpacto|2018-03-26 13:45:13|0|3|El peligroso viaje por el Río Grande que casi le cuesta la vida a un padre y a su hijo  http://uni.vi/rPj530ja4sA   pic.twitter.com/q1dZqx8DCo|El peligroso viaje por el Río Grande que casi le cuesta la vida a un padre y a su hijo     |false|978327025269305344|/PrimerImpacto/status/978327025269305344|The dangerous trip through the Rio Grande that almost cost the life of a father and his son http://uni.vi/rPj530ja4sA pic.twitter.com/q1dZqx8DCo
PrimerImpacto|2018-02-05 17:38:55|6|7|La niña que llevó una pistola en su mochila a una escuela de California enfrenta cargos por posesión de armas. pic.twitter.com/JKOEH6AJoH|La niña que llevó una pistola en su mochila a una escuela de California enfrenta cargos por posesión de armas. |false|960643929308737536|/PrimerImpacto/status/960643929308737536|The girl who carried a gun in her backpack to a school in California faces charges for possession of weapons. pic.twitter.com/JKOEH6AJoH
PrimerImpacto|2018-02-05 17:36:23|0|7|Investigan si fue un error humano lo que causó el accidente de un tren de pasajeros que dejó dos muertos en Carolina del Sur. pic.twitter.com/y8cen8KumN|Investigan si fue un error humano lo que causó el accidente de un tren de pasajeros que dejó dos muertos en Carolina del Sur. |false|960643292592463872|/PrimerImpacto/status/960643292592463872|They investigate if it was a human error that caused the accident of a passenger train that left two dead in South Carolina. pic.twitter.com/y8cen8KumN
PrimerImpacto|2017-10-11 23:00:17|4|2|Violento motín hace correr la sangre en un centro penitenciario de Monterrey, México  http://uni.vi/x5pO30fOwSi   pic.twitter.com/OkBqDrYMY4|Violento motín hace correr la sangre en un centro penitenciario de Monterrey, México     |false|918310326394814464|/PrimerImpacto/status/918310326394814464|Violent riot runs blood in a prison in Monterrey, Mexico http://uni.vi/x5pO30fOwSi pic.twitter.com/OkBqDrYMY4
PrimerImpacto|2017-08-31 22:00:37|6|11|Cadenas humanas, los lazos de ayuda que salvaron a una embarazada y a un hombre a punto de ahogarse  http://uni.vi/Mlaa30ePync   pic.twitter.com/YEcmtZ9Tkw|Cadenas humanas, los lazos de ayuda que salvaron a una embarazada y a un hombre a punto de ahogarse     |false|903437406053031936|/PrimerImpacto/status/903437406053031936|Human chains, the bonds of help that saved a pregnant woman and a man about to drown http://uni.vi/Mlaa30ePync pic.twitter.com/YEcmtZ9Tkw
