'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
ajplus|2017-11-30 17:53:53|115|120|http://WalMart.com    was selling this T-shirt implying the lynching of journalists. It has since been removed. A similar shirt was spotted last year during one of Trump's presidential campaign rallies. pic.twitter.com/spOEgHFDMW|    was selling this T-shirt implying the lynching of journalists. It has since been removed. A similar shirt was spotted last year during one of Trump's presidential campaign rallies. |false|936367708836212736|/ajplus/status/936367708836212736|http://WalMart.com    was selling this T-shirt implying the lynching of journalists. It has since been removed. A similar shirt was spotted last year during one of Trump's presidential campaign rallies. pic.twitter.com/spOEgHFDMW
ajplus|2018-02-15 09:12:26|1380|1568|Three of the 10 deadliest mass shootings in modern U.S. history were in the past five months:__NEWLINE____NEWLINE__• Oct. 1 - 58 killed in Las Vegas __NEWLINE__• Nov. 5 - 26 killed at a church in Texas__NEWLINE__• Feb. 14 - At least 17 killed at Florida high school|Three of the 10 deadliest mass shootings in modern U.S. history were in the past five months:__NEWLINE____NEWLINE__• Oct. 1 - 58 killed in Las Vegas __NEWLINE__• Nov. 5 - 26 killed at a church in Texas__NEWLINE__• Feb. 14 - At least 17 killed at Florida high school|false|964140346971246593|/ajplus/status/964140346971246593|Three of the 10 deadliest mass shootings in modern U.S. history were in the past five months:__NEWLINE____NEWLINE__• Oct. 1 - 58 killed in Las Vegas __NEWLINE__• Nov. 5 - 26 killed at a church in Texas__NEWLINE__• Feb. 14 - At least 17 killed at Florida high school
ajplus|2017-11-15 11:10:38|327|457|The gunman behind a deadly shooting rampage in Northern California on Tuesday was at the center of a domestic violence call the day before the attack.__NEWLINE____NEWLINE__He was also out on bail for charges he stabbed a neighbor. pic.twitter.com/FfjV5N80Zy|The gunman behind a deadly shooting rampage in Northern California on Tuesday was at the center of a domestic violence call the day before the attack.__NEWLINE____NEWLINE__He was also out on bail for charges he stabbed a neighbor. |false|930830409138606086|/ajplus/status/930830409138606086|The gunman behind a deadly shooting rampage in Northern California on Tuesday was at the center of a domestic violence call the day before the attack.__NEWLINE____NEWLINE__He was also out on bail for charges he stabbed a neighbor. pic.twitter.com/FfjV5N80Zy
ajplus|2017-09-15 17:41:29|36|74|Climate change is bad for the planet ... but entertaining for news consumers. #Newsbroke pic.twitter.com/aCZuWRKPMc|Climate change is bad for the planet ... but entertaining for news consumers. #Newsbroke |false|908808013435121664|/ajplus/status/908808013435121664|Climate change is bad for the planet ... but entertaining for news consumers. #Newsbroke pic.twitter.com/aCZuWRKPMc
ajplus|2017-11-16 13:27:49|214|423|U.S. Citizenship and Immigration Services reverses its decision and will allow nearly 100 people who were rejected because of mail delays to resubmit their renewals for the DACA program.|U.S. Citizenship and Immigration Services reverses its decision and will allow nearly 100 people who were rejected because of mail delays to resubmit their renewals for the DACA program.|false|931227320475516928|/ajplus/status/931227320475516928|U.S. Citizenship and Immigration Services reverses its decision and will allow nearly 100 people who were rejected because of mail delays to resubmit their renewals for the DACA program.
ajplus|2017-11-03 16:27:20|0|1|During the press conference, the NYPD said they were able to find credible evidence and corroborate the accusations.|During the press conference, the NYPD said they were able to find credible evidence and corroborate the accusations.|false|926546357824786432|/ajplus/status/926546357824786432|During the press conference, the NYPD said they were able to find credible evidence and corroborate the accusations.
ajplus|2018-02-10 23:00:05|365|557|We're here to ruin your favorite rom-coms, just in time for Valentine's Day. pic.twitter.com/k1JjdZJ6XJ|We're here to ruin your favorite rom-coms, just in time for Valentine's Day. |false|962536693327790081|/ajplus/status/962536693327790081|We're here to ruin your favorite rom-coms, just in time for Valentine's Day. pic.twitter.com/k1JjdZJ6XJ
ajplus|2017-12-12 01:34:06|130|239|Zero waste is possible. How @SiloBrighton  is changing the food industry and helping the environment. pic.twitter.com/uWcNuMNOUL|Zero waste is possible. How @SiloBrighton  is changing the food industry and helping the environment. |false|940469791650803712|/ajplus/status/940469791650803712|Zero waste is possible. How @SiloBrighton  is changing the food industry and helping the environment. pic.twitter.com/uWcNuMNOUL
ajplus|2018-02-02 16:22:55|26|111|Republican John McCain throws major shade at President Trump and other Republicans over the memo, saying they're "doing Putin’s job for him" by undermining the Russia investigation and sowing political discord.|Republican John McCain throws major shade at President Trump and other Republicans over the memo, saying they're "doing Putin’s job for him" by undermining the Russia investigation and sowing political discord.|false|959537640801357824|/ajplus/status/959537640801357824|Republican John McCain throws major shade at President Trump and other Republicans over the memo, saying they're "doing Putin’s job for him" by undermining the Russia investigation and sowing political discord.
ajplus|2017-11-06 18:39:35|278|435|BREAKING: The Air Force failed to report the Texas gunman's domestic violence conviction to the FBI (which is required by the Pentagon).|BREAKING: The Air Force failed to report the Texas gunman's domestic violence conviction to the FBI (which is required by the Pentagon).|false|927681902361710592|/ajplus/status/927681902361710592|BREAKING: The Air Force failed to report the Texas gunman's domestic violence conviction to the FBI (which is required by the Pentagon).
ajplus|2017-12-29 04:32:01|313|458|This 62-year-old man didn't let war bring him down. He restored his shop from the ruins of Aleppo. pic.twitter.com/csEyZlxw11|This 62-year-old man didn't let war bring him down. He restored his shop from the ruins of Aleppo. |false|946675160655962112|/ajplus/status/946675160655962112|This 62-year-old man didn't let war bring him down. He restored his shop from the ruins of Aleppo. pic.twitter.com/csEyZlxw11
ajplus|2017-12-01 09:29:18|1241|2273|BREAKING: President Trump's ex-national security advisor Michael Flynn is charged with lying to the FBI about his contacts with Russia's ambassador to the U.S.|BREAKING: President Trump's ex-national security advisor Michael Flynn is charged with lying to the FBI about his contacts with Russia's ambassador to the U.S.|false|936603116052590598|/ajplus/status/936603116052590598|BREAKING: President Trump's ex-national security advisor Michael Flynn is charged with lying to the FBI about his contacts with Russia's ambassador to the U.S.
ajplus|2018-03-15 08:02:44|10|23|Peter Dutton made the comments after the South African government said it will allow the expropriation of land from white farmers without compensation. pic.twitter.com/kpn5pzJOnG|Peter Dutton made the comments after the South African government said it will allow the expropriation of land from white farmers without compensation. |false|974254569591984128|/ajplus/status/974254569591984128|Peter Dutton made the comments after the South African government said it will allow the expropriation of land from white farmers without compensation. pic.twitter.com/kpn5pzJOnG
ajplus|2018-01-04 07:49:00|111|191|How rape culture has enabled creeps like Harvey Weinstein and Donald Trump. #Newsbroke pic.twitter.com/CWPXgwFppB|How rape culture has enabled creeps like Harvey Weinstein and Donald Trump. #Newsbroke |false|948899060877897728|/ajplus/status/948899060877897728|How rape culture has enabled creeps like Harvey Weinstein and Donald Trump. #Newsbroke pic.twitter.com/CWPXgwFppB
ajplus|2017-10-05 08:41:46|259|687|Donald Trump has no idea where Venezuela is, says President Nicolas Maduro. “Give him a map, and he can't find Venezuela.” pic.twitter.com/TBNONABWwa|Donald Trump has no idea where Venezuela is, says President Nicolas Maduro. “Give him a map, and he can't find Venezuela.” |false|915919942935080961|/ajplus/status/915919942935080961|Donald Trump has no idea where Venezuela is, says President Nicolas Maduro. “Give him a map, and he can't find Venezuela.” pic.twitter.com/TBNONABWwa
ajplus|2017-10-12 16:41:04|657|664|Chained ICE protestors were arrested w/ faces & ears covered. Police say it was to protect from noise; no power tools were used in removal. pic.twitter.com/xmyXVeLbLL|Chained ICE protestors were arrested w/ faces & ears covered. Police say it was to protect from noise; no power tools were used in removal. |false|918577280347017216|/ajplus/status/918577280347017216|Chained ICE protestors were arrested w/ faces & ears covered. Police say it was to protect from noise; no power tools were used in removal. pic.twitter.com/xmyXVeLbLL
ajplus|2018-03-28 12:20:00|271|194|Hindu nationalists attacked this mosque in India's Bihar state. pic.twitter.com/kbccRDDk78|Hindu nationalists attacked this mosque in India's Bihar state. |false|979030353653329922|/ajplus/status/979030353653329922|Hindu nationalists attacked this mosque in India's Bihar state. pic.twitter.com/kbccRDDk78
ajplus|2017-09-07 05:58:26|1094|934|Aung San Suu Kyi denies “ethnic cleansing” of the Rohingya. Here’s what you need to know about Myanmar’s leader: pic.twitter.com/tVRA59xoYS|Aung San Suu Kyi denies “ethnic cleansing” of the Rohingya. Here’s what you need to know about Myanmar’s leader: |false|905731980884492288|/ajplus/status/905731980884492288|Aung San Suu Kyi denies “ethnic cleansing” of the Rohingya. Here’s what you need to know about Myanmar’s leader: pic.twitter.com/tVRA59xoYS
ajplus|2017-09-25 08:50:06|362|380|Over 60 years after the worst mercury poisoning disaster in history, its victims are still fighting its effects. pic.twitter.com/8FIRjTU5by|Over 60 years after the worst mercury poisoning disaster in history, its victims are still fighting its effects. |false|912298164689944576|/ajplus/status/912298164689944576|Over 60 years after the worst mercury poisoning disaster in history, its victims are still fighting its effects. pic.twitter.com/8FIRjTU5by
ajplus|2017-09-14 01:55:01|79|133|France's new president faced tens of thousands of protesters who reject his labor law reforms. pic.twitter.com/qPL1y4R1F6|France's new president faced tens of thousands of protesters who reject his labor law reforms. |false|908207438419042304|/ajplus/status/908207438419042304|France's new president faced tens of thousands of protesters who reject his labor law reforms. pic.twitter.com/qPL1y4R1F6
ajplus|2018-03-25 19:19:00|225|470|Thanks to Skype, these doctors in Pakistan are able to help patients in remote areas. pic.twitter.com/PcixsR6VZo|Thanks to Skype, these doctors in Pakistan are able to help patients in remote areas. |false|978048634636898305|/ajplus/status/978048634636898305|Thanks to Skype, these doctors in Pakistan are able to help patients in remote areas. pic.twitter.com/PcixsR6VZo
