'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
cnnbrk|2018-03-09 14:11:18|1102|4727|Martin Shkreli, who gained notoriety for inflating the price of a life-saving drug, is sentenced to seven years in prison for defrauding investors  http://cnnmon.ie/2oWz7Ab   pic.twitter.com/QNZ3Ijb5J4|Martin Shkreli, who gained notoriety for inflating the price of a life-saving drug, is sentenced to seven years in prison for defrauding investors     |false|972188092445745152|/cnnbrk/status/972188092445745152|Martin Shkreli, who gained notoriety for inflating the price of a life-saving drug, is sentenced to seven years in prison for defrauding investors  http://cnnmon.ie/2oWz7Ab   pic.twitter.com/QNZ3Ijb5J4
cnnbrk|2018-01-09 23:24:49|1082|794|US Pacific Tsunami Warning Center said tsunami waves were possible for several countries in Caribbean and Central America, as well as Mexico, after a magnitude-7.6 earthquake struck 27 miles off the coast of Honduras. http://cnn.it/2CWLtkT  |US Pacific Tsunami Warning Center said tsunami waves were possible for several countries in Caribbean and Central America, as well as Mexico, after a magnitude-7.6 earthquake struck 27 miles off the coast of Honduras.   |false|950946505518714880|/cnnbrk/status/950946505518714880|US Pacific Tsunami Warning Center said tsunami waves were possible for several countries in Caribbean and Central America, as well as Mexico, after a magnitude-7.6 earthquake struck 27 miles off the coast of Honduras. http://cnn.it/2CWLtkT  
cnnbrk|2017-09-01 12:09:53|502|1545|House Speaker Paul Ryan asks President Trump to hold off on scrapping DACA  http://cnn.it/2evp9nB   pic.twitter.com/WI1QV6vfyW|House Speaker Paul Ryan asks President Trump to hold off on scrapping DACA     |false|903651130655330304|/cnnbrk/status/903651130655330304|House Speaker Paul Ryan asks President Trump to hold off on scrapping DACA  http://cnn.it/2evp9nB   pic.twitter.com/WI1QV6vfyW
cnnbrk|2017-09-04 10:05:44|316|482|North Korea has evolved from being a regional menace to a "global threat," UN's nuclear watchdog chief says  http://cnn.it/2eVv8PJ   pic.twitter.com/584MwGZOci|North Korea has evolved from being a regional menace to a "global threat," UN's nuclear watchdog chief says     |false|904707053402427392|/cnnbrk/status/904707053402427392|North Korea has evolved from being a regional menace to a "global threat," UN's nuclear watchdog chief says  http://cnn.it/2eVv8PJ   pic.twitter.com/584MwGZOci
cnnbrk|2017-10-03 17:02:44|191|260|Sheriff says Las Vegas killer Stephen Paddock kept firing for about 9 minutes after 911 was called  http://cnn.it/2g6hKc0   pic.twitter.com/HmlINAEoi6|Sheriff says Las Vegas killer Stephen Paddock kept firing for about 9 minutes after 911 was called     |false|915321242152046593|/cnnbrk/status/915321242152046593|Sheriff says Las Vegas killer Stephen Paddock kept firing for about 9 minutes after 911 was called  http://cnn.it/2g6hKc0   pic.twitter.com/HmlINAEoi6
cnnbrk|2018-03-06 09:21:48|971|612|More than 1,000 children have been killed or injured in Syria in 2018 so far, according to UNICEF  http://cnn.it/2oM9SAv   pic.twitter.com/neoozsDBEu|More than 1,000 children have been killed or injured in Syria in 2018 so far, according to UNICEF     |false|971028073108865024|/cnnbrk/status/971028073108865024|More than 1,000 children have been killed or injured in Syria in 2018 so far, according to UNICEF  http://cnn.it/2oM9SAv   pic.twitter.com/neoozsDBEu
cnnbrk|2018-02-26 05:25:27|311|350|Authorities in Papua New Guinea are assessing the damage after a magnitude 7.5 earthquake struck the Pacific country early Monday http://cnn.it/2CJXc1s  |Authorities in Papua New Guinea are assessing the damage after a magnitude 7.5 earthquake struck the Pacific country early Monday   |false|968069491778301952|/cnnbrk/status/968069491778301952|Authorities in Papua New Guinea are assessing the damage after a magnitude 7.5 earthquake struck the Pacific country early Monday http://cnn.it/2CJXc1s  
cnnbrk|2018-01-05 16:08:35|386|1460|Rep. Chris Stewart joins other Republicans in calling for AG Jeff Sessions to step down.  http://cnn.it/2E9TdML   pic.twitter.com/W7ZIckN8U0|Rep. Chris Stewart joins other Republicans in calling for AG Jeff Sessions to step down.     |false|949387171215151104|/cnnbrk/status/949387171215151104|Rep. Chris Stewart joins other Republicans in calling for AG Jeff Sessions to step down.  http://cnn.it/2E9TdML   pic.twitter.com/W7ZIckN8U0
cnnbrk|2018-03-26 16:36:13|406|423|Prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the annual rate of inflation over the past five years, congressional report says  https://cnn.it/2GfpZO5   pic.twitter.com/ECauYGfNSb|Prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the annual rate of inflation over the past five years, congressional report says     |false|978370057083478016|/cnnbrk/status/978370057083478016|Prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the annual rate of inflation over the past five years, congressional report says  https://cnn.it/2GfpZO5   pic.twitter.com/ECauYGfNSb
cnnbrk|2017-11-25 13:07:10|145|254|Foreign media outlets in Russia now are allowed to be listed as foreign agents  http://cnn.it/2iRip2c   pic.twitter.com/J9XdnIcjSR|Foreign media outlets in Russia now are allowed to be listed as foreign agents     |false|934483614032695298|/cnnbrk/status/934483614032695298|Foreign media outlets in Russia now are allowed to be listed as foreign agents  http://cnn.it/2iRip2c   pic.twitter.com/J9XdnIcjSR
