username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|latitude|longitude|latlongerr
weatherchannel|2017-10-13 12:12:55|0|1|may we have permission to feature your video? Verify here:  https://capture.com/request/bdb93cj  |may we have permission to feature your video? Verify here:    |false|918872187456638977|/weatherchannel/status/918872187456638977|may we have permission to feature your video? Verify here:  https://capture.com/request/bdb93cj  ||||
weatherchannel|2018-03-13 16:04:29|0|0|Where and when did you take this? Can we at  http://Weather.com    have permission to feature your post? Verify using the hashtag #yesweather . Terms:  https://weather.com/en-US/twc/priv acy-policy   …|Where and when did you take this? Can we at      have permission to feature your post? Verify using the hashtag #yesweather . Terms:   acy-policy   …|false|973651030742364162|/weatherchannel/status/973651030742364162|Where and when did you take this? Can we at  http://Weather.com    have permission to feature your post? Verify using the hashtag #yesweather . Terms:  https://weather.com/en-US/twc/priv acy-policy   …||||
weatherchannel|2017-11-20 20:34:32|8|129|How dare you!|How dare you!|false|932784260565667840|/weatherchannel/status/932784260565667840|How dare you!||||
weatherchannel|2018-03-07 16:40:46|71|106|# Quinn  impacts in north-central New Jersey. https://twitter.com/SoBrunswickPD/ status/971497502137552896   …|# Quinn  impacts in north-central New Jersey.  status/971497502137552896   …|false|971500930331041792|/weatherchannel/status/971500930331041792|# Quinn  impacts in north-central New Jersey. https://twitter.com/SoBrunswickPD/ status/971497502137552896   …||||
weatherchannel|2017-08-31 13:04:05|7|10|Tornado Warning for Fayette and Hardeman Counties in TN until 12:45 PM CDT  http://www. weather.com/weather/alerts /localalerts/l/38010?phenomena=TO&significance=W&areaid=TNC047&office=KMEG&etn=0046   …|Tornado Warning for Fayette and Hardeman Counties in TN until 12:45 PM CDT   weather.com/weather/alerts /localalerts/l/38010?phenomena=TO&significance=W&areaid=TNC047&office=KMEG&etn=0046   …|false|903302385879080960|/weatherchannel/status/903302385879080960|Tornado Warning for Fayette and Hardeman Counties in TN until 12:45 PM CDT  http://www. weather.com/weather/alerts /localalerts/l/38010?phenomena=TO&significance=W&areaid=TNC047&office=KMEG&etn=0046   …||||
weatherchannel|2017-09-28 17:25:00|46|67|A NOAA Hurricane Hunter aircraft has been grounded with 2 months to go in hurricane season. The story:  http://wxch.nl/2wYgj9L   pic.twitter.com/603VpuRsm6|A NOAA Hurricane Hunter aircraft has been grounded with 2 months to go in hurricane season. The story:     |false|913514907126996992|/weatherchannel/status/913514907126996992|A NOAA Hurricane Hunter aircraft has been grounded with 2 months to go in hurricane season. The story:  http://wxch.nl/2wYgj9L   pic.twitter.com/603VpuRsm6||||
weatherchannel|2017-09-10 12:05:00|307|325|Hurricanes #Irma  and #Harvey  mark the first time 2 Cat 4 U.S. landfalls happened in the same year  http://wxch.nl/2xUoGPV    #HurricaneIrma pic.twitter.com/l1YiVFwtnP|Hurricanes #Irma  and #Harvey  mark the first time 2 Cat 4 U.S. landfalls happened in the same year      #HurricaneIrma |false|906911394863427584|/weatherchannel/status/906911394863427584|Hurricanes #Irma  and #Harvey  mark the first time 2 Cat 4 U.S. landfalls happened in the same year  http://wxch.nl/2xUoGPV    #HurricaneIrma pic.twitter.com/l1YiVFwtnP||||
weatherchannel|2018-03-20 14:16:20|0|0|', we''d love to feature your post on  http://Weather.com   ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag #yesweather . https://weather.com/en-US/twc/priv acy-policy   …'|', we''d love to feature your post on     ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag #yesweather .  acy-policy   …'|false|976160526261768192|/weatherchannel/status/976160526261768192|', we''d love to feature your post on  http://Weather.com   ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag #yesweather . https://weather.com/en-US/twc/priv acy-policy   …'||||
weatherchannel|2018-01-22 16:01:36|0|0|, would you be willing to let us feature your post? Where and when was this taken? Verify by responding with the hashtag #yesweather . Terms: https://weather.com/en-US/twc/priv acy-policy   …|, would you be willing to let us feature your post? Where and when was this taken? Verify by responding with the hashtag #yesweather . Terms:  acy-policy   …|false|955546009785982976|/weatherchannel/status/955546009785982976|, would you be willing to let us feature your post? Where and when was this taken? Verify by responding with the hashtag #yesweather . Terms: https://weather.com/en-US/twc/priv acy-policy   …||||
weatherchannel|2017-08-31 15:46:13|74|56|Harvey continues to spin northward into TN Valley with reports of tornadoes & flooding rain.  Keep guard up.__NEWLINE__ https://www. weather.com/storms/hurrica ne/video/harvey-pushes-north   … pic.twitter.com/UurAC6m5ST|Harvey continues to spin northward into TN Valley with reports of tornadoes & flooding rain.  Keep guard up.__NEWLINE__  weather.com/storms/hurrica ne/video/harvey-pushes-north   … |false|903343184222322689|/weatherchannel/status/903343184222322689|Harvey continues to spin northward into TN Valley with reports of tornadoes & flooding rain.  Keep guard up.__NEWLINE__ https://www. weather.com/storms/hurrica ne/video/harvey-pushes-north   … pic.twitter.com/UurAC6m5ST||||
weatherchannel|2017-12-08 11:58:25|0|1|may we have permission to feature your video? Verify here:  https://capture.com/request/94b5b5e  |may we have permission to feature your video? Verify here:    |false|939177357214175234|/weatherchannel/status/939177357214175234|may we have permission to feature your video? Verify here:  https://capture.com/request/94b5b5e  ||||
weatherchannel|2018-03-11 09:16:40|8|29|Today on @WXGeeksTWC at 12pET, @DrShepherd2013  talks to @GregPostel  & Dr. Jon Martin of @UW_AOS  to discuss the amazing physical phenomena that comes together to produce winter storms. #snow  #WXGeeks pic.twitter.com/RIMe6wuBJG|Today on @WXGeeksTWC at 12pET, @DrShepherd2013  talks to @GregPostel  & Dr. Jon Martin of @UW_AOS  to discuss the amazing physical phenomena that comes together to produce winter storms. #snow  #WXGeeks |false|972823623529631744|/weatherchannel/status/972823623529631744|Today on @WXGeeksTWC at 12pET, @DrShepherd2013  talks to @GregPostel  & Dr. Jon Martin of @UW_AOS  to discuss the amazing physical phenomena that comes together to produce winter storms. #snow  #WXGeeks pic.twitter.com/RIMe6wuBJG||||
weatherchannel|2018-03-19 14:36:02|0|0|We at  http://Weather.com    would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag #yesweather . Full terms at  https://weather.com/en-US/twc/priv acy-policy   … .|We at      would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag #yesweather . Full terms at   acy-policy   … .|false|975803097518891010|/weatherchannel/status/975803097518891010|We at  http://Weather.com    would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag #yesweather . Full terms at  https://weather.com/en-US/twc/priv acy-policy   … .||||
weatherchannel|2018-01-11 15:35:30|93|199|# Winter  Storm #Hunter  could vault #Erie , Pennsylvania, to a new snowfall #record :  http://wxch.nl/2Fsciex   pic.twitter.com/XI2y7j3UMm|# Winter  Storm #Hunter  could vault #Erie , Pennsylvania, to a new snowfall #record :     |false|951553172929163265|/weatherchannel/status/951553172929163265|# Winter  Storm #Hunter  could vault #Erie , Pennsylvania, to a new snowfall #record :  http://wxch.nl/2Fsciex   pic.twitter.com/XI2y7j3UMm||||
weatherchannel|2018-02-05 11:27:43|0|0|Where and when did you take this? Could we at  http://Weather.com    feature your post on our platforms? If so, verify by responding with the hashtag #yesweather . View terms at  https://weather.com/en-US/twc/priv acy-policy   … .|Where and when did you take this? Could we at      feature your post on our platforms? If so, verify by responding with the hashtag #yesweather . View terms at   acy-policy   … .|false|960550514571251713|/weatherchannel/status/960550514571251713|Where and when did you take this? Could we at  http://Weather.com    feature your post on our platforms? If so, verify by responding with the hashtag #yesweather . View terms at  https://weather.com/en-US/twc/priv acy-policy   … .||||
weatherchannel|2017-09-09 11:00:01|5|7|@ parkertwc  says that experience means nothing when it comes to a hurricane like #Irma . Tune into The Weather Channel for live coverage. pic.twitter.com/2CGuRhripx|@ parkertwc  says that experience means nothing when it comes to a hurricane like #Irma . Tune into The Weather Channel for live coverage. |false|906532651397517312|/weatherchannel/status/906532651397517312|@ parkertwc  says that experience means nothing when it comes to a hurricane like #Irma . Tune into The Weather Channel for live coverage. pic.twitter.com/2CGuRhripx||||
weatherchannel|2017-10-06 16:01:38|0|0|may we have permission to feature your video? Verify here:  https://capture.com/request/53a896r  |may we have permission to feature your video? Verify here:    |false|916393029795061760|/weatherchannel/status/916393029795061760|may we have permission to feature your video? Verify here:  https://capture.com/request/53a896r  ||||
weatherchannel|2018-01-25 10:30:02|21|35|'A vital port for the nation’s oil and gas industry is on its way to becoming an island. This is Louisiana''s future. #USofClimateChange   http://features.weather.com/us-climate-cha nge/louisiana/   … pic.twitter.com/DF51DX8VQX'|'A vital port for the nation’s oil and gas industry is on its way to becoming an island. This is Louisiana''s future. #USofClimateChange    nge/louisiana/   … '|false|956549732037357568|/weatherchannel/status/956549732037357568|'A vital port for the nation’s oil and gas industry is on its way to becoming an island. This is Louisiana''s future. #USofClimateChange   http://features.weather.com/us-climate-cha nge/louisiana/   … pic.twitter.com/DF51DX8VQX'||||
