username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
PBS|2018-03-16 15:00:00|5|5|'It''s been a busy week! Take the @washingtonweek  quiz to test your knowledge of the news headlines, and tune in tonight at 8/7c! #WashWeek http://bit.ly/2GACKDQ  '|'It''s been a busy week! Take the @washingtonweek  quiz to test your knowledge of the news headlines, and tune in tonight at 8/7c! #WashWeek   '|false|974721963720691718|/PBS/status/974721963720691718|'It''s been a busy week! Take the @washingtonweek  quiz to test your knowledge of the news headlines, and tune in tonight at 8/7c! #WashWeek http://bit.ly/2GACKDQ  '||||
PBS|2018-03-24 13:00:00|99|293|Teenagers will lead the charge and demand change at the anti-gun violence March for Our Lives rally. (From @NewsHour ) http://bit.ly/2G4oZjx  |Teenagers will lead the charge and demand change at the anti-gun violence March for Our Lives rally. (From @NewsHour )   |false|977590868646465543|/PBS/status/977590868646465543|Teenagers will lead the charge and demand change at the anti-gun violence March for Our Lives rally. (From @NewsHour ) http://bit.ly/2G4oZjx  ||||
PBS|2017-10-23 14:47:18|14|26|'What happened to the legendary knight as battlefields changed? Find out in @novapbs '' Secrets of the Shining Knight. http://to.pbs.org/2yMpZnt  '|'What happened to the legendary knight as battlefields changed? Find out in @novapbs '' Secrets of the Shining Knight.   '|false|922534917816320000|/PBS/status/922534917816320000|'What happened to the legendary knight as battlefields changed? Find out in @novapbs '' Secrets of the Shining Knight. http://to.pbs.org/2yMpZnt  '||||
PBS|2018-01-12 14:45:31|13|32|Take a look at the latest top news stories, tonight on @washingtonweek  with @costareports . #WashWeek http://bit.ly/2mp0AZj  |Take a look at the latest top news stories, tonight on @washingtonweek  with @costareports . #WashWeek   |false|951902982819414016|/PBS/status/951902982819414016|Take a look at the latest top news stories, tonight on @washingtonweek  with @costareports . #WashWeek http://bit.ly/2mp0AZj  ||||
PBS|2017-10-20 09:31:08|9|25|'Ready for Sunday''s episode of #PoldarkPBS  from @masterpiecepbs ? Watch a preview! pic.twitter.com/Cnyp8GUJ2z'|'Ready for Sunday''s episode of #PoldarkPBS  from @masterpiecepbs ? Watch a preview! '|false|921368185605148672|/PBS/status/921368185605148672|'Ready for Sunday''s episode of #PoldarkPBS  from @masterpiecepbs ? Watch a preview! pic.twitter.com/Cnyp8GUJ2z'||||
PBS|2017-11-06 12:00:01|29|39|Learn how local elections impact national politics. (From @Rewire_dot_org ) http://bit.ly/2ziTLRD  |Learn how local elections impact national politics. (From @Rewire_dot_org )   |false|927581347035611142|/PBS/status/927581347035611142|Learn how local elections impact national politics. (From @Rewire_dot_org ) http://bit.ly/2ziTLRD  ||||
PBS|2018-02-22 17:59:58|27|69|Based off of new data released by the CDC, opioid overdose deaths have dropped in 14 states. (From @NewsHour ) http://bit.ly/2sOgsuY  |Based off of new data released by the CDC, opioid overdose deaths have dropped in 14 states. (From @NewsHour )   |false|966809819909967872|/PBS/status/966809819909967872|Based off of new data released by the CDC, opioid overdose deaths have dropped in 14 states. (From @NewsHour ) http://bit.ly/2sOgsuY  ||||
PBS|2018-02-24 17:30:00|6|18|Jeff Daniels and Peter Sarsgaard recently sat down with @NewsHour  to discuss their film, The Looming Tower, and the differences between dramatic and comedic acting.  http://bit.ly/2F3hd8s  |Jeff Daniels and Peter Sarsgaard recently sat down with @NewsHour  to discuss their film, The Looming Tower, and the differences between dramatic and comedic acting.    |false|967527054513262598|/PBS/status/967527054513262598|Jeff Daniels and Peter Sarsgaard recently sat down with @NewsHour  to discuss their film, The Looming Tower, and the differences between dramatic and comedic acting.  http://bit.ly/2F3hd8s  ||||
PBS|2017-10-15 09:00:08|20|27|'Billy sets the stage in tonight''s episode of #TheCollectionPBS  from @masterpiecepbs , airing at 10/9c. pic.twitter.com/3MzuEx0ayD'|'Billy sets the stage in tonight''s episode of #TheCollectionPBS  from @masterpiecepbs , airing at 10/9c. '|false|919548445869858823|/PBS/status/919548445869858823|'Billy sets the stage in tonight''s episode of #TheCollectionPBS  from @masterpiecepbs , airing at 10/9c. pic.twitter.com/3MzuEx0ayD'||||
PBS|2017-12-04 12:00:01|68|64|Through the stories of three families told over the course of half a decade, @frontlinepbs  explores what poverty means to children in America. http://bit.ly/2A2aRo5  |Through the stories of three families told over the course of half a decade, @frontlinepbs  explores what poverty means to children in America.   |false|937728207691841536|/PBS/status/937728207691841536|Through the stories of three families told over the course of half a decade, @frontlinepbs  explores what poverty means to children in America. http://bit.ly/2A2aRo5  ||||
