'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
cfsepr|2017-10-03 16:54:07|14|15|De visita en Ofic. Regional de Carolina el Adm. de @cfsepr  Confirma servicios se ofrecen con normalidad tras el paso de María #PRSeLevanta pic.twitter.com/G9z0VtPJt7|De visita en Ofic. Regional de Carolina el Adm. de @cfsepr  Confirma servicios se ofrecen con normalidad tras el paso de María #PRSeLevanta |false|915319073927548928|/cfsepr/status/915319073927548928|Visiting the Regional Office of Carolina the Adm. Of @cfsepr Confirm services are offered normally after Maria's passing #PRSeLevanta pic.twitter.com/G9z0VtPJt7
cfsepr|2018-01-06 07:34:14|22|21|Entusiasmados compañeros de la Corporación del Fondo del Seguro del Estado al poder ser partícipes de la Gran Fiesta de Reyes en Salinas. #NosUneLaTradicion  #TenloPorSeguro pic.twitter.com/VF7iEB4ncV|Entusiasmados compañeros de la Corporación del Fondo del Seguro del Estado al poder ser partícipes de la Gran Fiesta de Reyes en Salinas. #NosUneLaTradicion  #TenloPorSeguro |false|949620121764552704|/cfsepr/status/949620121764552704|Excited companions of the Corporation of the State Insurance Fund to be able to participate in the Great Kings Festival in Salinas. #NosUneLaTradicion #TenloPorSeguro pic.twitter.com/VF7iEB4ncV
cfsepr|2017-12-29 12:13:37|19|33|Dando en gracia lo que por gracia tienen empleados de Oficina Central, Hosp. Industrial, Oficinas Regionales de la @cfsepr  y su administrador, Jesús M. Rodríguez Rosa se unen  para brindar alegria y felicidad a nuestros niños #NosUneLaTradicion  de Reyes #TenloPorSeguro pic.twitter.com/lnP3qQjAjF|Dando en gracia lo que por gracia tienen empleados de Oficina Central, Hosp. Industrial, Oficinas Regionales de la @cfsepr  y su administrador, Jesús M. Rodríguez Rosa se unen  para brindar alegria y felicidad a nuestros niños #NosUneLaTradicion  de Reyes #TenloPorSeguro |false|946791325218811904|/cfsepr/status/946791325218811904|Giving in grace what by grace have employees of Central Office, Hosp. Industrial, Regional Offices of the @cfsepr and its administrator, Jesús M. Rodríguez Rosa come together to bring joy and happiness to our children #NosUneLaTradicion de Reyes #TenloPorSeguro pic.twitter.com/lnP3qQjAjF
cfsepr|2018-02-20 09:10:57|29|22|Ahora... funcionarios de la Corporación del Fondo del Seguro del Estado escuchan planteamientos de patronos durante Vista Pública en Región Mayagüez... Sé parte de este momento accediendo a  http://bit.ly/2Hxj8QL   pic.twitter.com/hSsWwWxaK1|Ahora... funcionarios de la Corporación del Fondo del Seguro del Estado escuchan planteamientos de patronos durante Vista Pública en Región Mayagüez... Sé parte de este momento accediendo a     |false|965951912368640000|/cfsepr/status/965951912368640000|Now ... Officials of the State Insurance Fund Corporation listen to statements of employers during Public View in Mayagüez Region ... Be part of this moment by accessing http://bit.ly/2Hxj8QL pic.twitter.com/hSsWwWxaK1
cfsepr|2017-09-19 10:09:11|27|23|Adm. de la @cfsepr  reunido con parte de su personal en preparación para la emergencia relacionada al paso del Huracán María #MariaPR pic.twitter.com/XCi5mRrany|Adm. de la @cfsepr  reunido con parte de su personal en preparación para la emergencia relacionada al paso del Huracán María #MariaPR |false|910143739942903808|/cfsepr/status/910143739942903808|Adm. Of the @cfsepr meeting with part of their staff in preparation for the emergency related to the passage of Hurricane Maria #MariaPR pic.twitter.com/XCi5mRrany
cfsepr|2017-10-04 10:20:54|18|15|Velando a diario por la continuidad de servicios tras el paso de María, Adm. de la @cfsepr  se reúne con Directores Regionales #PRSeLevanta pic.twitter.com/7NSTi8jNDN|Velando a diario por la continuidad de servicios tras el paso de María, Adm. de la @cfsepr  se reúne con Directores Regionales #PRSeLevanta |false|915582505520107520|/cfsepr/status/915582505520107520|Watching daily for the continuity of services after the passage of Maria, Adm. Of the @cfsepr meets with Regional Directors #PRSeLevanta pic.twitter.com/7NSTi8jNDN
cfsepr|2018-01-03 15:25:22|27|43|Viento en popa preparativos para la Gran Fiesta de Reyes este sábado en Salinas. Nuestra Primera Dama @BeatrizRossello , el Gobernador @ricardorossello  y personal de la @cfsepr  y otras agencias del gobierno te esperamos!!! #NosUneLaTradicion  #TenloPorSeguro pic.twitter.com/c8Np8K5kdC|Viento en popa preparativos para la Gran Fiesta de Reyes este sábado en Salinas. Nuestra Primera Dama @BeatrizRossello , el Gobernador @ricardorossello  y personal de la @cfsepr  y otras agencias del gobierno te esperamos!!! #NosUneLaTradicion  #TenloPorSeguro |false|948651523634016257|/cfsepr/status/948651523634016257|Wind in stern preparations for the Great Kings Festival this Saturday in Salinas. Our First Lady @BeatrizRossello, the Governor @ricardorossello and staff of the @cfsepr and other government agencies are waiting for you !!! #NosUneLaTradicion #TenloPorSeguro pic.twitter.com/c8Np8K5kdC
cfsepr|2018-03-12 14:14:20|42|40|Garantizando la transparencia en sus procesos... Corporación del Fondo del Seguro del Estado hace historia al haber transmitido en vivo y en directo  las Vistas Públicas a Patronos desde las nueve regiones que componen la Corp. Pública #TenloPorSeguro pic.twitter.com/JLcu51H0Lt|Garantizando la transparencia en sus procesos... Corporación del Fondo del Seguro del Estado hace historia al haber transmitido en vivo y en directo  las Vistas Públicas a Patronos desde las nueve regiones que componen la Corp. Pública #TenloPorSeguro |false|973260918766407681|/cfsepr/status/973260918766407681|Guaranteeing transparency in its processes ... State Insurance Fund Corporation makes history by broadcasting live the Public Views to Employers from the nine regions that make up the Public Corp. #TenloPorSeguro pic.twitter.com/JLcu51H0Lt
cfsepr|2017-11-08 15:39:50|21|34|De plácemes residentes de Guaynabo tras establecimiento de #EmergencyStopAndGo  de la Primera Dama @BeatrizRossello . En la @cfsepr  estamos felices de formar parte del esfuerzo @JMrodriguezrosa https://twitter.com/beatrizrossell o/status/927901987965988864   …|De plácemes residentes de Guaynabo tras establecimiento de #EmergencyStopAndGo  de la Primera Dama @BeatrizRossello . En la @cfsepr  estamos felices de formar parte del esfuerzo @JMrodriguezrosa  o/status/927901987965988864   …|false|928361441173934080|/cfsepr/status/928361441173934080|From pleasant residents of Guaynabo after establishment of #EmergencyStopAndGo of the First Lady @BeatrizRossello. In the @cfsepr we are happy to be part of the effort @JMrodriguezrosa https://twitter.com/beatrizrossell or / status / 927901987965988864 ...
cfsepr|2017-12-22 13:48:23|17|24|Dejan una imborrable huella en el Hospital Industrial de la @cfsepr  compañeros que se acogen a la jubilación. Gracias por su compromiso y entrega con los lesionados de Puerto Rico. #TenloPorSeguro pic.twitter.com/FxD0bHj62R|Dejan una imborrable huella en el Hospital Industrial de la @cfsepr  compañeros que se acogen a la jubilación. Gracias por su compromiso y entrega con los lesionados de Puerto Rico. #TenloPorSeguro |false|944278462168215552|/cfsepr/status/944278462168215552|They leave an indelible mark on the Industrial Hospital of the @cfsepr colleagues who take refuge in retirement. Thank you for your commitment and delivery with the injured of Puerto Rico. #TenloPorSeguro pic.twitter.com/FxD0bHj62R
