username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|address|latitude|longitude|latlongerr
FloridaMedical|2017-10-06 10:00:06|2|4|"We will invest more than 50 million dollars to fight the opioid epidemic in Florida." via @FLGovScott  #Florida  #opioidepidemic  #FMA pic.twitter.com/N2bkvlhh94|"We will invest more than 50 million dollars to fight the opioid epidemic in Florida." via @FLGovScott  #Florida  #opioidepidemic  #FMA |false|916302046629978112|/FloridaMedical/status/916302046629978112||||
FloridaMedical|2017-10-27 17:10:24|0|0|# Physicians  have made tremendous progress in the treatment of breast cancer, with over 3 million #breastcancer  survivors in the U.S. #BCAM|# Physicians  have made tremendous progress in the treatment of breast cancer, with over 3 million #breastcancer  survivors in the U.S. #BCAM|false|924020478720774144|/FloridaMedical/status/924020478720774144||||
FloridaMedical|2017-09-27 20:20:01|0|1|Join #FMA  October, 6th in #Tampa  to discuss the #opioidepidemic  in #Florida . pic.twitter.com/qf1VktQjb1|Join #FMA  October, 6th in #Tampa  to discuss the #opioidepidemic  in #Florida . |false|913196564046159872|/FloridaMedical/status/913196564046159872||||
FloridaMedical|2017-09-28 17:04:39|1|1|'# FMA  member Dr. Tra''chella Johnson Foy is one of our members who is doing wonderful things in her community. #WIMmonth pic.twitter.com/9frRI4lHZz'|'# FMA  member Dr. Tra''chella Johnson Foy is one of our members who is doing wonderful things in her community. #WIMmonth '|false|913509783361036288|/FloridaMedical/status/913509783361036288||||
FloridaMedical|2017-09-21 13:07:55|1|1|Florida Medical Magazine: How to build trust with millennial #patients . Are you adapting to meet #millennials  needs?  http://flmedical.uberflip.com/i/867242-fma-m ag-fall-2017online/24   … pic.twitter.com/WruQ3B8m9G|Florida Medical Magazine: How to build trust with millennial #patients . Are you adapting to meet #millennials  needs?   ag-fall-2017online/24   … |false|910913495146876928|/FloridaMedical/status/910913495146876928||||
FloridaMedical|2017-09-27 09:53:12|0|3|# September  is National Women in Medicine Month. Say thank you to your favorite women in medicine. #WIMmonth  #FMA   http://www. flmedical.org  |# September  is National Women in Medicine Month. Say thank you to your favorite women in medicine. #WIMmonth  #FMA    flmedical.org  |false|913038820416901125|/FloridaMedical/status/913038820416901125||||
FloridaMedical|2017-10-23 12:00:29|0|0|is your place to compare plans from leading insurance companies - all in one place. Want to learn more?  https://fma.memberbenefits.com /    (3/3)|is your place to compare plans from leading insurance companies - all in one place. Want to learn more?   /    (3/3)|false|922492936323043328|/FloridaMedical/status/922492936323043328||||
FloridaMedical|2017-10-06 13:03:17|1|1|Did you know that drug overdoses are the #1 cause of accidental death in the United States? #opioidepidemic  #FMA  #opioidcrisis  #opioids|Did you know that drug overdoses are the #1 cause of accidental death in the United States? #opioidepidemic  #FMA  #opioidcrisis  #opioids|false|916348144299978753|/FloridaMedical/status/916348144299978753||||
FloridaMedical|2017-10-06 12:58:41|6|9|"We’re going to work with the FMA and others to come up with the right solution." @FLGovScott  #Florida  #opioidepidemic  #FMA pic.twitter.com/8mD1xxcdOF|"We’re going to work with the FMA and others to come up with the right solution." @FLGovScott  #Florida  #opioidepidemic  #FMA |false|916346988584718337|/FloridaMedical/status/916346988584718337||||
FloridaMedical|2017-09-05 15:09:09|7|6|Floridians go follow @FLSERT  and create a disaster preparedness plan for your family:   http://floridadisaster.org/getaplan/   __NEWLINE__#HurricaneIrma pic.twitter.com/8XdilYpTTS|Floridians go follow @FLSERT  and create a disaster preparedness plan for your family:      __NEWLINE__#HurricaneIrma |false|905145797146238976|/FloridaMedical/status/905145797146238976||||
FloridaMedical|2017-10-30 09:35:01|1|1|Opioids and Medical Licensure Risks by @PhysiciansPract . #OpioidCrisis  __NEWLINE__ http://www. physicianspractice.com/blog/opioids-a nd-medical-licensure-risks   …|Opioids and Medical Licensure Risks by @PhysiciansPract . #OpioidCrisis  __NEWLINE__  physicianspractice.com/blog/opioids-a nd-medical-licensure-risks   …|false|924993042897043460|/FloridaMedical/status/924993042897043460||||
