username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
agarciapadilla|2017-12-21 08:55:47|63|178|El senador @marcorubio  le falló a Puerto Rico y a los puertorriqueños en Florida. Eso es un hecho que no está en discusión. Estoy de acuerdo con las críticas que le ha hecho @ricardorossello . #ProhibidoOlvidar|El senador @marcorubio  le falló a Puerto Rico y a los puertorriqueños en Florida. Eso es un hecho que no está en discusión. Estoy de acuerdo con las críticas que le ha hecho @ricardorossello . #ProhibidoOlvidar|false|943842437553905664|/agarciapadilla/status/943842437553905664|Senator @marcorubio failed Puerto Rico and Puerto Ricans in Florida. That is a fact that is not in dispute. I agree with the criticism that @ricardorossello has done. #ProhibidoOlidar||||
agarciapadilla|2018-01-04 14:57:24|71|129|An unfortunate day for the cannabis industry; particularly for the medical cannabis patients. DOJ’s new policy is a setback to the progress the industry has achieved thus far and negates the scientific evidence that shows the benefits of cannabis.|An unfortunate day for the cannabis industry; particularly for the medical cannabis patients. DOJ’s new policy is a setback to the progress the industry has achieved thus far and negates the scientific evidence that shows the benefits of cannabis.|false|949006869342932993|/agarciapadilla/status/949006869342932993|An unfortunate day for the cannabis industry; particularly for the medical cannabis patients. DOJ’s new policy is a setback to the progress the industry has achieved thus far and negates the scientific evidence that shows the benefits of cannabis.||||
agarciapadilla|2017-11-30 20:28:08|94|197|Thank you @SenBillNelson  and @SenatorMenendez  for introducing this amendment to protect our economy and jobs from the negative effects of the federal tax reform. This is the moment for other Senators, like @marcorubio  to stand with Puerto Rico. #PRIsWatching pic.twitter.com/8YiqWcqJGH|Thank you @SenBillNelson  and @SenatorMenendez  for introducing this amendment to protect our economy and jobs from the negative effects of the federal tax reform. This is the moment for other Senators, like @marcorubio  to stand with Puerto Rico. #PRIsWatching |false|936406529644916736|/agarciapadilla/status/936406529644916736|Thank you @SenBillNelson  and @SenatorMenendez  for introducing this amendment to protect our economy and jobs from the negative effects of the federal tax reform. This is the moment for other Senators, like @marcorubio  to stand with Puerto Rico. #PRIsWatching pic.twitter.com/8YiqWcqJGH||||
agarciapadilla|2018-01-17 06:25:46|154|414|El tiempo es el mejor aliado de la verdad. pic.twitter.com/P4i0UR6ATb|El tiempo es el mejor aliado de la verdad. |false|953589158748065794|/agarciapadilla/status/953589158748065794|Time is the best ally of the truth. pic.twitter.com/P4i0UR6ATb||||
agarciapadilla|2018-03-26 19:43:59|28|69|Hoy hablé sobre la reforma laboral y la Ley 80 con @ferdinandpr  @JugandoPelotaPR pic.twitter.com/BQCD3CqSyV|Hoy hablé sobre la reforma laboral y la Ley 80 con @ferdinandpr  @JugandoPelotaPR |false|978417311697731584|/agarciapadilla/status/978417311697731584|Today I spoke about labor reform and Law 80 with @ferdinandpr @JugandoPelotaPR pic.twitter.com/BQCD3CqSyV||||
agarciapadilla|2017-12-16 15:49:23|29|74|Muy buen video que deben ver los padres y madres. pic.twitter.com/WYMJeh7cCS|Muy buen video que deben ver los padres y madres. |false|942134585894342656|/agarciapadilla/status/942134585894342656|Very good video that parents should see. pic.twitter.com/WYMJeh7cCS||||
agarciapadilla|2017-10-20 20:36:31|130|213|Literalmente, de tripas corazones. Médicos en cirugías iluminadas por flash light de celular. Bravo por ellos! But this is not a "10". pic.twitter.com/Lh2HFBWMHh|Literalmente, de tripas corazones. Médicos en cirugías iluminadas por flash light de celular. Bravo por ellos! But this is not a "10". |false|921535637240647680|/agarciapadilla/status/921535637240647680|Literally, of guts hearts. Doctors in surgeries illuminated by flash light of cell phone. Bravo for them! But this is not a "10". pic.twitter.com/Lh2HFBWMHh||||
agarciapadilla|2017-10-12 07:20:40|90|188|Someone should explain to @realDonaldTrump  the responsibility of Congress in PR’s crisis as a result of eliminating section 936 of the IRC.|Someone should explain to @realDonaldTrump  the responsibility of Congress in PR’s crisis as a result of eliminating section 936 of the IRC.|false|918436249265950720|/agarciapadilla/status/918436249265950720|Someone should explain to @realDonaldTrump  the responsibility of Congress in PR’s crisis as a result of eliminating section 936 of the IRC.||||
agarciapadilla|2018-02-06 14:50:42|15|73|En reunión con el senador Roger Wicker, para ayudar a impulsar los cambios en la reforma fiscal federal que necesita Puerto Rico y para temas en beneficio de los municipios. Es la primera de varias reuniones en la capital federal. pic.twitter.com/tHoVrhZypk|En reunión con el senador Roger Wicker, para ayudar a impulsar los cambios en la reforma fiscal federal que necesita Puerto Rico y para temas en beneficio de los municipios. Es la primera de varias reuniones en la capital federal. |false|960963986324967427|/agarciapadilla/status/960963986324967427|In a meeting with Senator Roger Wicker, to help drive changes in the federal tax reform that Puerto Rico needs and for issues that benefit the municipalities. It is the first of several meetings in the federal capital. pic.twitter.com/tHoVrhZypk||||
agarciapadilla|2018-02-27 15:54:23|27|718|¡Juan Pablo hoy cumple 14! Como se veía el 2 de enero de 2013 y ahora. ¡El tiempo pasa volando! pic.twitter.com/ucaQJYLf0r|¡Juan Pablo hoy cumple 14! Como se veía el 2 de enero de 2013 y ahora. ¡El tiempo pasa volando! |false|968590157225123848|/agarciapadilla/status/968590157225123848|Juan Pablo today turns 14! As seen on January 2, 2013 and now. Time flies! pic.twitter.com/ucaQJYLf0r||||
agarciapadilla|2017-11-29 10:32:09|51|120|Dialogando con el senador Roger Wicker sobre el efecto nefasto que tendría la reforma contributiva federal en la economía de Puerto Rico. Cientos de miles de empleos están en riesgo. pic.twitter.com/b6yaVRfY8c|Dialogando con el senador Roger Wicker sobre el efecto nefasto que tendría la reforma contributiva federal en la economía de Puerto Rico. Cientos de miles de empleos están en riesgo. |false|935894155892576256|/agarciapadilla/status/935894155892576256|Talking with Senator Roger Wicker about the harmful effect that federal tax reform would have on the economy of Puerto Rico. Hundreds of thousands of jobs are at risk. pic.twitter.com/b6yaVRfY8c||||
agarciapadilla|2017-12-15 07:03:48|81|229|Habiendo participado de las gestiones a favor de PR que se llevaron a cabo en la capital federal en las pasadas semanas puedo constatar que la postura de @ricardorossello  y de @RepJenniffer  nunca fue la misma. La postura correcta, era la del Gobernador.|Habiendo participado de las gestiones a favor de PR que se llevaron a cabo en la capital federal en las pasadas semanas puedo constatar que la postura de @ricardorossello  y de @RepJenniffer  nunca fue la misma. La postura correcta, era la del Gobernador.|false|941639927686680578|/agarciapadilla/status/941639927686680578|Having participated in the efforts in favor of PR that took place in the federal capital in the past weeks, I can confirm that the position of @ricardorossello and @RepJenniffer was never the same. The correct position was that of the Governor.||||
agarciapadilla|2018-01-18 17:33:13|24|84|Presidente Danilo Medina recibe a exgobernador de Puerto Rico, Alejandro García Padilla - https://presidencia.gob.do/noticias/presi dente-danilo-medina-recibe-exgobernador-de-puerto-rico-alejandro-garcia-padilla   …|Presidente Danilo Medina recibe a exgobernador de Puerto Rico, Alejandro García Padilla -  dente-danilo-medina-recibe-exgobernador-de-puerto-rico-alejandro-garcia-padilla   …|false|954119514685403136|/agarciapadilla/status/954119514685403136|President Danilo Medina receives former Governor of Puerto Rico, Alejandro García Padilla - https://presidencia.gob.do/noticias/presi dente-danilo-medina-recib-exgobernador-de-puerto-rico-alejandro-garcia-padilla ...||||
agarciapadilla|2018-03-26 20:00:09|29|81|Hay que abrir PREPA a la inversión privada en la generación de energía. __NEWLINE__@JugandoPelotaPR  @ferdinandpr pic.twitter.com/XUSIq0HabF|Hay que abrir PREPA a la inversión privada en la generación de energía. __NEWLINE__@JugandoPelotaPR  @ferdinandpr |false|978421380319465474|/agarciapadilla/status/978421380319465474|We must open PREPA to private investment in the generation of energy. __NEWLINE __ @ JugandoPelotaPR @ferdinandpr pic.twitter.com/XUSIq0HabF||||
agarciapadilla|2018-02-07 17:17:28|29|123|El Gobernador hizo bien en vetar el Proyecto de la Cámara 1018.|El Gobernador hizo bien en vetar el Proyecto de la Cámara 1018.|false|961363309021843456|/agarciapadilla/status/961363309021843456|The Governor did well to veto House Bill 1018.||||
agarciapadilla|2017-12-15 18:33:23|23|75|Parte de mi entrevista con @jsacosta  sobre la reforma contributiva federal en @NotiUno . pic.twitter.com/i0VL8Ya41I|Parte de mi entrevista con @jsacosta  sobre la reforma contributiva federal en @NotiUno . |false|941813468495200256|/agarciapadilla/status/941813468495200256|Part of my interview with @jsacosta about the federal tax reform in @NotiUno. pic.twitter.com/i0VL8Ya41I||||
agarciapadilla|2017-09-14 17:11:45|39|211|Con un amigo que siempre ha dicho presente para defender las causas justas de Puerto Rico y su gente, @MartinOMalley . pic.twitter.com/RJ6ftPJnAX|Con un amigo que siempre ha dicho presente para defender las causas justas de Puerto Rico y su gente, @MartinOMalley . |false|908438143229157376|/agarciapadilla/status/908438143229157376|With a friend who has always said present to defend the just causes of Puerto Rico and its people, @MartinOMalley. pic.twitter.com/RJ6ftPJnAX||||
agarciapadilla|2018-01-23 13:18:53|15|46|Ayer con @ferdinandpr  dialogamos sobre la AEE y la propuesta del gobernador. @JugandoPelotaPR pic.twitter.com/zPx8olzpfF|Ayer con @ferdinandpr  dialogamos sobre la AEE y la propuesta del gobernador. @JugandoPelotaPR |false|955867449399930888|/agarciapadilla/status/955867449399930888|'Yesterday with @ferdinandpr we talked about the PREPA and the governor''s proposal. @JugandoPelotaPR pic.twitter.com/zPx8olzpfF'||||
