username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
ricky_martin|2018-03-01 14:13:52|234|1437|via @DailyMailCeleb  * Posted by @RMwebteam http://www. dailymail.co.uk/tvshowbiz/arti cle-5447255/The-Assassination-Gianni-Versace-Jim-Shelley.html   …|  * Posted by @RMwebteam  dailymail.co.uk/tvshowbiz/arti cle-5447255/The-Assassination-Gianni-Versace-Jim-Shelley.html   …|false|969289636504834048|/ricky_martin/status/969289636504834048|via @DailyMailCeleb  * Posted by @RMwebteam http://www. dailymail.co.uk/tvshowbiz/arti cle-5447255/The-Assassination-Gianni-Versace-Jim-Shelley.html   …||||
ricky_martin|2017-11-01 21:50:23|963|2009|Stabilization? The mayority of the residents r still w/o electricity without food and some are still drinking water from contaminated rivers https://twitter.com/davidbegnaud/s tatus/925875990970036224   …|Stabilization? The mayority of the residents r still w/o electricity without food and some are still drinking water from contaminated rivers  tatus/925875990970036224   …|false|925902877427580929|/ricky_martin/status/925902877427580929|Stabilization? The mayority of the residents r still w/o electricity without food and some are still drinking water from contaminated rivers https://twitter.com/davidbegnaud/s tatus/925875990970036224   …||||
ricky_martin|2017-11-07 19:51:50|35|49|Thank you so much. Wish you much success for your event!|Thank you so much. Wish you much success for your event!|false|928062471746678784|/ricky_martin/status/928062471746678784|Thank you so much. Wish you much success for your event!||||
ricky_martin|2018-01-04 13:25:20|516|3266|We are back to Vegas! Get your tickets NOW    http://ticketmaster.com/rickymartin    #RICKYALLIN  @ParkTheaterLV pic.twitter.com/XslzTJjuwj|We are back to Vegas! Get your tickets NOW        #RICKYALLIN  @ParkTheaterLV |false|948983700968140801|/ricky_martin/status/948983700968140801|We are back to Vegas! Get your tickets NOW    http://ticketmaster.com/rickymartin    #RICKYALLIN  @ParkTheaterLV pic.twitter.com/XslzTJjuwj||||
ricky_martin|2018-02-22 20:06:52|452|2091|Join me on February 23rd via Facebook Live! I will be performing for the first time my new single #Fiebre  live at the Emirates Airlines @dubaijazzfest  __NEWLINE__ https://www. facebook.com/RickyMartinOff icialPage/videos/10156105381871081/   … pic.twitter.com/QrDj9mhfJ3|Join me on February 23rd via Facebook Live! I will be performing for the first time my new single #Fiebre  live at the Emirates Airlines @dubaijazzfest  __NEWLINE__  facebook.com/RickyMartinOff icialPage/videos/10156105381871081/   … |false|966841757286764545|/ricky_martin/status/966841757286764545|Join me on February 23rd via Facebook Live! I will be performing for the first time my new single #Fiebre  live at the Emirates Airlines @dubaijazzfest  __NEWLINE__ https://www. facebook.com/RickyMartinOff icialPage/videos/10156105381871081/   … pic.twitter.com/QrDj9mhfJ3||||
ricky_martin|2018-02-08 23:57:51|429|1994|As-Salaam-Alaikum! Come & join me at Emirates Airline @dubaijazzfest  on Feb 23rd. Let’s celebrate my first ever concert in Dubai! Sending love, light & blessings  http://www. dubaijazzfest.com     @sheerazhasan  #mydubai  #rickymartin  #dubaijazzfestival pic.twitter.com/JRf0nnlOqY|As-Salaam-Alaikum! Come & join me at Emirates Airline @dubaijazzfest  on Feb 23rd. Let’s celebrate my first ever concert in Dubai! Sending love, light & blessings   dubaijazzfest.com     @sheerazhasan  #mydubai  #rickymartin  #dubaijazzfestival |false|961826454236364801|/ricky_martin/status/961826454236364801|As-Salaam-Alaikum! Come & join me at Emirates Airline @dubaijazzfest  on Feb 23rd. Let’s celebrate my first ever concert in Dubai! Sending love, light & blessings  http://www. dubaijazzfest.com     @sheerazhasan  #mydubai  #rickymartin  #dubaijazzfestival pic.twitter.com/JRf0nnlOqY||||
ricky_martin|2017-09-23 16:10:12|21|28|gracias|gracias|false|911684144278597633|/ricky_martin/status/911684144278597633|Thank you||||
ricky_martin|2018-03-08 10:16:38|321|2263|España, no te pierdas mi entrevista hoy en @El_Hormiguero  a las 21:45h  #Fiebre|España, no te pierdas mi entrevista hoy en @El_Hormiguero  a las 21:45h  #Fiebre|false|971766651535454208|/ricky_martin/status/971766651535454208|Spain, do not miss my interview today at @El_Hormiguero at 9:45 pm #Fiebre||||
ricky_martin|2018-02-23 10:34:14|697|4689|# FIEBRE  OUT NOW!!!! pic.twitter.com/ZrefMDRfYd|# FIEBRE  OUT NOW!!!! |false|967060034583658496|/ricky_martin/status/967060034583658496|# FIEBRE  OUT NOW!!!! pic.twitter.com/ZrefMDRfYd||||
ricky_martin|2018-02-28 11:28:09|528|3172|# Fiebre  10 Million Views    http://smarturl.it/FiebreVideo   pic.twitter.com/IiGJdLJDF2|# Fiebre  10 Million Views       |false|968885545656115200|/ricky_martin/status/968885545656115200|# Fiebre  10 Million Views    http://smarturl.it/FiebreVideo   pic.twitter.com/IiGJdLJDF2|10 Million Views|||
ricky_martin|2017-09-19 15:01:50|7316|32913|México mucha fuerza estoy con ustedes. |México mucha fuerza estoy con ustedes. |false|910217387487592449|/ricky_martin/status/910217387487592449|Mexico a lot of strength I am with you.||||
ricky_martin|2018-03-31 14:55:10|307|1842|Escucha #Fiebre  en el playlist #VivaLatino  de @Spotify  @SpotifyLatino https://open.spotify.com/track/0oFqlgK2 LJ9eMlpGBCmRvf?context=spotify%3Auser%3Aspotify%3Aplaylist%3A37i9dQZF1DX10zKzsJ2jva&si=IJvVgxfgS7uypJVK6Jkvqw   …|Escucha #Fiebre  en el playlist #VivaLatino  de @Spotify  @SpotifyLatino  LJ9eMlpGBCmRvf?context=spotify%3Auser%3Aspotify%3Aplaylist%3A37i9dQZF1DX10zKzsJ2jva&si=IJvVgxfgS7uypJVK6Jkvqw   …|false|980156566975533057|/ricky_martin/status/980156566975533057|Escucha #Fiebre  en el playlist #VivaLatino  de @Spotify  @SpotifyLatino https://open.spotify.com/track/0oFqlgK2 LJ9eMlpGBCmRvf?context=spotify%3Auser%3Aspotify%3Aplaylist%3A37i9dQZF1DX10zKzsJ2jva&si=IJvVgxfgS7uypJVK6Jkvqw   …||||
ricky_martin|2017-11-15 04:29:58|375|1659|I’m watching  https://twitter.com/edgarramirez25 /status/930613001757057024   …|I’m watching   /status/930613001757057024   …|false|930729578984751104|/ricky_martin/status/930729578984751104|I’m watching  https://twitter.com/edgarramirez25 /status/930613001757057024   …||||
ricky_martin|2017-11-28 21:12:14|301|1438|Thank you to these amazing kids from Milford School who raised money to strengthen our humanitarian relief efforts @RM_Foundation  #GivingTuesday  #ALLin4PR http://milford.wickedlocal.com/news/20171120/ milford-students-raise-3k-for-puerto-rico-relief   …|Thank you to these amazing kids from Milford School who raised money to strengthen our humanitarian relief efforts @RM_Foundation  #GivingTuesday  #ALLin4PR  milford-students-raise-3k-for-puerto-rico-relief   …|false|935692850624385025|/ricky_martin/status/935692850624385025|Thank you to these amazing kids from Milford School who raised money to strengthen our humanitarian relief efforts @RM_Foundation  #GivingTuesday  #ALLin4PR http://milford.wickedlocal.com/news/20171120/ milford-students-raise-3k-for-puerto-rico-relief   …||||
ricky_martin|2018-03-08 14:47:48|879|5613|Happy #InternationalWomensDay  __NEWLINE__KEEP SHINING |Happy #InternationalWomensDay  __NEWLINE__KEEP SHINING |false|971834892815302659|/ricky_martin/status/971834892815302659|Happy #InternationalWomensDay  __NEWLINE__KEEP SHINING||||
ricky_martin|2017-10-13 23:56:34|398|2523|. @Bethenny  Frankel you are an angel. THANK YOU SO MUCH. #Allin4PR|. @Bethenny  Frankel you are an angel. THANK YOU SO MUCH. #Allin4PR|false|919049263652397056|/ricky_martin/status/919049263652397056|. @Bethenny  Frankel you are an angel. THANK YOU SO MUCH. #Allin4PR||||
ricky_martin|2017-11-19 15:47:28|250|1695|# LosAngeles , nos vemos esta noche en el #Uforia  @iloveklove|# LosAngeles , nos vemos esta noche en el #Uforia  @iloveklove|false|932349631069028352|/ricky_martin/status/932349631069028352|# LosAngeles, see you tonight at #Uforia @iloveklove||||
ricky_martin|2018-02-26 13:47:32|281|1418|Sube la #Fiebre  en el playlist “Latino Caliente” de @Spotify . https://open.spotify.com/user/mejorespl aylistsspotify/playlist/1vIZxBcvgGHE9HXbQnzXYI?si=rZWeGL_tTfmS2-4C1qB01w   …|Sube la #Fiebre  en el playlist “Latino Caliente” de @Spotify .  aylistsspotify/playlist/1vIZxBcvgGHE9HXbQnzXYI?si=rZWeGL_tTfmS2-4C1qB01w   …|false|968195844901138433|/ricky_martin/status/968195844901138433|Upload the #Fiebre in the "Latino Caliente" playlist of @Spotify. https://open.spotify.com/user/mejorespl aylistsspotify / playlist / 1vIZxBcvgGHE9HXbQnzXYI? si = rZWeGL_tTfmS2-4C1qB01w ...||||
ricky_martin|2017-11-14 19:04:01|2349|10038|Today is a great day for human rights. #Australia  says YES to marriage equality. BRAVO! This makes me so happy. pic.twitter.com/pCLUOhvD06|Today is a great day for human rights. #Australia  says YES to marriage equality. BRAVO! This makes me so happy. |false|930587151401598976|/ricky_martin/status/930587151401598976|Today is a great day for human rights. #Australia  says YES to marriage equality. BRAVO! This makes me so happy. pic.twitter.com/pCLUOhvD06||||
ricky_martin|2017-09-04 22:47:47|268|1874|# NowPlaying  #RickyMartinSpecial  on @VH1|# NowPlaying  #RickyMartinSpecial  on @VH1|false|904898826397298689|/ricky_martin/status/904898826397298689|# NowPlaying  #RickyMartinSpecial  on @VH1||||
